OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0007875,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C20orf194
OG0007876,NA,intensified,NA,NA,NA,NA,NA,NA,NA,EIF2AK3
OG0007878,NA,NA,NA,NA,FAM21A,relaxed,NA,NA,NA,FAM21A
OG0007879,NA,NA,NA,NA,TTL,relaxed,NA,NA,NA,TTL
OG0007881,NA,NA,NA,NA,C6orf57,relaxed,NA,NA,NA,C6orf57
OG0007885,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNA2
OG0007886,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PRIM2
OG0007888,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HHIP
OG0007890,NA,NA,NA,NA,USO1,relaxed,NA,NA,NA,USO1
OG0007892,NA,NA,NA,NA,NOD2,relaxed,NA,NA,NA,NOD2
OG0007893,NA,NA,NA,NA,DDX28,relaxed,NA,NA,NA,DDX28
OG0007895,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC39A13
OG0007896,NA,NA,paml_selected,NA,UACA,relaxed,NA,NA,NA,UACA
OG0007897,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DIS3L
OG0007905,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SHISA3
OG0007908,NA,NA,NA,NA,CXCL14,relaxed,NA,NA,NA,CXCL14
OG0007909,NA,NA,NA,NA,MATR3,relaxed,NA,NA,NA,MATR3
OG0007910,NA,NA,NA,NA,B4GALT7,relaxed,NA,NA,NA,B4GALT7
OG0007913,NA,NA,NA,NA,PHF6,relaxed,NA,NA,NA,PHF6
OG0007915,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C4orf47
OG0007916,NA,NA,NA,NA,PIGG,relaxed,NA,NA,NA,PIGG
OG0007918,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AP1AR
OG0007919,NA,NA,paml_selected,NA,ENPP6,relaxed,NA,NA,NA,ENPP6
OG0007922,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CBFB
OG0007926,NA,NA,NA,NA,RAPSN,relaxed,NA,NA,NA,RAPSN
OG0007927,NA,NA,paml_selected,NA,PPCDC,relaxed,NA,NA,NA,PPCDC
OG0007928,NA,NA,NA,NA,BBS2,relaxed,NA,NA,NA,BBS2
OG0007929,NA,NA,NA,NA,AKIP1,relaxed,NA,NA,NA,AKIP1
OG0007930,NA,NA,paml_selected,NA,LRRIQ1,relaxed,NA,NA,NA,LRRIQ1
OG0007931,NA,NA,NA,NA,URI1,relaxed,NA,NA,NA,URI1
OG0007932,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,VPS9D1
OG0007934,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CCDC135
OG0007936,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LUZP2
OG0007937,NA,NA,NA,NA,RGS9BP,relaxed,NA,NA,NA,RGS9BP
OG0007939,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC79
OG0007940,NA,NA,NA,NA,PDP2,relaxed,NA,NA,NA,PDP2
OG0007946,NA,NA,NA,NA,HADHB,relaxed,NA,NA,NA,HADHB
OG0007948,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SWT1
OG0007951,NA,NA,paml_selected,NA,STRA13,relaxed,NA,NA,NA,STRA13
OG0007952,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYCN
OG0007953,NA,NA,paml_selected,NA,ADGB,relaxed,NA,NA,NA,ADGB
OG0007954,NA,NA,NA,NA,C1orf95,relaxed,NA,NA,NA,C1orf95
OG0007956,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,COIL
OG0007958,NA,NA,NA,NA,HIGD2A,relaxed,NA,NA,NA,HIGD2A
OG0007960,NA,intensified,NA,NA,NA,NA,NA,NA,NA,COX18
OG0007962,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SGOL1
OG0007965,NA,NA,NA,NA,KRI1,relaxed,NA,NA,NA,KRI1
OG0007966,NA,NA,NA,NA,ANKRD54,relaxed,NA,NA,NA,ANKRD54
OG0007968,absrel,NA,NA,NA,SEZ6L2,relaxed,NA,NA,NA,SEZ6L2
OG0007970,NA,NA,paml_selected,NA,CCDC43,relaxed,NA,NA,NA,CCDC43
OG0007971,NA,NA,NA,NA,POLD1,relaxed,NA,NA,NA,POLD1
OG0007972,NA,NA,NA,NA,TTC25,relaxed,NA,NA,NA,TTC25
OG0007974,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DDX42
OG0007978,NA,NA,NA,NA,CD2BP2,relaxed,NA,NA,NA,CD2BP2
OG0007979,NA,NA,NA,NA,AKT1S1,relaxed,NA,NA,NA,AKT1S1
OG0007982,NA,NA,NA,NA,CSRP2BP,relaxed,NA,NA,NA,CSRP2BP
OG0007986,NA,NA,NA,NA,CEP70,relaxed,NA,NA,NA,CEP70
OG0007987,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ELF3
OG0007988,NA,NA,paml_selected,NA,BYSL,relaxed,NA,NA,NA,BYSL
OG0007989,NA,NA,NA,NA,SSU72,relaxed,NA,NA,NA,SSU72
OG0007992,NA,NA,NA,NA,PSMD6,relaxed,NA,NA,NA,PSMD6
OG0007993,NA,NA,paml_selected,NA,GNL3,relaxed,NA,NA,NA,GNL3
OG0007994,NA,NA,NA,NA,NEK4,relaxed,NA,NA,NA,NEK4
OG0007995,NA,intensified,NA,NA,NA,NA,NA,NA,NA,IL10
OG0007997,NA,NA,NA,NA,CNTN2,relaxed,NA,NA,NA,CNTN2
OG0007999,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MRTO4
OG0008001,NA,NA,NA,NA,SLC45A1,relaxed,NA,NA,NA,SLC45A1
OG0008005,NA,NA,NA,NA,SLMAP,relaxed,NA,NA,NA,SLMAP
OG0008006,NA,NA,paml_selected,NA,BLOC1S1,relaxed,NA,NA,NA,BLOC1S1
OG0008007,NA,NA,NA,NA,MCM2,relaxed,NA,NA,NA,MCM2
OG0008008,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SEC13
OG0008010,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NISCH
OG0008012,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GNL3L
OG0008014,NA,intensified,NA,NA,NA,NA,NA,NA,NA,AGA
OG0008015,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GAR1
OG0008017,NA,NA,paml_selected,NA,NA,NA,NA,CEP290,eyeloss,CEP290
OG0008021,NA,NA,NA,NA,ANKRD11,relaxed,NA,ANKRD11,eyeloss,ANKRD11
OG0008022,NA,NA,paml_selected,NA,CDH16,relaxed,NA,NA,NA,CDH16
OG0008023,NA,NA,paml_selected,NA,APRT,relaxed,NA,NA,NA,APRT
OG0008031,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C11orf16
OG0008032,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HOMEZ
OG0008033,NA,intensified,NA,NA,NA,NA,NA,NA,NA,BARHL2
OG0008034,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CIITA
OG0008035,NA,NA,NA,NA,RPP38,relaxed,NA,NA,NA,RPP38
OG0008038,NA,NA,paml_selected,NA,MYOT,relaxed,NA,NA,NA,MYOT
OG0008045,NA,NA,NA,NA,ZNF827,relaxed,NA,NA,NA,ZNF827
OG0008046,absrel,NA,NA,NA,LNX1,relaxed,NA,NA,NA,LNX1
OG0008050,NA,intensified,NA,NA,NA,NA,NA,NA,NA,JADE2
OG0008051,NA,NA,NA,NA,KCNS3,relaxed,NA,NA,NA,KCNS3
OG0008072,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RTDR1
OG0008074,NA,NA,NA,NA,GOLGA1,relaxed,NA,NA,NA,GOLGA1
OG0008078,NA,NA,paml_selected,NA,IZUMO1,relaxed,NA,NA,NA,IZUMO1
OG0008079,NA,NA,paml_selected,NA,GPAT2,relaxed,NA,NA,NA,GPAT2
OG0008082,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RMI1
OG0008084,NA,NA,NA,NA,KLHL22,relaxed,NA,NA,NA,KLHL22
OG0008086,NA,NA,NA,NA,EXOSC10,relaxed,NA,NA,NA,EXOSC10
OG0008089,NA,NA,NA,NA,POLB,relaxed,NA,NA,NA,POLB
OG0008090,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ACAA2
OG0008091,NA,NA,NA,NA,MRPL40,relaxed,NA,NA,NA,MRPL40
OG0008093,NA,NA,NA,NA,L3HYPDH,relaxed,NA,NA,NA,L3HYPDH
OG0008095,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CCM2
OG0008097,NA,NA,NA,NA,FAM20B,relaxed,NA,NA,NA,FAM20B
OG0008098,NA,NA,NA,NA,PFAS,relaxed,NA,NA,NA,PFAS
OG0008099,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCFD2
OG0008100,NA,NA,NA,NA,EXOC1,relaxed,NA,NA,NA,EXOC1
OG0008102,NA,NA,NA,NA,TRMT1L,relaxed,NA,NA,NA,TRMT1L
OG0008105,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,REPS1
OG0008108,NA,intensified,NA,NA,NA,NA,NA,NA,NA,HSDL1
OG0008109,NA,NA,NA,NA,RFX6,relaxed,NA,NA,NA,RFX6
OG0008110,NA,NA,NA,NA,PARP1,relaxed,NA,PARP1,eyeloss,PARP1
OG0008112,NA,NA,NA,NA,DCAF4,relaxed,NA,NA,NA,DCAF4
OG0008115,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ILVBL
OG0008116,NA,NA,NA,NA,SUCLG1,relaxed,NA,NA,NA,SUCLG1
OG0008117,NA,NA,NA,NA,PPP1R21,relaxed,NA,NA,NA,PPP1R21
OG0008118,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MAP3K4
OG0008119,NA,NA,NA,NA,LAP3,relaxed,NA,NA,NA,LAP3
OG0008120,NA,NA,NA,NA,GTF2E2,relaxed,NA,NA,NA,GTF2E2
OG0008122,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SMIM14
OG0008126,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CFAP97
OG0008127,NA,NA,paml_selected,NA,C4orf27,relaxed,NA,NA,NA,C4orf27
OG0008131,NA,NA,paml_selected,NA,GAN,relaxed,NA,NA,NA,GAN
OG0008133,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KLHL36
OG0008134,NA,intensified,NA,NA,NA,NA,NA,NA,NA,COTL1
OG0008136,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ZBBX
OG0008138,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PID1
OG0008142,NA,NA,NA,NA,CDC45,relaxed,NA,NA,NA,CDC45
OG0008144,NA,NA,NA,NA,TRIM36,relaxed,NA,NA,NA,TRIM36
OG0008147,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TAF10
OG0008148,NA,NA,NA,NA,DEPDC1,relaxed,NA,NA,NA,DEPDC1
OG0008149,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GCLM
OG0008151,NA,NA,NA,NA,DDX20,relaxed,NA,NA,NA,DDX20
OG0008153,NA,NA,NA,NA,ARIH2,relaxed,NA,NA,NA,ARIH2
OG0008155,NA,NA,NA,NA,LRRC47,relaxed,NA,NA,NA,LRRC47
OG0008157,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GRIPAP1
OG0008159,NA,NA,NA,NA,HDAC6,relaxed,NA,HDAC6,eyeloss,HDAC6
OG0008161,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PTGES2
OG0008163,NA,NA,paml_selected,NA,CCDC181,relaxed,NA,NA,NA,CCDC181
OG0008167,NA,NA,paml_selected,NA,ERICH3,relaxed,NA,NA,NA,ERICH3
OG0008170,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUP214
OG0008172,NA,NA,paml_selected,NA,PAX8,relaxed,NA,NA,NA,PAX8
OG0008174,NA,NA,NA,NA,SIPA1,relaxed,NA,NA,NA,SIPA1
OG0008175,NA,NA,paml_selected,NA,NA,NA,NA,PIGL,eyeloss,PIGL
OG0008181,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MED22
OG0008182,NA,NA,paml_selected,NA,LRSAM1,relaxed,NA,NA,NA,LRSAM1
OG0008193,NA,NA,NA,NA,MKS1,relaxed,NA,NA,NA,MKS1
OG0008197,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AMER1
OG0008201,NA,NA,paml_selected,NA,PARP10,relaxed,NA,NA,NA,PARP10
OG0008202,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GMIP
OG0008203,NA,NA,NA,NA,MRPL12,relaxed,NA,NA,NA,MRPL12
OG0008204,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HGS
OG0008207,NA,NA,NA,NA,SNX13,relaxed,NA,NA,NA,SNX13
OG0008212,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PPP1R9A
OG0008214,NA,NA,NA,NA,YARS,relaxed,NA,NA,NA,YARS
OG0008215,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MATN1
OG0008216,NA,NA,NA,NA,BAIAP3,relaxed,NA,NA,NA,BAIAP3
OG0008217,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SNX8
OG0008218,NA,NA,paml_selected,NA,CLSPN,relaxed,NA,NA,NA,CLSPN
OG0008220,NA,NA,NA,NA,CHFR,relaxed,NA,NA,NA,CHFR
OG0008221,NA,NA,NA,NA,KAT6A,relaxed,NA,NA,NA,KAT6A
OG0008223,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SRRM4
OG0008226,NA,NA,paml_selected,NA,SUSD2,relaxed,NA,NA,NA,SUSD2
OG0008227,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TCN2
OG0008230,NA,NA,NA,NA,POLE,relaxed,NA,NA,NA,POLE
OG0008231,NA,NA,paml_selected,NA,PPIL2,relaxed,NA,NA,NA,PPIL2
OG0008232,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RNFT2
OG0008237,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRAFD1
OG0008239,NA,NA,NA,NA,MCCC2,relaxed,NA,NA,NA,MCCC2
OG0008240,NA,NA,NA,NA,POC5,relaxed,NA,NA,NA,POC5
OG0008245,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MFSD10
OG0008247,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EMB
OG0008253,NA,NA,NA,NA,LNPEP,relaxed,NA,NA,NA,LNPEP
OG0008257,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RNF181
OG0008258,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MMAB
OG0008261,NA,NA,NA,NA,TMEM8A,relaxed,NA,NA,NA,TMEM8A
OG0008263,NA,NA,NA,NA,CHTF18,relaxed,NA,NA,NA,CHTF18
OG0008266,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CASC5
OG0008268,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TMCO3
OG0008269,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM39A
OG0008270,NA,NA,NA,NA,EED,relaxed,NA,NA,NA,EED
OG0008272,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PWP2
OG0008276,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CPB2
OG0008277,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GPALPP1
OG0008280,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,KNOP1
OG0008281,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CC2D1A
OG0008282,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NDUFB7
OG0008283,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MVB12A
OG0008285,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CXorf23
OG0008286,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TPK1
OG0008292,NA,NA,paml_selected,NA,MTRR,relaxed,NA,NA,NA,MTRR
OG0008293,NA,NA,NA,NA,CMBL,relaxed,NA,NA,NA,CMBL
OG0008295,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ZFAND1
OG0008296,NA,intensified,NA,NA,NA,NA,NA,NA,NA,BLOC1S5
OG0008298,NA,NA,NA,NA,POP1,relaxed,NA,NA,NA,POP1
OG0008300,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CDH17
OG0008302,NA,intensified,NA,NA,NA,NA,NA,NA,NA,STX17
OG0008303,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FRRS1L
OG0008305,NA,NA,NA,NA,FAM188A,relaxed,NA,NA,NA,FAM188A
OG0008311,NA,NA,NA,NA,TRIP13,relaxed,NA,NA,NA,TRIP13
OG0008312,NA,NA,NA,NA,UBR5,relaxed,NA,NA,NA,UBR5
OG0008315,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MEX3A
OG0008320,NA,NA,paml_selected,NA,CEP85,relaxed,NA,NA,NA,CEP85
OG0008321,NA,NA,paml_selected,NA,GK5,relaxed,NA,NA,NA,GK5
OG0008326,NA,NA,NA,NA,ARHGAP30,relaxed,NA,NA,NA,ARHGAP30
OG0008327,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RAB12
OG0008328,NA,NA,paml_selected,NA,VWA5B2,relaxed,NA,NA,NA,VWA5B2
OG0008330,NA,NA,NA,NA,EFR3A,relaxed,NA,NA,NA,EFR3A
OG0008333,NA,NA,NA,NA,GFM1,relaxed,NA,NA,NA,GFM1
OG0008334,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PNISR
OG0008337,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RHBDL2
OG0008339,NA,NA,NA,NA,C5orf15,relaxed,NA,NA,NA,C5orf15
OG0008340,NA,NA,NA,NA,AGGF1,relaxed,NA,NA,NA,AGGF1
OG0008342,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,STBD1
OG0008345,NA,NA,NA,NA,IDH3B,relaxed,NA,NA,NA,IDH3B
OG0008346,NA,NA,NA,NA,TXNL1,relaxed,NA,NA,NA,TXNL1
OG0008348,NA,NA,paml_selected,NA,KIAA1328,relaxed,NA,NA,NA,KIAA1328
OG0008349,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,GTF3C4
OG0008350,NA,NA,NA,NA,NUP54,relaxed,NA,NA,NA,NUP54
OG0008351,NA,NA,NA,NA,KLHL8,relaxed,NA,NA,NA,KLHL8
OG0008352,NA,NA,NA,NA,PTPN13,relaxed,NA,NA,NA,PTPN13
OG0008354,NA,NA,NA,NA,TBC1D13,relaxed,NA,NA,NA,TBC1D13
OG0008355,NA,NA,NA,NA,NDUFA2,relaxed,NA,NA,NA,NDUFA2
OG0008359,NA,NA,NA,NA,CXXC5,relaxed,NA,NA,NA,CXXC5
OG0008361,NA,NA,NA,NA,SUMF2,relaxed,NA,NA,NA,SUMF2
OG0008363,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PCF11
OG0008365,NA,NA,paml_selected,NA,CCDC11,relaxed,NA,NA,NA,CCDC11
OG0008367,NA,NA,paml_selected,NA,WDR73,relaxed,NA,NA,NA,WDR73
OG0008368,NA,NA,paml_selected,NA,NADK2,relaxed,NA,NADK2,eyeloss,NADK2
OG0008369,NA,intensified,NA,NA,NA,NA,NA,NA,NA,POLD3
OG0008370,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,BTC
OG0008371,NA,NA,NA,NA,AMACR,relaxed,NA,NA,NA,AMACR
OG0008372,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RAI14
OG0008377,NA,NA,NA,NA,UBLCP1,relaxed,NA,NA,NA,UBLCP1
OG0008378,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MPP1
OG0008385,NA,NA,NA,NA,NCOA6,relaxed,NA,NCOA6,eyeloss,NCOA6
OG0008388,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TBPL1
OG0008391,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,LZIC
OG0008397,NA,NA,NA,NA,SAMD11,relaxed,NA,NA,NA,SAMD11
OG0008398,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RCC2
OG0008400,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,HAUS7
OG0008401,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRRC23
OG0008406,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NFXL1
OG0008407,NA,NA,paml_selected,NA,CCDC171,relaxed,NA,NA,NA,CCDC171
OG0008419,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ZNF217
OG0008421,NA,NA,NA,NA,TSFM,relaxed,NA,TSFM,eyeloss,TSFM
OG0008426,NA,NA,paml_selected,NA,GLYCTK,relaxed,NA,NA,NA,GLYCTK
OG0008427,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TNFRSF4
OG0008428,NA,NA,NA,NA,EDEM1,relaxed,NA,NA,NA,EDEM1
OG0008430,NA,NA,NA,NA,PLTP,relaxed,NA,NA,NA,PLTP
OG0008432,NA,NA,NA,NA,SNTA1,relaxed,NA,NA,NA,SNTA1
OG0008433,NA,NA,NA,NA,ARFRP1,relaxed,NA,NA,NA,ARFRP1
OG0008434,NA,NA,NA,NA,IGSF8,relaxed,NA,NA,NA,IGSF8
OG0008437,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,H6PD
OG0008438,NA,NA,NA,NA,CCDC65,relaxed,NA,NA,NA,CCDC65
OG0008440,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MTMR14
OG0008442,NA,intensified,NA,NA,NA,NA,NA,NA,NA,DR1
OG0008446,NA,NA,NA,NA,CREB3L2,relaxed,NA,NA,NA,CREB3L2
OG0008448,NA,NA,NA,NA,ASUN,relaxed,NA,NA,NA,ASUN
OG0008449,NA,NA,NA,NA,MYRFL,relaxed,NA,NA,NA,MYRFL
OG0008451,NA,NA,NA,NA,MANSC1,relaxed,NA,NA,NA,MANSC1
OG0008452,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCNC
OG0008454,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ITIH5
OG0008455,NA,NA,NA,NA,PYROXD1,relaxed,NA,NA,NA,PYROXD1
OG0008457,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NTF3
OG0008458,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TFEC
OG0008462,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,BRAF
OG0008463,NA,NA,paml_selected,NA,PODXL,relaxed,NA,NA,NA,PODXL
OG0008465,NA,NA,NA,NA,HSPA14,relaxed,NA,NA,NA,HSPA14
OG0008475,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNPEP
OG0008476,NA,NA,NA,NA,NTAN1,relaxed,NA,NA,NA,NTAN1
OG0008478,NA,NA,paml_selected,NA,MBD5,relaxed,NA,NA,NA,MBD5
OG0008481,NA,NA,paml_selected,NA,CCDC40,relaxed,NA,NA,NA,CCDC40
OG0008484,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,STX8
OG0008485,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PALM3
OG0008487,NA,NA,NA,NA,OXNAD1,relaxed,NA,NA,NA,OXNAD1
OG0008490,NA,NA,NA,NA,SSR2,relaxed,NA,NA,NA,SSR2
OG0008491,NA,NA,NA,NA,FAM91A1,relaxed,NA,NA,NA,FAM91A1
OG0008492,NA,NA,NA,NA,TMEM55A,relaxed,NA,NA,NA,TMEM55A
OG0008493,NA,NA,paml_selected,NA,C5orf49,relaxed,NA,NA,NA,C5orf49
OG0008495,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PCTP
OG0008500,NA,NA,NA,NA,GSAP,relaxed,NA,NA,NA,GSAP
OG0008504,NA,NA,NA,NA,XPOT,relaxed,NA,NA,NA,XPOT
OG0008507,NA,NA,NA,NA,PEAK1,relaxed,NA,NA,NA,PEAK1
OG0008508,NA,NA,NA,NA,HMG20A,relaxed,NA,NA,NA,HMG20A
OG0008512,NA,NA,NA,NA,UEVLD,relaxed,NA,NA,NA,UEVLD
OG0008515,NA,NA,NA,NA,AMFR,relaxed,NA,NA,NA,AMFR
OG0008517,NA,NA,NA,NA,LACTB,relaxed,NA,LACTB,eyeloss,LACTB
OG0008518,NA,NA,NA,NA,ETFA,relaxed,NA,NA,NA,ETFA
OG0008523,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RFWD3
OG0008524,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYRF
OG0008529,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MEAF6
OG0008531,NA,NA,NA,NA,FAM135B,relaxed,NA,NA,NA,FAM135B
OG0008533,NA,NA,paml_selected,NA,GALT,relaxed,NA,NA,NA,GALT
OG0008535,NA,NA,NA,NA,CNTFR,relaxed,NA,NA,NA,CNTFR
OG0008536,NA,NA,NA,NA,PRRC1,relaxed,NA,NA,NA,PRRC1
OG0008537,NA,NA,NA,NA,PROSER1,relaxed,NA,NA,NA,PROSER1
OG0008540,NA,NA,paml_selected,NA,MPZL1,relaxed,NA,NA,NA,MPZL1
OG0008545,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ATG10
OG0008549,NA,NA,NA,NA,TBL2,relaxed,NA,NA,NA,TBL2
OG0008553,NA,NA,NA,NA,REXO2,relaxed,NA,NA,NA,REXO2
OG0008557,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EXOC2
OG0008558,NA,NA,NA,NA,PPIL6,relaxed,NA,NA,NA,PPIL6
OG0008559,NA,NA,paml_selected,NA,ALLC,relaxed,NA,NA,NA,ALLC
OG0008560,NA,NA,NA,NA,ACAT2,relaxed,NA,NA,NA,ACAT2
OG0008562,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RNF8
OG0008564,NA,NA,NA,NA,EXTL3,relaxed,NA,NA,NA,EXTL3
OG0008566,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PSTPIP2
OG0008571,NA,NA,NA,NA,KIAA1045,relaxed,NA,NA,NA,KIAA1045
OG0008576,NA,NA,NA,NA,CWC27,relaxed,NA,NA,NA,CWC27
OG0008579,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TRIM23
OG0008583,NA,NA,NA,NA,VAT1L,relaxed,NA,NA,NA,VAT1L
OG0008591,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SLC30A7
OG0008592,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TICAM2
OG0008594,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM161A
OG0008599,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NWD1
OG0008600,NA,NA,NA,NA,LPAR3,relaxed,NA,NA,NA,LPAR3
OG0008602,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C6orf120
OG0008603,NA,NA,NA,NA,CDC6,relaxed,NA,NA,NA,CDC6
OG0008610,NA,NA,NA,NA,STYX,relaxed,NA,NA,NA,STYX
OG0008611,NA,NA,NA,NA,WDHD1,relaxed,NA,NA,NA,WDHD1
OG0008612,NA,NA,NA,NA,GNPNAT1,relaxed,NA,NA,NA,GNPNAT1
OG0008615,NA,NA,paml_selected,NA,WARS,relaxed,NA,WARS,eyeloss,WARS
OG0008617,NA,NA,NA,NA,SPATA17,relaxed,NA,NA,NA,SPATA17
