Ammel,Ammex,Asmec,Asmes,Chlan,Darer,Gamor,Hegla,Hosap,Leocu,Luden,Mymur,Ornil,Plwal,Prang,Scvul,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,0.717496826409038,0.117059404242762,1,1,1,1,1,1,NA,2.16633998706417e-06,1,NA,NA,9.10648555407789e-05,1,1,1,0.669916488211185,1,1,hits_per_22_species,OG0011109,2,0,7,15
1,1,1,1,1,1,0.0170125588526946,1,1,1,1,0.830308881099378,1,NA,1,1,NA,1,NA,1,1,1,1,1,0.0336213564857945,hits_per_22_species,OG0011113,0,2,6,16
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,0.000193146164642055,1,1,hits_per_22_species,OG0011114,0,1,7,15
1,1,8.84855966276632e-09,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,5.86741766284149e-12,1,1,1,1,1,1,1,hits_per_22_species,OG0011118,1,1,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,3.41393580072236e-14,1,NA,1,1,1.04360964314765e-13,1,1,hits_per_22_species,OG0011119,0,2,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,0.133129321539034,1,1,NA,1,NA,1,1,1,1,1,NA,hits_per_22_species,OG0011120,0,0,6,16
1,0.133298466839314,1,1,1,1,1,1,1,1,1,1,1,NA,0.0322975626590169,1,NA,1,NA,0.518393317257382,1,1,1,1,1,hits_per_22_species,OG0011122,1,0,6,16
1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011128,0,0,5,17
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,0.00202712685314915,1,1,hits_per_22_species,OG0011129,0,1,5,17
1,1,1,1,1,0.0113383116089276,1,1,1,0.0244893457688307,0.00148879082724862,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011130,1,2,6,16
1,0.0724504623490078,1,1,1,1,1,1,1,1,1,0.576241958881453,1,0.0342312491980135,8.27588074467922e-05,0.216088051905943,NA,NA,NA,1,1,1,1,0.725051617331076,0.8480918519315,hits_per_22_species,OG0011134,1,1,6,16
1,2.30012542157265e-06,1,1,1,1,0.950497941546773,1,1,1,1,1,1,NA,1,1,NA,NA,0.0009730836847055,1,1,1,1,1,1,hits_per_22_species,OG0011136,2,0,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,0.374604005718446,1,0,1,1,hits_per_22_species,OG0011140,0,1,6,16
1,1,NA,1,1,1,1,1,1,1,1,1,0.101779103078197,NA,NA,1,1,1,1,1,1,1.06320498516332e-08,2.47868899405645e-06,1,1,hits_per_22_species,OG0011142,1,1,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,0.000237405134706492,NA,1,1,2.37361852395424e-10,1,1,1,hits_per_22_species,OG0011143,1,1,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.481450606818366,1,NA,1,1,1,1,NA,1,1,1,hits_per_22_species,OG0011144,0,0,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,hits_per_22_species,OG0011147,0,0,7,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,4.71876076051925e-05,1,1,1,NA,1,1,hits_per_22_species,OG0011148,1,0,7,15
0.670598915891424,0.549007739747847,1,1,NA,1,1,1,1,1,1,1,1,1,3.66952579433644e-11,1,NA,1,1,1,1,1,1,1,NA,hits_per_22_species,OG0011151,1,0,7,15
NA,1,1,1,0.0244682291277828,3.25411952633026e-05,1,1,NA,1,1,1,0.244332523341688,1,0.000338975193174829,1,NA,1,1,1,0.0361158205256771,0.0010885495615533,1,1,1,hits_per_22_species,OG0011152,2,3,7,15
1,1,1,1,0.849865325501074,1,0.000178033915889664,1,1,1,1,1,1,0.589203506702857,1.82076576038526e-14,1,NA,1,NA,NA,1,1,1,1,1,hits_per_22_species,OG0011155,1,1,6,16
0.0282678154710214,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.00520532759778947,1,1,NA,NA,1,1,1,1,1,1,hits_per_22_species,OG0011156,1,1,7,15
1,NA,1,1,0.982904972083339,1,1,1,0.109796732763091,1,1,1,1,1,1,1,1,3.76381870115239e-10,NA,NA,1,1,1,1,1,hits_per_22_species,OG0011157,0,1,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,0.210390597118819,1,1,1,1,1,1,hits_per_22_species,OG0011162,0,0,7,15
1,0.477149865929767,1,1,1,1,1,1,1,1,1,1,0.0257778361691341,NA,1,1,1,NA,NA,1,1,1,1,1,1,hits_per_22_species,OG0011163,0,1,7,15
1,1,0,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,hits_per_22_species,OG0011164,1,0,7,15
1,1.7216395797881e-06,1,1,1,1,1,NA,0.434808729906211,1,3.40023453837546e-10,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011170,2,0,5,17
1,1,1,1,1,1,0.0181125079406602,1,1,1,1,1,1,0.593381144533303,NA,1,0.00353354152494267,NA,NA,1,1,1,0.273992249028522,1,1,hits_per_22_species,OG0011172,1,1,6,16
1,1,1,1,1,0.00140555941012588,0.0291530481542316,1,1,1,1,1,1,NA,1,1,NA,1.82076576038526e-14,1,1,1,0.239509236480974,NA,1,1,hits_per_22_species,OG0011173,0,3,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,0.245365580477257,hits_per_22_species,OG0011177,0,0,6,16
1,1,1,1,1,NA,1,1.37012623468991e-12,8.53164205949497e-09,1,1,1,1,NA,1,1,NA,1,1,1,1,1,0.211971264611909,1,1,hits_per_22_species,OG0011178,1,1,7,15
1,0.812771584261158,1,1,1,1,1,1,1,NA,0.0370679119706523,0.56621011626293,1,1,1,1,NA,1,NA,1,0.44263369477328,1,1,1,1,hits_per_22_species,OG0011179,1,0,6,16
1,0.272164677952586,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,0.093934118698219,1,1,hits_per_22_species,OG0011182,0,0,7,15
1,1,1,1,1,0.00166495923993359,1,1,0.0320234060358779,1,NA,1,1,NA,1,1,1,6.49656051177061e-10,NA,1,1,1,1,1,1,hits_per_22_species,OG0011186,0,3,6,16
1,1,1,1,1,1,0.0162516574467482,5.54465336529142e-05,NA,1,1,1,1,NA,2.91894419879313e-05,0.140917958824783,NA,8.64863736182997e-14,1,1,1,1,1,1,1,hits_per_22_species,OG0011187,2,2,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,0.342274659557673,1,1,1,1,1,NA,1,hits_per_22_species,OG0011189,0,0,7,15
1,1,1,1,1,1,1,1.11342102204759e-10,1,1,1,1,1,NA,0.0025358117560792,1,1,NA,NA,0.0781752099850166,1,1,1,1,1,hits_per_22_species,OG0011195,2,0,7,15
0.0215799891816354,1,1,1,NA,1,1,0.43171100483678,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011196,0,1,7,15
1,1,1,1,1,0.864034402498014,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011197,0,0,7,15
1,1,5.49054712806196e-07,1,1,1,1,1,1,1,1,1,1,NA,6.17223661070199e-10,1,NA,1,NA,1,1,1,0.000790879456867344,1,1,hits_per_22_species,OG0011204,2,1,6,16
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,0,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011206,1,0,8,14
1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011207,0,0,7,15
1,NA,1,1,1,1,1,1,1,1,0.104528463332343,1,1,1,1,1,1,NA,NA,1,1,0.191708296413733,1,1,1,hits_per_22_species,OG0011214,0,0,6,16
0.632232270716713,0.28258710648202,1,1,1,1,0.0192480735755295,1,1,0.000892200957771871,0.802802819081747,0.0178608975600785,0.000259093097297769,NA,1,1,1,0.000121179016486228,NA,0.258611726853938,1,NA,0.216518293727493,0.700880335258064,0.368506413189842,hits_per_22_species,OG0011215,0,5,6,16
1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,2.24543751684014e-05,1,1,0.0999770538157285,1,1,hits_per_22_species,OG0011218,0,1,7,15
1,NA,1,1,1,NA,0.0307414741975771,1,1,1,NA,1,1,1,1,1,1,0.000362551085178908,1,1,1,1,1,1,1,hits_per_22_species,OG0011219,0,2,6,16
1,1,1,1,1,1,1,0.0359482260201898,1,1,1,0.539678127173021,6.92471018960417e-05,NA,1,0.0139230956225944,1,NA,NA,1,0.551065390668533,1,1,1,1,hits_per_22_species,OG0011220,1,2,7,15
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1.86514692579465e-11,1,1,1,hits_per_22_species,OG0011221,1,0,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,0.413485585717986,1,0,1,1,1,hits_per_22_species,OG0011228,1,0,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,6.66133814775094e-15,0,1,1,hits_per_22_species,OG0011230,1,1,7,15
0.762701564301636,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1.39929127657146e-06,1,1,hits_per_22_species,OG0011231,0,1,6,16
1,1,1,1,1,1,1,1,1,1,0.260341245988557,1,1,NA,0.00272496998213745,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011233,1,0,6,16
1,1,1,1,1,1,0.499727792611394,1,1,1,0.026105104977352,1,1,NA,1,1,NA,1,NA,1,1,1,1,0.251989039025654,1,hits_per_22_species,OG0011234,1,0,6,16
0.118020045356908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,0.012249151063918,1,NA,1,1,1,hits_per_22_species,OG0011239,0,1,6,16
1,1,1,1,1,2.68137345660335e-09,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,0.110701624127106,1,3.5016096688878e-08,1,1,1,hits_per_22_species,OG0011243,1,1,6,16
1,1,1,1,1,1,1,1,1,1,0.352866400409185,1,1,NA,0.0530741750525077,1,NA,1,NA,1,1,4.78581100792352e-05,1,1,1,hits_per_22_species,OG0011249,1,0,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,5.77095918274928e-07,NA,1,1,1,1,1,1,hits_per_22_species,OG0011255,0,1,6,16
1,NA,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,0,1,1,hits_per_22_species,OG0011261,0,1,7,15
0.594900453268834,1,1,1,1,1,1,1,0.205262328378852,1,1,1,0.719834137871048,NA,1,1,NA,1,NA,1,1,0.143343969297458,1,1,0.139989543872848,hits_per_22_species,OG0011262,0,0,6,16
1,1,1,1,1,1,1,1,0,1,1,1,1,NA,0.153579548598727,1,NA,1,NA,1,0.480817651675711,1,1,1,1,hits_per_22_species,OG0011270,0,1,6,16
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,0.0420459104214134,0.000497756606470112,1,1,1,hits_per_22_species,OG0011273,1,1,6,16
NA,0.288993743693946,1,1,1,0.0206254200267717,0.17119098947119,1,1,0.0880239105252335,1,0.182261670136461,1,NA,1,1,1,NA,1,1,1,6.47771558615062e-10,1,1,1,hits_per_22_species,OG0011281,1,1,8,14
1,1,1,1,1,1,1,1,0.000534306006126584,1,1,1,1,NA,1,1,NA,1,NA,1,1,0.14596299185379,0.274980003030026,1,1,hits_per_22_species,OG0011284,0,1,6,16
1,1,1,1,1,1,1,1,1,1,2.27480895003129e-05,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,0.022534000884351,hits_per_22_species,OG0011287,1,1,7,15
0.310837809598686,1,1,1,1,NA,0.137835067538832,1,1,1,1,1,1,NA,9.53742739395746e-07,1,NA,0.408759012977529,1,1,1,1,1,1,0.856955281433128,hits_per_22_species,OG0011293,1,0,7,15
1,NA,1,1,1,0.110757736668777,0.00460143822741649,0.000510377275887874,0.766973363042593,0.00703659453956701,0.42447240445982,0.207342640926827,0.00616433980433895,1,0.114673296388789,1,1,0.0371533115471536,NA,0.347786980255093,2.34148200828343e-10,0.00198174100840043,0.379715697642553,NA,0.237514456024923,hits_per_22_species,OG0011295,2,5,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,0,1,1,1,hits_per_22_species,OG0011298,1,0,7,15
1,1,1,1,1,1,0.0708049380245135,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,hits_per_22_species,OG0011299,0,0,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011305,0,0,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,0.00259074083625532,NA,1,1,1,2.50544959173871e-05,1,1,hits_per_22_species,OG0011310,0,2,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.178771137452167,0.751507475838914,NA,1,1,1,1,0.256911011896321,1,NA,1,hits_per_22_species,OG0011314,0,0,7,15
1,1,NA,0.431107840698553,0.00120042549298788,1,1,1,0.749698908494236,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,0.426843268595037,hits_per_22_species,OG0011315,0,1,6,16
1,1,1,1,1,0.794588526025212,1,1,1,1,1,1,0.786599024699971,NA,1,1,NA,1,NA,4.62028628689381e-07,1,1,1,1,0.614926049046766,hits_per_22_species,OG0011326,0,1,6,16
1,1,1,1,1,0.00367327071480572,1,2.09414240504025e-06,1,NA,NA,1,1,1,1,NA,1,1,1,0.798714892090789,1,1,1,0.0406033409813754,0.0142643543782508,hits_per_22_species,OG0011330,1,3,7,15
1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011335,0,0,5,17
1,NA,0.0158007460852493,1,1,1,0.000252760115986295,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0.256081762742484,0.733017134153933,0.000661519345589667,1,0.154949826786389,hits_per_22_species,OG0011337,1,2,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4.09672296086683e-14,1,NA,1,NA,1,1,1,9.64290158833592e-08,1,1,hits_per_22_species,OG0011341,1,1,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011342,0,0,7,15
1,NA,1,1,3.78342983609059e-08,NA,1,1,1,1,1,1,1,1,1,1,1,1,2.19341611540358e-08,0.221197804198364,NA,1,0,1,1,hits_per_22_species,OG0011345,1,2,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.520411953554476,1,NA,NA,1,1,1,NA,1,1,hits_per_22_species,OG0011347,0,0,7,15
1,1,1,1,0.765759617226249,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,0.473398178509264,1,1,hits_per_22_species,OG0011348,0,0,6,16
1,1,1,1,NA,1,0.526274243808884,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,hits_per_22_species,OG0011349,0,0,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011350,0,0,6,16
1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011351,0,0,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,2.69062327973302e-09,1,3.93740595683312e-13,1,1,hits_per_22_species,OG0011352,0,2,7,15
1,0.138098998425214,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,0.690397848461446,1,0,1,1,hits_per_22_species,OG0011355,0,1,7,15
1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0.0537674335703421,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011356,0,0,6,16
1,1,2.27595720048157e-15,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011357,1,0,6,16
1,1,1,1,1,1,1,1,3.71298011190846e-05,1,1,1,1,NA,1,1,1,NA,NA,1,0.878354544986008,1,0.0133291431807359,1,0.713754409038246,hits_per_22_species,OG0011359,0,2,7,15
1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,0.0297463206009318,5.46853727301233e-08,1,1,hits_per_22_species,OG0011362,1,1,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011365,0,0,7,15
1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,0.191015553796428,1,1,1,1,1,1,1,hits_per_22_species,OG0011367,0,0,8,14
1,0.0195398493116523,1,1,1,1,1,1,1,1,1,1,0.337589187295988,1,1,1,NA,1,NA,NA,1,1,1,0.193585693546315,1,hits_per_22_species,OG0011370,1,0,6,16
1,1,1,1,1,1,0.193729203788672,1,1,4.66195604342801e-07,0.00280914263855259,1,1,NA,1,1,NA,1,NA,0.476626268995076,1,1,1,1,1,hits_per_22_species,OG0011371,1,1,6,16
1,0.051943756672626,1,1,1,1,1,1,0.924890764387107,0.973390233261796,1,1,1,NA,0.297413389288246,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011379,0,0,7,15
1,1,0.00461024726491788,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,6.69360963156951e-07,NA,1,1,1,1,1,1,hits_per_22_species,OG0011382,1,1,6,16
1,1,1,1,1,1,0.27957614241904,0.744689679488253,1,1,1,0.748558425013902,1,NA,1,1,NA,NA,1,1,1,1,2.2042645486664e-10,1,1,hits_per_22_species,OG0011383,0,1,7,15
1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011386,0,0,6,16
1,1,1,1,2.27595720048157e-15,0.0932140443520288,NA,1,1,1,0.0505910536057903,1,1,1,1,1,NA,1,NA,1,0.111771114231257,1,0,1,1,hits_per_22_species,OG0011388,0,2,6,16
0.104428648134625,1,1,1,1,0.904448282228258,1,1,1,1,6.67065282491386e-05,1,1,NA,0,1,1,NA,NA,1,1,1,0,1,1,hits_per_22_species,OG0011389,2,1,7,15
1,1,1,1,1,1,0.150774110116539,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,0.47461781336097,0.00109709990252671,1,1,hits_per_22_species,OG0011393,0,1,6,16
1,1,1,1,1,1,1,0.000656548049468075,0.000835514882568944,1,1,1,1,NA,1,1,NA,1,NA,1,0.00223141980801378,1,1,1,1,hits_per_22_species,OG0011394,1,2,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,0.292041773336892,hits_per_22_species,OG0011396,0,0,7,15
1,0.0960977207959607,1,1,1,1,1,1,1,1,1,1,1,NA,2.73114864057789e-14,1,NA,1,NA,1,1,0.838718853367018,0.0560990626765756,1,1,hits_per_22_species,OG0011398,1,0,6,16
1,0.171161427224868,NA,1,1,1,1,6.18828632781288e-08,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011403,1,0,6,16
0.00384490230727064,1,1,1,1,1,1,0.063755784560333,0.580421144887909,1,0.405155493800027,1,NA,1,0.55657943818216,1,NA,1,NA,0.00893538163262658,1,1,1,1,0.0738057686925315,hits_per_22_species,OG0011407,0,2,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011408,0,0,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,0.279567879624252,1,1,1,1,1,hits_per_22_species,OG0011409,0,0,6,16
1,1,1,1,1,1,1,1,1,1,1,0.642002559619761,1,NA,1,1,NA,NA,0.155496278549028,1,1,1,1,1,1,hits_per_22_species,OG0011411,0,0,7,15
1,1,2.550869205864e-07,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011417,1,0,6,16
1,0.0793965753330474,1,1,1,1,1,5.86817601178069e-08,1,1,1,1,1,1,1,1,NA,NA,0.0193290903268238,1,1,1,NA,1,1,hits_per_22_species,OG0011421,2,0,7,15
1,1,1,1,1,1,0.19974215848273,1,1,0.000128835659445325,1,1,1,NA,1,0.000870408563079406,NA,NA,1,1,1,6.38997951561415e-05,0.130862671828839,1,1,hits_per_22_species,OG0011423,1,2,7,15
1,1,1,1,1,0.0284825860843108,1,1,1,1,1,1,0.000564814093062527,NA,1,1,NA,0.978270905993711,NA,1,1,1,1.59805175959926e-05,1,1,hits_per_22_species,OG0011425,0,3,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.580347882071764,1,NA,1,NA,1,1,1,NA,1,1,hits_per_22_species,OG0011443,0,0,6,16
0.0911530945674718,1,1,1,1,1,1,1,1,1,NA,1,0.0119703335168555,1,1.25484485614669e-05,1,NA,1,NA,1,1,1,1,1,0.0396467036125664,hits_per_22_species,OG0011444,1,2,5,17
1,1,1,1,1,1,0.114479209492597,0.433404181780426,1,0.11390303609044,1,1,1,NA,0.132039494898202,1,NA,1,NA,1,0.367291795905752,6.63762017405478e-07,0.679040799965479,0.164594066767619,1,hits_per_22_species,OG0011447,1,0,6,16
1,1,1,0.000286549952966564,1,1,0.154357037585259,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,0.67761575319028,1,1,hits_per_22_species,OG0011451,0,1,7,15
1,1,1,1,1,1,0.474053191278024,1.73904273759184e-08,1,1,1,3.48476391787145e-05,1,NA,1,1,NA,NA,4.057759913495e-05,1,1,1,1,1,1,hits_per_22_species,OG0011452,2,1,7,15
1,1,1,1,0.00152551119167565,1,1,0.00123092816170772,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011458,1,1,6,16
1,1,1,1,1,2.27595720048157e-15,1,1,1,1,0.158736591265251,1,1,NA,0.0953823218069582,1,NA,0.312013694497971,NA,1,1,1.75260567170099e-06,1,1,1,hits_per_22_species,OG0011459,1,1,6,16
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011463,1,0,6,16
1,1,1,1,1,1,1,1,1,1,NA,1,1,0.0010420227653532,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011466,0,1,5,17
0.95185557728217,1,1,1,NA,1,1,1,0.0428824420223998,0.905444894338693,1,1,1,0.0966390339455612,1,1,1,NA,NA,2.35624010902491e-05,1,1,1,1,1,hits_per_22_species,OG0011467,0,2,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,hits_per_22_species,OG0011468,0,0,7,15
0.106577490521694,1,1,1,1,1,1,1,1,1,1.89036876485638e-07,1,1,0.214778400949688,1,1,NA,NA,1,NA,1,1,1,1,1,hits_per_22_species,OG0011472,1,0,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011474,0,0,7,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011477,0,0,6,16
1,1,1,1,1,1,0.534604083176859,1,1,1,NA,0.0216918119287799,1,1,1,NA,1,1,1,1,1,1,NA,1,1,hits_per_22_species,OG0011482,0,1,7,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,hits_per_22_species,OG0011485,0,0,7,15
1,1,1,1,1,0.58019668679732,1,1,1,1,NA,1,1,NA,1,1,1,NA,0,0.63663292107219,1,1.47653235238465e-05,1,1,1,hits_per_22_species,OG0011489,2,0,7,15
1,1,1.41847211754254e-09,1,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,hits_per_22_species,OG0011492,1,0,7,15
1,1,1,1,0.0977787597664601,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,0.0090074015769015,1,hits_per_22_species,OG0011493,0,1,6,16
0.360869298236123,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,2.50355292052973e-13,NA,1,1,1,1,1,0.0223099118351742,hits_per_22_species,OG0011494,0,2,6,16
1,1,1,1,1,1,0.139123642948587,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011498,0,0,6,16
1,1,1,1,1,1,1,1,0.00245635751798712,0.0659224046427023,1,1,1,NA,0.403438508156361,1,NA,0.000134943456588932,NA,0.00301031884637637,1,1,1,1,1,hits_per_22_species,OG0011503,0,3,6,16
0.892424399974546,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,0.477014004013015,1,1,1,0.148541092802887,1,hits_per_22_species,OG0011505,0,0,7,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.445790485195106,1,1,NA,NA,0.996918572148194,1,0.000626787326256373,0.418613195970776,1,1,hits_per_22_species,OG0011511,1,0,6,16
1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011514,0,0,6,16
1,0.620789823666407,NA,1,1,1,1,4.55191440096314e-15,1,1,0.317210024614469,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011517,1,0,5,17
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,hits_per_22_species,OG0011518,0,0,8,14
NA,1,1,1,1,1,0.0512389596764838,1,1,1,NA,1,1,1,0.218736150512589,1,1,1,1,1,1,1,1,NA,1,hits_per_22_species,OG0011523,0,0,7,15
NA,1,1,1,1,1,1,1,1,0.520316550759627,1,NA,1,1,1.83880704551775e-08,1,1,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011532,1,0,7,15
NA,1,1,1,1,1,1,1,1,0.499092642970944,NA,1,1,0.283714527281168,3.55049323275125e-13,1,NA,1,1,1,1,1,1,0.590921457246692,1,hits_per_22_species,OG0011537,1,0,6,16
NA,1,1,1,1,0.0277541809983539,0.315964333234654,1,1,1,0.378254187019054,1,1,0.776405275924122,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_22_species,OG0011542,0,1,6,16
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,0.805274249488975,1,0.60741638282152,1,hits_per_22_species,OG0011545,0,0,6,16
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,hits_per_22_species,OG0011557,0,0,7,15
NA,0.372027722147271,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,0.938249082062649,1,1,0.340972920523779,1,1,hits_per_22_species,OG0011579,0,0,7,15
1,NA,1,1,1,1,0.0588657682039684,1,1,0.00235169340084596,1,1,1,NA,1,1,1,NA,1,1,1,0.584024783916107,1,0.703205136696869,0.31707386720304,hits_per_22_species,OG0011658,0,1,7,15
