OG_ID,gene_symbol.x,analysis_absrel,gene_symbol.y,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0008642,NA,NA,NA,NA,NA,NA,C20orf24,relaxed,NA,NA,NA,C20orf24
OG0008644,NA,NA,NA,NA,NA,NA,NCOA6,relaxed,NA,NA,NA,NCOA6
OG0008646,NA,NA,TMEM18,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM18
OG0008649,NA,NA,NA,NA,NA,NA,CASZ1,relaxed,NA,NA,NA,CASZ1
OG0008650,NA,NA,NA,NA,paml_selected,NA,LZIC,relaxed,NA,NA,NA,LZIC
OG0008652,NA,NA,SIKE1,intensified,NA,NA,NA,NA,NA,NA,NA,SIKE1
OG0008653,NA,NA,ZBTB17,intensified,paml_selected,NA,NA,NA,NA,ZBTB17,pigmentation,ZBTB17
OG0008656,NA,NA,NA,NA,NA,NA,KLHL17,relaxed,NA,NA,NA,KLHL17
OG0008661,NA,NA,LRRC23,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC23
OG0008662,NA,NA,TAF13,intensified,NA,NA,NA,NA,NA,NA,NA,TAF13
OG0008666,NA,NA,NA,NA,paml_selected,NA,TM9SF4,relaxed,NA,NA,NA,TM9SF4
OG0008667,NA,NA,NA,NA,NA,NA,SNX21,relaxed,NA,NA,NA,SNX21
OG0008670,NA,NA,NA,NA,NA,NA,ZNF512B,relaxed,NA,NA,NA,ZNF512B
OG0008673,NA,NA,NA,NA,NA,NA,PDYN,relaxed,NA,NA,NA,PDYN
OG0008676,NA,NA,NA,NA,NA,NA,MUL1,relaxed,NA,NA,NA,MUL1
OG0008679,NA,NA,SDF4,intensified,NA,NA,NA,NA,NA,SDF4,pigmentation,SDF4
OG0008680,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SENP1
OG0008682,NA,NA,PKIG,intensified,NA,NA,NA,NA,NA,NA,NA,PKIG
OG0008684,NA,NA,NA,NA,NA,NA,ZNF217,relaxed,NA,NA,NA,ZNF217
OG0008687,NA,NA,NA,NA,paml_selected,NA,CS,relaxed,NA,NA,NA,CS
OG0008692,NA,NA,NA,NA,NA,NA,STRADB,relaxed,NA,NA,NA,STRADB
OG0008693,NA,NA,UAP1,intensified,NA,NA,NA,NA,NA,NA,NA,UAP1
OG0008695,NA,NA,EDEM1,intensified,NA,NA,NA,NA,NA,NA,NA,EDEM1
OG0008700,NA,NA,NA,NA,paml_selected,NA,DCTN2,relaxed,NA,DCTN2,pigmentation,DCTN2
OG0008703,NA,NA,NA,NA,paml_selected,NA,CCDC65,relaxed,NA,NA,NA,CCDC65
OG0008707,NA,NA,NA,NA,NA,NA,PATZ1,relaxed,NA,NA,NA,PATZ1
OG0008710,NA,NA,NA,NA,paml_selected,NA,TBC1D23,relaxed,NA,NA,NA,TBC1D23
OG0008711,NA,NA,NA,NA,paml_selected,NA,MFI2,relaxed,NA,NA,NA,MFI2
OG0008715,NA,NA,NA,NA,NA,NA,ASUN,relaxed,NA,NA,NA,ASUN
OG0008717,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYRFL
OG0008721,NA,NA,DUSP16,intensified,NA,NA,NA,NA,NA,NA,NA,DUSP16
OG0008722,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EPS8
OG0008723,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RPAP3
OG0008726,NA,NA,NA,NA,NA,NA,SCYL2,relaxed,NA,NA,NA,SCYL2
OG0008731,NA,NA,NA,NA,NA,NA,PHF21B,relaxed,NA,NA,NA,PHF21B
OG0008732,NA,NA,NA,NA,paml_selected,NA,TERF2,relaxed,NA,TERF2,pigmentation,TERF2
OG0008734,NA,NA,NTF3,intensified,NA,NA,NA,NA,NA,NA,NA,NTF3
OG0008735,NA,NA,NA,NA,NA,NA,TMEM209,relaxed,NA,NA,NA,TMEM209
OG0008736,TFEC,selected,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TFEC
OG0008741,NA,NA,BRAF,intensified,NA,NA,NA,NA,NA,BRAF,pigmentation,BRAF
OG0008743,NA,NA,NA,NA,NA,NA,DMTF1,relaxed,NA,NA,NA,DMTF1
OG0008748,NA,NA,HCFC2,intensified,NA,NA,NA,NA,NA,NA,NA,HCFC2
OG0008751,NA,NA,NA,NA,NA,NA,CDC123,relaxed,NA,NA,NA,CDC123
OG0008752,NA,NA,NA,NA,paml_selected,NA,OPTN,relaxed,NA,OPTN,pigmentation,OPTN
OG0008755,NA,NA,IGF1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,IGF1
OG0008756,NA,NA,NA,NA,NA,NA,NDUFB2,relaxed,NA,NA,NA,NDUFB2
OG0008762,NA,NA,NA,NA,paml_selected,NA,SUCLA2,relaxed,NA,NA,NA,SUCLA2
OG0008767,NA,NA,NA,NA,paml_selected,NA,STX8,relaxed,NA,NA,NA,STX8
OG0008770,NA,NA,TTC26,intensified,NA,NA,NA,NA,NA,NA,NA,TTC26
OG0008772,NA,NA,NA,NA,NA,NA,HAX1,relaxed,NA,NA,NA,HAX1
OG0008774,NA,NA,NA,NA,NA,NA,FAM91A1,relaxed,NA,NA,NA,FAM91A1
OG0008777,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SRD5A1
OG0008784,NA,NA,MGP,intensified,paml_selected,NA,NA,NA,NA,NA,NA,MGP
OG0008787,NA,NA,CCDC146,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC146
OG0008790,NA,NA,NA,NA,NA,NA,GNPTAB,relaxed,NA,GNPTAB,pigmentation,GNPTAB
OG0008792,NA,NA,NA,NA,paml_selected,NA,ARID2,relaxed,NA,NA,NA,ARID2
OG0008796,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PEAK1
OG0008797,NA,NA,NA,NA,NA,NA,HMGXB3,relaxed,NA,NA,NA,HMGXB3
OG0008805,NA,NA,NA,NA,NA,NA,MPHOSPH6,relaxed,NA,NA,NA,MPHOSPH6
OG0008806,NA,NA,CIB1,intensified,NA,NA,NA,NA,NA,NA,NA,CIB1
OG0008808,NA,NA,NA,NA,NA,NA,TBC1D2B,relaxed,NA,NA,NA,TBC1D2B
OG0008810,NA,NA,NA,NA,NA,NA,COPS2,relaxed,NA,NA,NA,COPS2
OG0008813,NA,NA,LRRC10,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC10
OG0008814,NA,NA,NA,NA,NA,NA,API5,relaxed,NA,NA,NA,API5
OG0008815,NA,NA,RFWD3,intensified,NA,NA,NA,NA,NA,NA,NA,RFWD3
OG0008820,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYRF
OG0008827,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SH3BP2
OG0008829,NA,NA,NA,NA,paml_selected,NA,CNTFR,relaxed,NA,NA,NA,CNTFR
OG0008831,NA,NA,LYRM7,intensified,NA,NA,NA,NA,NA,NA,NA,LYRM7
OG0008834,NA,NA,NA,NA,NA,NA,PROSER1,relaxed,NA,NA,NA,PROSER1
OG0008840,NA,NA,ZCCHC9,intensified,NA,NA,NA,NA,NA,NA,NA,ZCCHC9
OG0008851,NA,NA,NA,NA,paml_selected,NA,USP25,relaxed,NA,NA,NA,USP25
OG0008854,NA,NA,NA,NA,NA,NA,ASH2L,relaxed,NA,NA,NA,ASH2L
OG0008855,NA,NA,EXOC2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,EXOC2
OG0008856,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCYL3
OG0008860,NA,NA,RNF8,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RNF8
OG0008863,NA,NA,NA,NA,NA,NA,PBDC1,relaxed,NA,NA,NA,PBDC1
OG0008865,NA,NA,TCTN1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TCTN1
OG0008868,NA,NA,RNF208,intensified,NA,NA,NA,NA,NA,NA,NA,RNF208
OG0008869,NA,NA,NA,NA,NA,NA,PIGO,relaxed,NA,NA,NA,PIGO
OG0008874,NA,NA,NA,NA,NA,NA,CDC37L1,relaxed,NA,NA,NA,CDC37L1
OG0008879,NA,NA,NA,NA,NA,NA,COPB1,relaxed,NA,COPB1,pigmentation,COPB1
OG0008880,NA,NA,NA,NA,NA,NA,TMEM9B,relaxed,NA,NA,NA,TMEM9B
OG0008883,NA,NA,NA,NA,NA,NA,EXT2,relaxed,NA,NA,NA,EXT2
OG0008884,NA,NA,NA,NA,paml_selected,NA,KARS,relaxed,NA,NA,NA,KARS
OG0008886,NA,NA,NA,NA,NA,NA,SENP8,relaxed,NA,NA,NA,SENP8
OG0008888,NA,NA,NA,NA,NA,NA,VAT1L,relaxed,NA,NA,NA,VAT1L
OG0008889,NA,NA,NA,NA,NA,NA,NADSYN1,relaxed,NA,NA,NA,NADSYN1
OG0008891,NA,NA,ASPSCR1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,ASPSCR1
OG0008892,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TBCE
OG0008897,NA,NA,TMC3,intensified,NA,NA,NA,NA,NA,NA,NA,TMC3
OG0008900,NA,NA,NA,NA,NA,NA,FAM32A,relaxed,NA,NA,NA,FAM32A
OG0008902,NA,NA,NA,NA,NA,NA,LONP1,relaxed,NA,NA,NA,LONP1
OG0008908,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PIAS4
OG0008910,NA,NA,LSM4,intensified,NA,NA,NA,NA,NA,NA,NA,LSM4
OG0008911,NA,NA,TMEM38A,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM38A
OG0008912,NA,NA,BABAM1,intensified,NA,NA,NA,NA,NA,NA,NA,BABAM1
OG0008915,NA,NA,NA,NA,NA,NA,TBR1,relaxed,NA,NA,NA,TBR1
OG0008918,NA,NA,NA,NA,NA,NA,TMEM59L,relaxed,NA,NA,NA,TMEM59L
OG0008920,NA,NA,NA,NA,NA,NA,UQCC1,relaxed,NA,NA,NA,UQCC1
OG0008922,NA,NA,DTD1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DTD1
OG0008926,NA,NA,NA,NA,NA,NA,SYNE3,relaxed,NA,NA,NA,SYNE3
OG0008927,NA,NA,NA,NA,NA,NA,STYX,relaxed,NA,NA,NA,STYX
OG0008929,NA,NA,KIAA0391,intensified,NA,NA,NA,NA,NA,NA,NA,KIAA0391
OG0008931,NA,NA,FBXO33,intensified,NA,NA,NA,NA,NA,NA,NA,FBXO33
OG0008933,NA,NA,NA,NA,NA,NA,WARS,relaxed,NA,NA,NA,WARS
OG0008935,NA,NA,NA,NA,NA,NA,ZFYVE19,relaxed,NA,NA,NA,ZFYVE19
OG0008943,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,PLK4,pigmentation,PLK4
OG0008945,NA,NA,MSH4,intensified,NA,NA,NA,NA,NA,NA,NA,MSH4
OG0008950,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EXD2
OG0008956,NA,NA,NA,NA,NA,NA,CENPO,relaxed,NA,NA,NA,CENPO
OG0008957,NA,NA,NA,NA,NA,NA,FERMT2,relaxed,NA,NA,NA,FERMT2
OG0008958,NA,NA,NA,NA,NA,NA,TTC8,relaxed,NA,TTC8,pigmentation,TTC8
OG0008960,LRRC74A,selected,NA,NA,NA,NA,LRRC74A,relaxed,NA,NA,NA,LRRC74A
OG0008964,NA,NA,PLEKHD1,intensified,NA,NA,NA,NA,NA,NA,NA,PLEKHD1
OG0008965,NA,NA,NA,NA,NA,NA,ID3,relaxed,NA,NA,NA,ID3
OG0008968,NA,NA,GRHL3,intensified,NA,NA,NA,NA,NA,NA,NA,GRHL3
OG0008971,NA,NA,THUMPD2,intensified,NA,NA,NA,NA,NA,NA,NA,THUMPD2
OG0008974,NA,NA,NA,NA,NA,NA,RAB3GAP2,relaxed,NA,NA,NA,RAB3GAP2
OG0008975,NA,NA,NA,NA,NA,NA,FGFBP3,relaxed,NA,NA,NA,FGFBP3
OG0008982,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLR2A
OG0008984,NA,NA,NA,NA,NA,NA,ARMC4,relaxed,NA,NA,NA,ARMC4
OG0008987,NA,NA,NA,NA,paml_selected,NA,ANAPC16,relaxed,NA,NA,NA,ANAPC16
OG0008990,NA,NA,NA,NA,paml_selected,NA,ENTHD2,relaxed,NA,NA,NA,ENTHD2
OG0008991,NA,NA,ENTPD1,intensified,NA,NA,NA,NA,NA,NA,NA,ENTPD1
OG0008992,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AFAP1L2
OG0008994,NA,NA,NA,NA,NA,NA,SRCAP,relaxed,NA,NA,NA,SRCAP
OG0008995,NA,NA,XRCC6,intensified,paml_selected,NA,NA,NA,NA,NA,NA,XRCC6
OG0008997,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LCMT1
OG0008998,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MEIOB
OG0009002,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYOCD
OG0009005,NA,NA,SLC35G1,intensified,NA,NA,NA,NA,NA,NA,NA,SLC35G1
OG0009006,NA,NA,NA,NA,NA,NA,TMEM101,relaxed,NA,NA,NA,TMEM101
OG0009008,NA,NA,NA,NA,NA,NA,SYTL4,relaxed,NA,NA,NA,SYTL4
OG0009009,NA,NA,NA,NA,NA,NA,CENPI,relaxed,NA,NA,NA,CENPI
OG0009010,NA,NA,NA,NA,NA,NA,BCORL1,relaxed,NA,NA,NA,BCORL1
OG0009011,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TNMD
OG0009013,NA,NA,NA,NA,NA,NA,VAMP7,relaxed,NA,VAMP7,pigmentation,VAMP7
OG0009014,NA,NA,NA,NA,NA,NA,IMMT,relaxed,NA,NA,NA,IMMT
OG0009015,NA,NA,MXD3,intensified,NA,NA,NA,NA,NA,NA,NA,MXD3
OG0009017,NA,NA,ZFC3H1,intensified,NA,NA,NA,NA,NA,NA,NA,ZFC3H1
OG0009018,NA,NA,NA,NA,NA,NA,ADAT1,relaxed,NA,NA,NA,ADAT1
OG0009020,NA,NA,NA,NA,NA,NA,CHRD,relaxed,NA,NA,NA,CHRD
OG0009023,NA,NA,SIK3,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SIK3
OG0009024,NA,NA,GUCY1A2,intensified,NA,NA,NA,NA,NA,NA,NA,GUCY1A2
OG0009028,NA,NA,NA,NA,NA,NA,POU2AF1,relaxed,NA,NA,NA,POU2AF1
OG0009029,NA,NA,NA,NA,NA,NA,ACAD8,relaxed,NA,NA,NA,ACAD8
OG0009031,NA,NA,TIMM50,intensified,NA,NA,NA,NA,NA,NA,NA,TIMM50
OG0009032,NA,NA,NA,NA,NA,NA,UBE4A,relaxed,NA,NA,NA,UBE4A
OG0009033,NA,NA,NA,NA,NA,NA,NLRX1,relaxed,NA,NA,NA,NLRX1
OG0009036,NA,NA,NA,NA,NA,NA,APPBP2,relaxed,NA,NA,NA,APPBP2
OG0009037,NA,NA,DPH1,intensified,NA,NA,NA,NA,NA,NA,NA,DPH1
OG0009038,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA0753
OG0009044,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC46A1
OG0009047,NA,NA,NA,NA,NA,NA,LIN37,relaxed,NA,NA,NA,LIN37
OG0009048,NA,NA,NA,NA,NA,NA,BRCA2,relaxed,NA,BRCA2,pigmentation,BRCA2
OG0009053,NA,NA,NA,NA,NA,NA,HIBCH,relaxed,NA,NA,NA,HIBCH
OG0009054,NA,NA,KANSL1L,intensified,NA,NA,NA,NA,NA,NA,NA,KANSL1L
OG0009055,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC141
OG0009057,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC39A10
OG0009058,NA,NA,NA,NA,NA,NA,NDUFA10,relaxed,NA,NA,NA,NDUFA10
OG0009059,NA,NA,NA,NA,NA,NA,UBXN4,relaxed,NA,UBXN4,pigmentation,UBXN4
OG0009061,NA,NA,NA,NA,NA,NA,GPR89B,relaxed,NA,NA,NA,GPR89B
OG0009063,NA,NA,GTPBP8,intensified,NA,NA,NA,NA,NA,NA,NA,GTPBP8
OG0009064,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SYTL5
OG0009065,NA,NA,NA,NA,NA,NA,TBCCD1,relaxed,NA,NA,NA,TBCCD1
OG0009067,NA,NA,NA,NA,NA,NA,DNAJC28,relaxed,NA,NA,NA,DNAJC28
OG0009068,NA,NA,NA,NA,NA,NA,ASMTL,relaxed,NA,NA,NA,ASMTL
OG0009069,NA,NA,NA,NA,NA,NA,GABPA,relaxed,NA,NA,NA,GABPA
OG0009078,NA,NA,NA,NA,paml_selected,NA,TTLL4,relaxed,NA,NA,NA,TTLL4
OG0009079,NA,NA,NA,NA,NA,NA,USP37,relaxed,NA,NA,NA,USP37
OG0009080,NA,NA,CCDC89,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC89
OG0009081,NA,NA,NA,NA,NA,NA,ZNF148,relaxed,NA,NA,NA,ZNF148
OG0009083,NA,NA,XRCC5,intensified,NA,NA,NA,NA,NA,NA,NA,XRCC5
OG0009084,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C14orf39
OG0009086,NA,NA,WDR4,intensified,paml_selected,NA,NA,NA,NA,NA,NA,WDR4
OG0009089,NA,NA,DCBLD2,intensified,NA,NA,NA,NA,NA,NA,NA,DCBLD2
OG0009091,NA,NA,NA,NA,NA,NA,TMEM30C,relaxed,NA,NA,NA,TMEM30C
OG0009092,NA,NA,NA,NA,paml_selected,NA,PIKFYVE,relaxed,NA,PIKFYVE,pigmentation,PIKFYVE
OG0009094,NA,NA,NA,NA,NA,NA,SPIDR,relaxed,NA,NA,NA,SPIDR
OG0009096,NA,NA,NA,NA,NA,NA,GBX1,relaxed,NA,NA,NA,GBX1
OG0009102,NA,NA,NA,NA,NA,NA,IRX2,relaxed,NA,IRX2,pigmentation,IRX2
OG0009107,NA,NA,TSNARE1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TSNARE1
OG0009109,NA,NA,NA,NA,NA,NA,IBTK,relaxed,NA,NA,NA,IBTK
OG0009110,NA,NA,UBE3D,intensified,paml_selected,NA,NA,NA,NA,NA,NA,UBE3D
OG0009115,NA,NA,RSPO1,intensified,NA,NA,NA,NA,NA,NA,NA,RSPO1
OG0009120,NA,NA,NA,NA,NA,NA,HACE1,relaxed,NA,NA,NA,HACE1
OG0009121,NA,NA,NA,NA,paml_selected,NA,SMPDL3B,relaxed,NA,NA,NA,SMPDL3B
OG0009123,NA,NA,NA,NA,NA,NA,BCL3,relaxed,NA,NA,NA,BCL3
OG0009124,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ANO10
OG0009128,NA,NA,NA,NA,NA,NA,LPCAT3,relaxed,NA,NA,NA,LPCAT3
OG0009129,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,POLR3C
OG0009133,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IL6R
OG0009134,NA,NA,NA,NA,NA,NA,DERL1,relaxed,NA,NA,NA,DERL1
OG0009137,NA,NA,NA,NA,NA,NA,ZFAT,relaxed,NA,NA,NA,ZFAT
OG0009138,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TBC1D31
OG0009140,NA,NA,NA,NA,NA,NA,TADA2B,relaxed,NA,NA,NA,TADA2B
OG0009141,NA,NA,SORCS2,intensified,NA,NA,NA,NA,NA,NA,NA,SORCS2
OG0009142,NA,NA,INTU,intensified,NA,NA,NA,NA,NA,NA,NA,INTU
OG0009144,NA,NA,VAX2,intensified,NA,NA,NA,NA,NA,NA,NA,VAX2
OG0009146,NA,NA,POLN,intensified,NA,NA,NA,NA,NA,NA,NA,POLN
OG0009147,NA,NA,M1AP,intensified,NA,NA,NA,NA,NA,NA,NA,M1AP
OG0009150,NA,NA,NA,NA,NA,NA,TTC5,relaxed,NA,NA,NA,TTC5
OG0009151,NA,NA,MUS81,intensified,NA,NA,NA,NA,NA,NA,NA,MUS81
OG0009154,NA,NA,NA,NA,NA,NA,TRMT10A,relaxed,NA,NA,NA,TRMT10A
OG0009156,NA,NA,TAF6L,intensified,NA,NA,NA,NA,NA,NA,NA,TAF6L
OG0009158,NA,NA,NA,NA,NA,NA,TSEN15,relaxed,NA,NA,NA,TSEN15
OG0009159,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SEC62
OG0009163,NA,NA,C1orf123,intensified,NA,NA,NA,NA,NA,NA,NA,C1orf123
OG0009164,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC39
OG0009170,NA,NA,SMG7,intensified,NA,NA,NA,NA,NA,NA,NA,SMG7
OG0009172,NA,NA,NA,NA,NA,NA,MED6,relaxed,NA,NA,NA,MED6
OG0009176,NA,NA,NA,NA,NA,NA,RTF1,relaxed,NA,RTF1,pigmentation,RTF1
OG0009177,NA,NA,OIP5,intensified,NA,NA,NA,NA,NA,NA,NA,OIP5
OG0009180,NA,NA,NA,NA,paml_selected,NA,PSAP,relaxed,NA,NA,NA,PSAP
OG0009182,NA,NA,NA,NA,NA,NA,PDE10A,relaxed,NA,NA,NA,PDE10A
OG0009186,NA,NA,NA,NA,NA,NA,GCLC,relaxed,NA,NA,NA,GCLC
OG0009188,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATE1,pigmentation,ATE1
OG0009191,NA,NA,NA,NA,NA,NA,MGME1,relaxed,NA,NA,NA,MGME1
OG0009197,NA,NA,SRBD1,intensified,NA,NA,NA,NA,NA,NA,NA,SRBD1
OG0009199,SDCCAG8,selected,SDCCAG8,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SDCCAG8
OG0009201,NA,NA,C4orf32,intensified,NA,NA,NA,NA,NA,NA,NA,C4orf32
OG0009208,NA,NA,NA,NA,NA,NA,TTL,relaxed,NA,NA,NA,TTL
OG0009211,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DHX57
OG0009213,NA,NA,TMEM72,intensified,NA,NA,NA,NA,NA,NA,NA,TMEM72
OG0009216,NA,NA,C6orf57,intensified,NA,NA,NA,NA,NA,NA,NA,C6orf57
OG0009218,NA,NA,NA,NA,NA,NA,BAG3,relaxed,NA,NA,NA,BAG3
OG0009219,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NIN
OG0009221,NA,NA,ABCB10,intensified,NA,NA,NA,NA,NA,NA,NA,ABCB10
OG0009222,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CEP68
OG0009225,NA,NA,NA,NA,NA,NA,COG2,relaxed,NA,NA,NA,COG2
OG0009226,NA,NA,DNA2,intensified,paml_selected,NA,NA,NA,NA,NA,NA,DNA2
OG0009227,NA,NA,TSPAN15,intensified,NA,NA,NA,NA,NA,NA,NA,TSPAN15
OG0009231,NA,NA,FAM193A,intensified,NA,NA,NA,NA,NA,NA,NA,FAM193A
OG0009233,NA,NA,NA,NA,NA,NA,ELMOD2,relaxed,NA,NA,NA,ELMOD2
OG0009238,NA,NA,TK2,intensified,NA,NA,NA,NA,NA,NA,NA,TK2
OG0009240,NA,NA,NA,NA,NA,NA,ORC6,relaxed,NA,NA,NA,ORC6
OG0009241,NA,NA,NA,NA,paml_selected,NA,CNEP1R1,relaxed,NA,NA,NA,CNEP1R1
OG0009245,NA,NA,METTL15,intensified,paml_selected,NA,NA,NA,NA,NA,NA,METTL15
OG0009246,NA,NA,MNS1,intensified,NA,NA,NA,NA,NA,NA,NA,MNS1
OG0009249,NA,NA,NA,NA,NA,NA,APIP,relaxed,NA,NA,NA,APIP
OG0009250,NA,NA,NA,NA,NA,NA,TUBGCP4,relaxed,NA,NA,NA,TUBGCP4
OG0009256,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BEND4
OG0009257,NA,NA,NA,NA,NA,NA,RAB11FIP5,relaxed,NA,NA,NA,RAB11FIP5
OG0009258,NA,NA,SHISA3,intensified,NA,NA,NA,NA,NA,NA,NA,SHISA3
OG0009259,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SCYL1
OG0009260,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRPT1
OG0009261,NA,NA,NA,NA,paml_selected,NA,PPARGC1B,relaxed,NA,NA,NA,PPARGC1B
OG0009262,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC25A48
OG0009264,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TMCO6
OG0009271,NA,NA,NA,NA,NA,NA,ATP1B4,relaxed,NA,NA,NA,ATP1B4
OG0009273,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,XPNPEP2
OG0009275,NA,NA,NA,NA,NA,NA,RPL4,relaxed,NA,NA,NA,RPL4
OG0009276,NA,NA,NA,NA,NA,NA,VWA9,relaxed,NA,NA,NA,VWA9
OG0009279,NA,NA,AKIP1,intensified,NA,NA,NA,NA,NA,NA,NA,AKIP1
OG0009281,NA,NA,VPS9D1,intensified,paml_selected,NA,NA,NA,NA,NA,NA,VPS9D1
OG0009284,NA,NA,NA,NA,NA,NA,MTERF2,relaxed,NA,NA,NA,MTERF2
OG0009285,NA,NA,NA,NA,NA,NA,EEA1,relaxed,NA,NA,NA,EEA1
OG0009286,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NUP205
OG0009289,NA,NA,NA,NA,paml_selected,NA,KIFC3,relaxed,NA,NA,NA,KIFC3
OG0009291,NA,NA,NA,NA,paml_selected,NA,CLASRP,relaxed,NA,NA,NA,CLASRP
OG0009294,NA,NA,NA,NA,NA,NA,ATMIN,relaxed,NA,NA,NA,ATMIN
OG0009297,NA,NA,NA,NA,NA,NA,NOB1,relaxed,NA,NA,NA,NOB1
OG0009302,NA,NA,CCDC79,intensified,paml_selected,NA,NA,NA,NA,NA,NA,CCDC79
OG0009303,NA,NA,NA,NA,NA,NA,PDP2,relaxed,NA,NA,NA,PDP2
OG0009304,NA,NA,LAMA4,intensified,paml_selected,NA,NA,NA,NA,NA,NA,LAMA4
OG0009307,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,MED23,pigmentation,MED23
OG0009308,NA,NA,NA,NA,NA,NA,EFHC1,relaxed,NA,NA,NA,EFHC1
OG0009309,NA,NA,NA,NA,NA,NA,GPATCH2,relaxed,NA,NA,NA,GPATCH2
OG0009310,NA,NA,NA,NA,NA,NA,LRP11,relaxed,NA,NA,NA,LRP11
OG0009312,NA,NA,C8orf82,intensified,NA,NA,NA,NA,NA,NA,NA,C8orf82
OG0009316,NA,NA,NA,NA,NA,NA,OSTM1,relaxed,NA,OSTM1,pigmentation,OSTM1
OG0009325,NA,NA,NA,NA,paml_selected,NA,HEATR2,relaxed,NA,NA,NA,HEATR2
OG0009326,NA,NA,NA,NA,NA,NA,MCM7,relaxed,NA,NA,NA,MCM7
OG0009331,FBXL16,selected,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FBXL16
OG0009332,NA,NA,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,METTL22
OG0009333,NA,NA,ECI1,intensified,NA,NA,NA,NA,NA,NA,NA,ECI1
