Ammel,Ammex,Asmec,Asmes,Bubuf,Chasi,Chlan,Cocri,Darer,Ectel,Elmax,Ereur,Gamor,Geser,Hegla,Jajac,Luden,Miuni,Mymur,Nagal,Orcun,Ornil,Plwal,Prang,Ranor,Sians,Sigra,Sirhi,Soara,Thmac,Trros,Trtib,nSp,og,selectionF,selectionB,allF,allB
1,0.12228563278939,1,1,1,1,1,1,1,NA,1,1,9.52375807450334e-05,1,1,1,1,1,1,1,1,1,1,2.02810720767443e-06,1,NA,NA,NA,1,0.670237154384156,1,0.0142241246670078,hits_per_28_species,OG0009946,1,2,10,18
1,1,0.00650166133721908,1,1,1,1,1.58282736717474e-06,1,1,1,1,0.0168492016685673,1,1,NA,1,1,1,1,1,1,NA,1,0.0795246704552479,NA,4.88312397073365e-07,NA,1,1,1,1,hits_per_28_species,OG0009950,2,2,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009951,0,0,10,18
0.304021132684996,0.974454683006715,1,1,1,0.254432622358984,1,NA,1,0.00202901447090875,1,1,1,1,1,1,1,0.0349835203050666,1,1,1,0.514075627608656,1,1,1,NA,NA,NA,0.390648112676947,1,0.0304992359639017,1.19429087209188e-05,hits_per_28_species,OG0009952,2,2,9,19
1,1,1,1,1,1,1,0.0206522646856978,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,hits_per_28_species,OG0009953,1,0,9,19
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.31898961039678e-12,1,0.0220285225936119,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009954,0,2,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000292495000250748,1,1,1,1,NA,8.79685213561743e-13,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009956,2,0,10,18
1,0.628939859064173,1,1,0.616366664161817,1,1,8.03813487587623e-06,1,1.78600430794651e-06,1,1,1,1,1,1,1.45341944035593e-09,1,0.622530252484199,1,1.89900157543388e-06,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009957,2,2,10,18
1,NA,1,1,1,1,1,1.13765193803239e-05,1,1,1,1,0.0356247549910732,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,5.05449974264049e-07,1,1,1,1,1,hits_per_28_species,OG0009958,1,2,8,20
1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,0.00191338129174445,NA,1.83913992923834e-08,1,1,1,hits_per_28_species,OG0009959,0,2,9,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009961,0,0,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.89558408070223e-06,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009968,1,0,10,18
1,1,1,1,1,1,1,5.85218943860433e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,hits_per_28_species,OG0009969,1,0,10,18
0.522039340975773,1,1,1,NA,1,1,1,1,1,1,1,1,0.00334691382556995,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009970,1,0,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009971,0,0,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0609694061302721,1,1,1,1,1,NA,1,NA,1,1,NA,1,NA,1,0.00240840011703702,1,1,hits_per_28_species,OG0009972,0,1,10,18
1,1,1,1,1,1,1,1,1,1,3.521627434111e-13,0.135407756074588,1,1,3.530509218308e-14,1,1,1,1,1,7.18684102340994e-05,1,NA,8.28485250403688e-08,1,NA,NA,NA,1,1,1,0.0745569650246061,hits_per_28_species,OG0009973,2,2,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,9.18538129928148e-05,1,1,1,hits_per_28_species,OG0009976,0,1,10,18
0.050608559420055,1,1,1,0.92287103524122,1,1,1,NA,1,1,1,1,0.00651905035169503,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,hits_per_28_species,OG0009978,1,0,10,18
1,1,1,1,NA,1,1,1,0.759084186834125,1,1,0.162170489775857,1,1,0.95379155271201,1,0.0034439765156698,1,1,1,1,1,0.031250270141821,1,0.921249491963153,NA,NA,NA,7.37777660630989e-08,1,1,1,hits_per_28_species,OG0009981,1,2,10,18
1,1,1,1,1,1,1,1,1,8.49296455385229e-08,1,1,1,1,1,1,1,1,0.965723314841616,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1.02757824471667e-09,hits_per_28_species,OG0009984,0,2,10,18
1,NA,1,1,1,1,1,1,NA,0.395963390266837,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,NA,1,1,1,1,hits_per_28_species,OG0009986,1,0,10,18
0.998521485243118,1,1,1,0.0654629654149192,3.43047812378927e-12,NA,0.0433723972324397,1,0.0421993431572283,1,0.0202145113644638,0.000625887501631839,1,1,1,1,1,1,1,1,1,1,1,0.00485767122392916,NA,NA,NA,0.158251234915834,1,1,1,hits_per_28_species,OG0009989,2,4,10,18
0.277342058085727,1,1,1,1,1,1,1,1,1,1,1,0.0331111749337837,1,0.0155730027765045,1,1,1,0.0721526604385477,1,1,0.62365105599528,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009990,1,1,10,18
1,1,1,0.000711331942995885,0.840575361874318,1,1,1,1,1,0.556469715773956,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1.70641278884887e-13,hits_per_28_species,OG0009993,0,2,10,18
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0009995,0,1,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,4.39412456981203e-05,NA,NA,NA,1,1,1,0.00519992564034166,hits_per_28_species,OG0009997,0,2,10,18
1,1,1.75586551028894e-05,1,1,1,1,1,1,0.021724762684322,1,1,1,1,1,1,1.56729601519245e-09,1,1,1,1,1,NA,1,1,NA,NA,NA,1,0.578354962042376,1,2.17163464988346e-08,hits_per_28_species,OG0009999,2,2,10,18
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,8.62179772020966e-10,1,hits_per_28_species,OG0010001,1,0,10,18
1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,0.140363959612309,0.0295569955946817,1,1,1,1,1,0.234524956735385,1,1,NA,NA,1,1,1,1,hits_per_28_species,OG0010002,1,0,11,17
1,1,1,1,1,1,1,0.0610793956277051,1,0.00166501292028826,1,0.434023510655228,1,1,1,1,1,1,1,1,1,1,NA,0.191307650892548,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010004,0,1,10,18
0.133767182433466,1,1,1,0.311911307860442,1,1,1,0.835602304862961,1,1,0.128690902792659,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,3.0891955660195e-13,1,1,1,hits_per_28_species,OG0010005,0,1,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0.00688362957000943,1,1,3.24736599188746e-06,hits_per_28_species,OG0010006,0,2,10,18
1,1,1,1,1,1,1,1,1,1,1,1,0.194442567927283,0.00122856059874321,1,1,2.30580028404148e-08,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.397847620723637,hits_per_28_species,OG0010007,2,0,10,18
1,1,1,1,0.0549099236545034,1,2.57994555358243e-05,1,1,1,1,1,0.603425897389958,1,1,1,1,1,1,1,1,1,NA,0,0.0446654403376489,NA,NA,NA,1,1,8.82052209050244e-11,1,hits_per_28_species,OG0010012,2,2,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.94209101525666e-15,NA,1,1,NA,NA,NA,1,1,0.920723511553864,1,hits_per_28_species,OG0010014,0,1,10,18
1,1,1,1,1,1,1,1,1,1,0.872916302825744,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010016,0,0,10,18
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,0.139460041744413,1,1,NA,NA,1,1,1,1,hits_per_28_species,OG0010018,1,0,11,17
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.0114033113189118,1,0,NA,0.490420867740484,1,3.09237163644283e-05,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010019,4,0,10,18
1,1,1,1,0.803153930604802,1,1,2.32509804742875e-08,1,1,1,1,1,0.283818753776857,1,1,1,0.692404867572189,1,1,0.0917439177942653,1,1,1,1,NA,NA,NA,1,1,1,NA,hits_per_28_species,OG0010021,1,0,10,18
0.215930918890585,1,1,1,3.09426213540576e-06,1,1,2.07123207474069e-12,0.267416143503006,0.000713333990467857,1,0.2861520681804,0.141087930770776,1,1,1,0.661273787426122,1,1,1,1,0.00132451612450152,NA,1,1,NA,NA,NA,1,0.014623299096744,0.616751805406938,0.000862831402388742,hits_per_28_species,OG0010023,1,5,10,18
1,NA,1,1,0.0748983750827272,1,1,1,1,0.293278588908823,1,1,0.00574146472434744,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,0.0686327276620915,1,1,1,hits_per_28_species,OG0010026,0,1,10,18
1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00398009084276391,0.158471386927445,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010033,0,1,9,19
0.466312494800998,1,0.530413232808024,1,1,1,1,1,1,1,1,0.000313019627579458,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010037,0,1,10,18
1,1,1,1,1,1.75209198816084e-08,0.0105601800232222,1,1,1,1,1,0.082281848163579,1,1,1,1,1,1,1,0.00436294375593049,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010038,1,2,10,18
1,0.240536864693278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.135458257532884,1,1,NA,0.916443489945991,0.581431490292025,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010041,0,0,10,18
1,1,1,1,1,1,1,1,1,0.000429994011044155,1,1,0.000554000103120122,1,NA,1,1,1,1,1,1,0.0237813136192839,NA,1,1,NA,1,NA,1,1,1,0,hits_per_28_species,OG0010043,0,4,9,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0,hits_per_28_species,OG0010044,0,1,10,18
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.249955797863302,1,1,1,1,1,1,1,1,0.00642264225537703,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010045,1,0,10,18
1,1,1,1,1,1,1,1,1,1,1,1,0.00196516663146601,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,0.492003259551107,1,hits_per_28_species,OG0010046,0,1,10,18
1,1,1,1,1,1,1,1,1,0.813367772006254,1,1,1,1,1,1,1,1,0.00149458856509727,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010047,0,1,10,18
1,1,1,1,1,1,1,0.000370806985860395,1,1,1.3709086155167e-07,1,1,1,0.00278772916830228,0.141597650536082,1,1,1,1,0.00211177716581967,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010048,2,2,10,18
0.258280283636555,1,1,1,0.176760107447083,1,0.392745344163285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.939145723154004,NA,1,1,NA,NA,NA,0.663171287409777,1,0.880091328048491,1.37978517500414e-12,hits_per_28_species,OG0010050,0,1,10,18
1,1,1,1,1,0.559142562842818,1,1,1,1,1,1,1,1,1,1,1,1,0.659192021524782,1,1,1,NA,NA,1,NA,1,NA,0.0303368595219968,1,1,1,hits_per_28_species,OG0010054,0,1,9,19
0.605695402173188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0111431959963025,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010055,0,1,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.93979199767125e-08,2.2711863513547e-05,1,1,1,1,1,NA,0.0067901814670478,1,NA,NA,NA,1,0.729889008085802,1,1,hits_per_28_species,OG0010056,2,1,10,18
1,1,1,1,NA,1,1,0.138894598818192,1,1,1,1,1,1,0.890960212809564,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,hits_per_28_species,OG0010058,0,0,10,18
1,1,0.0285965099012042,0.356892726533492,0.0816880614042906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010059,1,0,10,18
1,1,1,1,0.143197103382266,1,1,1,1,1,1,1,1,0.000108243711675171,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010061,1,0,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,0.0553735156559399,1,4.87351786704337e-09,1,hits_per_28_species,OG0010063,1,0,10,18
1,1,1,1,1,1,1,1,1,1,1,0.376718798267286,1,1,1,1,0.0289789278736415,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,0.000528850726418173,hits_per_28_species,OG0010064,1,1,10,18
1,0.406635607225006,1,1,0.279968457849075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,6.31078522772555e-12,NA,NA,NA,1,1,1,0.0130061972187716,hits_per_28_species,OG0010065,0,2,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.38258493332222e-10,0.427063330838412,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,hits_per_28_species,OG0010066,1,0,10,18
1,1,1,1,1,1,1,1,1,4.26342674582081e-05,1,1,1,1,1,1,0.023327853345012,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010068,1,1,10,18
1,1,1,1,1,1,1,1,1,1,2.22469856163143e-05,1,1,1,1,1,1,1,1,1,1,0.284474468587583,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010070,0,1,10,18
1,0.340213360662876,1,1,0.958594169311049,1,1,1,1,1,1,NA,0.632939378857642,1,0.0053412917893938,1,NA,1,1,0.245142587145419,1,1,1,0.519998613582531,1,NA,NA,2.76322821837205e-05,1,1,1,1,hits_per_28_species,OG0010071,1,1,9,19
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,hits_per_28_species,OG0010072,0,0,10,18
1,1,1,1,1,1,1,1,0.158787695606463,1,1,0.00667820525033869,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1.22822240877785e-07,1,1,hits_per_28_species,OG0010073,0,2,9,19
1,NA,1,1,1,0.239516313329529,1,1,1,1,1,0.119201751114002,0.894305024889856,1,1,1,1,0.0509526726343754,1,1,1,1,0.0393063956027425,6.76454569026319e-08,1,NA,NA,NA,0.0395023501873875,1,1,0.140477969494879,hits_per_28_species,OG0010076,1,2,10,18
1,NA,1,1,1,1,1,1,NA,1,1,1,0.161431307786568,1,1,NA,1,1,1,1,0.075914512690313,1,1,1,1,NA,1,1,1,1,1.45374129378872e-06,1,hits_per_28_species,OG0010078,1,0,10,18
1,1,1,1,1,1,2.85888407702828e-06,1,NA,2.00194905980999e-05,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,5.59475694550393e-07,NA,NA,1,1,1,0.0112382095374536,hits_per_28_species,OG0010079,1,3,11,17
0.581668612345327,1,0.0154224993098892,1,1,NA,1,1,1,1,1,0.513087518022827,1,0.0748582059173469,0,1,0.000204818442502752,NA,0.312667698420815,1,1,1,NA,1,1,NA,1,1,1,1,1,1,hits_per_28_species,OG0010081,3,0,8,20
0.838260359093229,1,1,1,1,1,1,1,0.136316964745842,1,1,1,1,NA,1,1,NA,1,1,1,3.36227629071928e-08,1,NA,1,1,1,NA,0,0,1,1.00707561595526e-05,1,hits_per_28_species,OG0010084,1,3,9,19
1,1,1,1,0.00396332234512409,1,1,1,0.01202581179324,1,1,1,1,1,1,1,1,1,1,1,1.35336186701807e-13,1,NA,2.84553473783866e-07,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010085,1,3,10,18
1,NA,1,1,1,1,1,0.154885667233348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.330603871847783,1,NA,NA,NA,1,1,1.25303656339781e-09,1,hits_per_28_species,OG0010088,1,0,10,18
0.0298451783758351,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0.396959038451691,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,hits_per_28_species,OG0010089,0,1,11,17
1,0.0217337850897289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,hits_per_28_species,OG0010090,0,1,10,18
1,1,1,1,1,1,1,1,1,1,1,1,0.00030503392122555,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,0.172162423229066,1,hits_per_28_species,OG0010092,0,1,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47960436394046,1,0.0176784289840609,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010095,0,1,10,18
1,1,1,1,1,1,1,0.000106190891970948,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,0.0196739122086846,1,1,1,hits_per_28_species,OG0010097,1,1,10,18
1,1,1,1,1,1,7.32150758979699e-05,0.233534144160505,NA,0.257454655618973,1,1,NA,1,1,1,0.6027479117177,1,1,1,0.00930518009610859,1,1,1,1,1,NA,NA,1,1,1,3.80697751101167e-10,hits_per_28_species,OG0010098,0,3,11,17
1,1,1,1,1,1,1,1,1,1,1,1,0.875099526831185,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,hits_per_28_species,OG0010100,0,0,10,18
1,1,1,1,0.132287836910655,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.04882024865827e-08,1,1,NA,NA,NA,1,1.45986261967934e-08,1,1,hits_per_28_species,OG0010101,0,2,9,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00768863260988589,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010103,1,0,10,18
1,1,1,1,1,0.188356312892485,1,0.803291939022676,NA,1,1,1,1,1,1,1,1,0.00373005866289194,1,1,1,1,NA,1,1,NA,0.14304765408592,NA,0.0196177011321462,1,1,0.868336470019001,hits_per_28_species,OG0010105,1,1,10,18
1,0.268212073734296,1,1,1,NA,0.0602015836553397,1.98020377872865e-10,1,1,1,1,0.29766789636651,1,5.11479263387571e-08,1,0.514084737436093,1,0.0072521654890273,1,1,1,0.5101243960625,NA,1,NA,NA,1,0.00293435258643449,1,1,1,hits_per_28_species,OG0010106,2,2,8,20
0.0582388888375948,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,0.0254439420873658,1,0.969401294479052,1,NA,1,1,NA,1,hits_per_28_species,OG0010109,1,0,8,20
NA,0.000485652932344427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.896214788529107,1,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010112,0,1,10,18
NA,0.061513200030137,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.99335639956045e-07,NA,NA,0.27584719232075,1,1,0.0471811703124742,hits_per_28_species,OG0010118,1,1,11,17
NA,1,1,1,1,1,2.647881913731e-14,1,1,0.0582065858178665,1,0.717934829787729,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,0.0693861172593353,1,1,1,hits_per_28_species,OG0010120,0,1,10,18
NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0.00157703528507858,1,1,1,1,1,1.55984296312805e-07,1,0.375206030668146,1,NA,hits_per_28_species,OG0010121,0,2,10,18
NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00119189853923285,1,1,NA,1,NA,1,1,1,1,hits_per_28_species,OG0010125,0,1,10,18
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.337082172031505,1,1,1,1,NA,NA,1,1,1,1,hits_per_28_species,OG0010135,0,0,11,17
NA,1,1,1,1,1,1,1,NA,0.506525362091289,1,1,1,1,1,1,1,NA,1,1,NA,1,1,0.0640404658426459,1,1,1,1,0.0539262482848476,1,1,1,hits_per_28_species,OG0010144,0,0,10,18
NA,7.4196281132366e-06,1,1,1,0.00435181292967091,0,0.780112668916026,1,1,1,1,0.00413557394727232,1,1,1,1,NA,0.712016191236862,1,1,1,0.0194870063052313,1,1,1,1,NA,1,0.770359912537202,NA,1,hits_per_28_species,OG0010146,1,4,9,19
NA,1,1,1,0.220051812800338,1,1,1,1,0.0180508905908326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010150,0,1,10,18
NA,1,1,1,1,1,0.245232720521038,1,0.548802072711807,1,2.87851907705416e-05,1,1,1,1.92923438202541e-06,1,1,1,1,1,0.378792988570953,1,1,0.647934483697837,1,NA,NA,NA,1,1,0.173266496710952,1,hits_per_28_species,OG0010153,1,1,10,18
NA,0.0796778581553899,1,1,1,1,0.00025506425341304,1,1,1,1,1,1,0.0830671917644524,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,hits_per_28_species,OG0010155,0,1,10,18
NA,1,1,1,1,1,1,1,1,1,1,1,0.00423650487781468,1,1,1,1,1,9.57951894174358e-05,1,1,0.211971026589365,1,0.00153925311131287,9.68286070113233e-05,NA,NA,NA,1,1,1,2.50873818875563e-05,hits_per_28_species,OG0010163,1,4,10,18
1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,8.47503239982395e-05,1,1,1,NA,0.0907164846205558,1,1,NA,1,1,1,1,1,hits_per_28_species,OG0010281,0,1,9,19
1,1,1,1,1,1,1,0.159143708036815,1,0.23022723858318,1,1,1,1,0.00672528774848968,1,1,1,1,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,hits_per_28_species,OG0010285,1,0,10,18
1,0.114969865794447,NA,1,0.939880464532943,1,1,8.89449964791567e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,2.57285859284195e-11,hits_per_28_species,OG0010299,1,1,8,20
1,1,1,1,1,0.592321152918388,1,1,NA,NA,1,5.99644589815984e-06,0.0011458713626693,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,hits_per_28_species,OG0010352,0,2,10,18
1,1,1,0.0456392485708673,NA,1,1,1,0.115503229554563,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,0.000168158938323004,3.36240418039591e-05,NA,1,NA,0.0183376114886773,1,1,1,hits_per_28_species,OG0010396,2,3,10,18
1,1,NA,1,1,1,1,0.0027551839305277,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,6.74381464005336e-08,1,1,NA,NA,1,1,1,1,hits_per_28_species,OG0010491,2,1,10,18
1,1,1,1,0.239055366935373,1,1,NA,0.00374012618804698,1,1,0.46403879905306,1,1,1,1,1,1,0.377511411526929,1,1,1,NA,0.773035277768672,1,NA,1,NA,0.0038624864947544,1,1,1,hits_per_28_species,OG0010525,0,2,9,19
0.0102501914649716,0.299968235701503,1,1,0.000910063991463983,1,0.404262496663439,1,NA,1,1,3.54381946010562e-09,1.73852419210752e-05,5.04311009619229e-09,0.0229672864825359,0.309580698282061,8.70682607945206e-06,NA,0.022466547184152,0.0326251847422749,0.0366274493485914,0.056954716007676,1,NA,0.503308257826091,1,1,1,NA,0.00082052764427798,1,0.318764673805381,hits_per_28_species,OG0010590,4,7,9,19
1,NA,1,1,1,1,1,0.0248917372078251,1,0.00142231043536167,1,0.0132877209797853,0.00199135735545025,1,NA,0.000920336657229681,NA,0.349128929148655,1,0.00347297832416848,1,1,1,NA,0.021328041065958,1,1,0.0512432402653729,0.0021171260061979,1,1,1.47104550762833e-14,hits_per_28_species,OG0010593,2,7,8,20
1,1,0,1,1,1,1,0.117801849752961,0.00388309761390426,1,1,NA,0.000179370033472126,1,1,1,1,1,1,NA,0.0109141015636283,0.0804510338484423,0.338612607799493,NA,0.336385377152583,1,1,1,0,1,NA,1,hits_per_28_species,OG0010608,1,4,8,20
1,1,NA,1,1,1,1,1,1,1,1,1,0.00789478817263667,1,0.0723922227367148,1,1,1,0.0272501898067856,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,hits_per_28_species,OG0010679,0,2,9,19
0.000905752019425554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.31869445655298e-10,1,1,1,1,1,NA,1,1,NA,0.272335582970703,NA,1,1,0.355667845154479,NA,hits_per_28_species,OG0010690,1,1,10,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033416688662406,1,1,1,1,NA,1,1,NA,1,NA,1,1,1,NA,hits_per_28_species,OG0010718,1,0,10,18
0.423202931624725,NA,1,1.18188503428485e-09,1,1,1,NA,1,0.164426174977329,1,1,1,1,1,0.28228305678332,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,hits_per_28_species,OG0010777,0,1,10,18
1,1,1,1,1,1,1,1,NA,NA,1,1,1,0.000265717591742431,1.36940801023222e-05,1,1,1,1,1,1,1,NA,1,1,1,0.226778389600596,NA,1,1,1,1,hits_per_28_species,OG0010786,2,0,11,17
1,1,1,1,0.743891724095667,1,1,1,NA,1,1,1,0.00322555437746447,1,1,1,NA,1,0.903644590163318,0.0151289089099854,1,1,0.445259607716158,1,0.005377520086431,1,1,NA,1,0.628055238465679,1,NA,hits_per_28_species,OG0010792,1,2,10,18
0.000116302863152562,1,1,1,1,1,1,0.819752292815713,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,0.00267574214151528,NA,hits_per_28_species,OG0010817,1,1,10,18
1,1,1,1,1,1,NA,1,1,1,0.0140076371610466,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,hits_per_28_species,OG0010833,0,1,10,18
NA,1,1,0.458014642386756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,0.106979522677793,6.14897022188643e-13,hits_per_28_species,OG0010930,0,1,10,18
1,1,1,1,1,1,0.0322833159961601,1,1,1,1,0.837624652482631,1,0.189099155461454,1,1,NA,1,1,1,4.05674160930403e-10,0.0281970765928896,NA,1,1,0,1,1,1,NA,1,NA,hits_per_28_species,OG0010992,1,3,10,18
