gene_symbol,OG,TargetSpecies_Count,Reference_Count
SBNO2,OG0005460,NA,NA
SC5D,OG0006259,1,1
SCAF1,OG0011403,NA,NA
SCAF11,OG0005627,1,1
SCAF4,OG0004307,1,1
SCAF8,OG0010585,1,1
SCAI,OG0007955,NA,NA
SCAMP3,OG0012390,NA,NA
SCAP,OG0006043,NA,NA
SCAPER,OG0004089,NA,NA
SCARA3,OG0011328,NA,NA
SCARA5,OG0004850,NA,NA
SCARB1,OG0006738,NA,NA
SCARF1,OG0006443,NA,NA
SCARF2,OG0009599,NA,NA
SCCPDH,OG0005416,NA,NA
SCD,NA,1,1
SCD5,NA,1,1
SCEL,OG0004002,NA,NA
SCFD1,OG0008479,NA,NA
SCFD2,OG0004349,NA,NA
SCG2,OG0007168,1,1
SCG3,OG0007428,NA,NA
SCG5,OG0008849,NA,NA
SCGN,OG0005136,NA,NA
SCLT1,OG0011172,1,1
SCLY,OG0011881,NA,NA
SCML1,NA,1,1
SCML2,NA,1,1
SCML4,OG0011279,NA,NA
SCN10A,NA,1,1
SCN11A,NA,1,1
SCN1B,OG0003564,NA,NA
SCN2B,OG0006802,1,1
SCN3B,OG0010579,NA,NA
SCN4A,NA,1,1
SCN4B,OG0005402,NA,NA
SCN7A,NA,1,1
SCNM1,OG0011844,NA,NA
SCNN1A,OG0010789,NA,NA
SCNN1B,OG0012186,1,1
SCNN1G,OG0011936,NA,NA
SCOC,OG0003828,NA,NA
SCP2,OG0008632,NA,NA
SCPEP1,OG0008832,NA,NA
SCRN1,OG0011812,NA,NA
SCRN2,OG0008515,NA,NA
SCRN3,OG0011492,NA,NA
SCTR,NA,1,1
SCX,OG0008324,NA,NA
SCYL1,OG0007901,NA,NA
SCYL2,OG0009479,NA,NA
SCYL3,OG0009362,1,1
SDAD1,OG0010986,NA,NA
SDC2,OG0008514,NA,NA
SDC4,OG0007583,NA,NA
SDCCAG8,OG0006952,1,1
SDE2,OG0004238,NA,NA
SDF4,OG0009337,NA,NA
SDHA,OG0008847,NA,NA
SDHAF1,OG0011929,NA,NA
SDHAF2,OG0006958,NA,NA
SDHB,OG0005056,NA,NA
SDHC,OG0004988,1,1
SDHD,OG0008305,NA,NA
SDPR,OG0009419,NA,NA
SDR39U1,OG0008247,NA,NA
SDR42E1,OG0006838,NA,NA
SEBOX,OG0009727,NA,NA
SEC13,OG0009533,NA,NA
SEC14L3,NA,1,1
SEC16A,OG0008775,NA,NA
SEC16B,OG0011228,NA,NA
SEC22A,OG0009316,NA,NA
SEC22C,OG0011481,NA,NA
SEC23IP,OG0008996,NA,NA
SEC24A,NA,1,1
SEC61B,OG0011884,NA,NA
SEC62,OG0009175,NA,NA
SEC63,OG0007681,NA,NA
SECISBP2,OG0006355,NA,NA
SECISBP2L,OG0007975,NA,NA
SEH1L,OG0005546,NA,NA
SEL1L3,OG0004636,1,1
SELE,NA,1,1
SELENOF,NA,1,1
SELENOI,NA,1,1
SELENON,NA,1,1
SELENOO,NA,1,1
SELPLG,NA,1,1
SEMA3A,OG0004812,NA,NA
SEMA3B,OG0009297,NA,NA
SEMA4A,OG0009368,1,1
SEMA4B,OG0006268,NA,NA
SEMA4C,OG0009304,1,1
SEMA4F,OG0005201,NA,NA
SEMA4G,OG0004461,NA,NA
SEMA6A,OG0009005,NA,NA
SEMA6B,OG0005400,1,1
SEMA6D,NA,2,2
SENP3,OG0005294,NA,NA
SENP5,OG0006615,NA,NA
SENP6,OG0004083,1,1
SENP7,OG0004992,1,1
SENP8,OG0006220,NA,NA
Sep-04,NA,1,1
SEPSECS,OG0010138,NA,NA
SERAC1,OG0008736,1,1
SERBP1,OG0004287,NA,NA
SERGEF,OG0011838,1,1
SERINC2,NA,1,1
SERINC4,OG0012310,NA,NA
SERINC5,OG0009946,NA,NA
SERPINA10,NA,1,1
SERPINA11,NA,1,1
SERPINB11,NA,1,1
SERPINB13,NA,1,1
SERPINB8,NA,1,1
SERPINC1,OG0005235,1,1
SERPIND1,OG0009869,NA,NA
SERPINE1,OG0006963,2,2
SERPINE2,OG0008608,NA,NA
SERPINE3,OG0011942,NA,NA
SERPINF1,OG0008319,NA,NA
SERPINF2,OG0007055,1,1
SERPING1,OG0004661,NA,NA
SERPINH1,OG0003798,1,1
SERPINI1,OG0007411,NA,NA
SERTAD1,OG0012368,1,1
SERTAD2,OG0007340,NA,NA
SERTAD3,OG0011790,NA,NA
SERTAD4,OG0012330,NA,NA
SERTM1,OG0011658,NA,NA
SESTD1,OG0009056,NA,NA
SETBP1,OG0005137,NA,NA
SETD2,OG0005160,1,1
SETD3,OG0007113,NA,NA
SETD4,OG0007534,1,1
SETD5,OG0005569,NA,NA
SETD6,OG0007464,1,1
SETD7,OG0009692,NA,NA
SETD8,OG0003534,NA,NA
SETD9,OG0011066,1,1
SETMAR,OG0005153,NA,NA
SETX,OG0004097,1,1
SEZ6L,NA,1,1
SF1,OG0011331,NA,NA
SF3A1,OG0009132,NA,NA
SF3A2,OG0009731,NA,NA
SF3A3,OG0008452,NA,NA
SF3B1,OG0007954,NA,NA
SF3B2,OG0008771,NA,NA
SF3B3,OG0007712,NA,NA
SF3B4,OG0008196,NA,NA
SF3B5,OG0008068,NA,NA
SF3B6,OG0007344,NA,NA
SFI1,OG0009330,1,1
SFR1,OG0009516,NA,NA
SFRP1,NA,1,1
SFRP2,OG0007842,NA,NA
SFRP4,OG0012014,NA,NA
SFSWAP,OG0006291,1,1
SFT2D3,OG0012103,NA,NA
SFTPC,NA,1,1
SFTPD,NA,1,1
SFXN4,OG0012112,NA,NA
SFXN5,OG0005884,1,1
SGCA,OG0011661,NA,NA
SGCB,OG0010099,NA,NA
SGCE,OG0006954,NA,NA
SGIP1,OG0004942,NA,NA
SGK3,OG0008995,NA,NA
SGK494,OG0004734,NA,NA
SGMS1,OG0005574,NA,NA
SGMS2,OG0009069,NA,NA
SGO1,NA,1,1
SGO2,NA,1,1
SGOL1,OG0004862,NA,NA
SGOL2,OG0006473,NA,NA
SGPL1,OG0006078,NA,NA
SGPP1,OG0006580,NA,NA
SGPP2,OG0007179,NA,NA
SGSH,OG0005842,NA,NA
SGSM3,OG0007104,1,1
SGTA,OG0009453,NA,NA
SGTB,OG0010753,NA,NA
SH2B1,OG0012308,NA,NA
SH2B2,OG0005599,NA,NA
SH2B3,OG0007447,3,3
SH2B3/ATXN2,NA,1,1
SH2D1A,NA,1,1
SH2D3C,OG0011550,NA,NA
SH2D4A,NA,1,1
SH2D5,OG0010995,NA,NA
SH3BGR,OG0004569,NA,NA
SH3BP2,OG0008336,NA,NA
SH3BP4,OG0005428,NA,NA
SH3BP5,OG0007584,NA,NA
SH3BP5L,OG0007209,NA,NA
SH3D19,OG0004273,NA,NA
SH3D21,OG0010479,NA,NA
SH3KBP1,OG0007777,NA,NA
SH3PXD2A,OG0005631,NA,NA
SH3PXD2B,OG0005632,NA,NA
SH3RF2,OG0011919,1,1
SH3TC1,OG0005371,NA,NA
SH3TC2,OG0007432,1,1
SH3YL1,OG0009287,NA,NA
SHC3,OG0010445,NA,NA
SHC4,OG0012102,NA,NA
SHCBP1,OG0007332,NA,NA
SHCBP1L,OG0012145,NA,NA
SHD,OG0004602,NA,NA
SHE,OG0008720,NA,NA
SHF,OG0008674,NA,NA
SHISA3,OG0010009,NA,NA
SHISA4,OG0010820,NA,NA
SHISA5,OG0008042,NA,NA
SHLD2,NA,1,1
SHOC1,NA,1,1
SHOC2,OG0005420,1,1
SHPK,OG0011822,NA,NA
SHPRH,OG0009498,NA,NA
SHQ1,OG0006300,NA,NA
SHROOM3,OG0008015,NA,NA
SHROOM4,OG0006842,1,1
SI,NA,1,1
SIAE,OG0006034,1,1
SIAH3,OG0011811,NA,NA
SIGIRR,OG0011788,NA,NA
SIGLEC1,NA,1,1
SIGLEC15,NA,1,1
SIGMAR1,OG0007272,NA,NA
SIK1,OG0011938,NA,NA
SIK2,OG0007855,NA,NA
SIK3,OG0009977,NA,NA
SIKE1,OG0011089,NA,NA
SIL1,OG0007395,NA,NA
SIM1,OG0005930,NA,NA
SIM2,OG0005931,1,1
SIMC1,OG0009391,1,1
SIN3A,OG0009136,NA,NA
SIN3B,OG0010857,NA,NA
SIPA1,OG0012204,1,1
SIPA1L1,OG0005689,NA,NA
SIPA1L2,OG0007983,NA,NA
SIPA1L3,OG0011031,1,1
SIRPA,NA,1,1
SIRT1,OG0010535,2,2
SIRT2,OG0011144,NA,NA
SIRT4,OG0011925,NA,NA
SIRT5,OG0006818,NA,NA
SIRT6,OG0010526,1,1
SIRT7,OG0010448,NA,NA
SIVA1,OG0007189,NA,NA
SIX4,OG0005421,NA,NA
SKA1,OG0005874,NA,NA
SKA3,OG0005511,NA,NA
SKAP2,NA,1,1
SKI,OG0005186,NA,NA
SKIDA1,OG0007894,NA,NA
SKIL,OG0007331,NA,NA
SKIV2L,OG0005387,1,1
SKIV2L2,OG0007485,NA,NA
SKP1,OG0003297,NA,NA
SKP2,OG0006513,NA,NA
SLA,OG0009687,NA,NA
SLA2,OG0004513,NA,NA
SLAIN1,OG0003836,NA,NA
SLAIN2,OG0009301,NA,NA
SLBP,NA,1,1
SLC10A1,OG0006967,NA,NA
SLC10A3,OG0011207,NA,NA
SLC10A4,OG0008174,NA,NA
SLC10A5,NA,1,1
SLC10A7,OG0007678,NA,NA
SLC11A2,NA,1,1
SLC12A4,NA,1,1
SLC12A7,NA,1,1
SLC12A8,OG0005791,1,1
SLC13A1,OG0011519,NA,NA
SLC13A2,NA,1,1
SLC13A3,OG0009621,NA,NA
SLC13A4,OG0008190,1,1
SLC13A5,NA,1,1
SLC14A1,NA,1,1
SLC15A5,OG0012373,NA,NA
SLC16A1,NA,1,1
SLC16A10,OG0009964,1,1
SLC16A12,OG0005025,NA,NA
SLC16A14,OG0011803,NA,NA
SLC16A2,OG0010851,NA,NA
SLC16A4,OG0007731,NA,NA
SLC16A5,OG0004517,NA,NA
SLC16A6,OG0006649,NA,NA
SLC16A7,NA,1,1
SLC16A9,OG0007733,NA,NA
SLC17A5,OG0004779,NA,NA
SLC17A9,OG0007981,NA,NA
SLC18A2,NA,1,1
SLC18A3,OG0006061,NA,NA
SLC18B1,OG0004572,1,1
SLC19A1,OG0010868,NA,NA
SLC19A3,NA,1,1
SLC1A1,OG0010035,NA,NA
SLC1A5,NA,1,1
SLC20A1,OG0005187,NA,NA
SLC20A2,OG0010339,NA,NA
SLC22A14,NA,1,1
SLC22A16,OG0010965,NA,NA
SLC22A18,OG0010086,NA,NA
SLC22A2,NA,1,1
SLC22A23,OG0003842,NA,NA
SLC22A3,NA,1,1
SLC22A4,NA,1,1
slc23a2,OG0004510,NA,NA
SLC23A3,OG0008120,NA,NA
SLC24A1,NA,1,1
SLC24A5,OG0008453,1,1
SLC25A10,OG0006130,NA,NA
SLC25A11,OG0011108,NA,NA
SLC25A16,OG0012137,NA,NA
SLC25A17,OG0003957,NA,NA
SLC25A19,OG0007753,NA,NA
SLC25A20,OG0004281,NA,NA
SLC25A21,OG0010404,NA,NA
SLC25A26,OG0007650,NA,NA
SLC25A27,OG0011258,NA,NA
SLC25A29,OG0005317,NA,NA
SLC25A32,OG0004738,1,1
SLC25A38,OG0003991,NA,NA
SLC25A4,NA,1,1
SLC25A42,OG0007649,NA,NA
SLC25A43,OG0009043,NA,NA
SLC25A44,OG0004825,NA,NA
SLC25A46,OG0007164,NA,NA
SLC25A53,OG0011654,NA,NA
SLC26A11,OG0010022,NA,NA
SLC26A3,OG0009587,NA,NA
SLC26A4,OG0009402,1,1
SLC26A5,OG0009451,NA,NA
SLC26A8,NA,1,1
SLC26A9,OG0009592,NA,NA
SLC27A6,NA,1,1
SLC28A3,NA,1,1
SLC29A1,NA,2,2
SLC29A3,OG0010288,NA,NA
SLC29A4,OG0004923,NA,NA
SLC2A1,NA,1,1
SLC2A12,NA,1,1
SLC2A13,OG0007931,NA,NA
SLC2A6,OG0009654,NA,NA
SLC2A8,OG0007746,NA,NA
SLC30A1,OG0004736,NA,NA
SLC30A10,OG0004339,NA,NA
SLC30A4,OG0010418,NA,NA
SLC30A5,OG0010121,NA,NA
SLC30A6,OG0010532,NA,NA
SLC30A7,OG0006131,NA,NA
SLC30A9,OG0009060,NA,NA
SLC31A1,OG0006957,NA,NA
SLC31A2,OG0010250,NA,NA
SLC33A1,OG0009055,NA,NA
SLC34A2,NA,1,1
SLC35A1,OG0006434,NA,NA
SLC35A2,OG0007640,NA,NA
SLC35A3,OG0004274,NA,NA
SLC35A4,OG0011374,NA,NA
SLC35A5,OG0010814,1,1
SLC35B1,OG0008863,1,1
SLC35B2,OG0010439,NA,NA
SLC35B3,OG0005508,NA,NA
SLC35B4,OG0010327,NA,NA
SLC35C1,OG0010100,NA,NA
SLC35C2,OG0006588,NA,NA
SLC35D3,OG0009528,NA,NA
SLC35E1,OG0010802,NA,NA
SLC35E2B,OG0007437,NA,NA
SLC35E3,OG0007509,NA,NA
SLC35E4,OG0005389,NA,NA
SLC35F5,OG0009408,NA,NA
SLC35F6,OG0009134,NA,NA
SLC35G1,OG0007190,NA,NA
SLC35G2,OG0007077,NA,NA
SLC37A2,NA,1,1
SLC37A3,OG0011765,1,1
SLC37A4,OG0008921,NA,NA
SLC38A1,OG0012334,NA,NA
SLC38A11,OG0009690,NA,NA
SLC38A2,NA,1,1
SLC38A6,OG0010129,NA,NA
SLC38A7,OG0004892,NA,NA
SLC38A8,OG0005743,NA,NA
SLC38A9,OG0010321,NA,NA
SLC39A10,OG0005563,NA,NA
SLC39A11,OG0009272,NA,NA
SLC39A12,NA,1,1
SLC39A13,OG0007658,NA,NA
SLC39A3,OG0010137,NA,NA
SLC39A5,OG0011183,NA,NA
SLC39A6,OG0010687,NA,NA
SLC39A7,OG0011163,NA,NA
SLC3A1,OG0008372,NA,NA
SLC3A2,OG0003128,1,1
SLC41A2,OG0011865,NA,NA
SLC44A1,OG0005475,NA,NA
SLC44A3,OG0011864,NA,NA
SLC44A5,NA,1,1
SLC45A1,OG0005835,NA,NA
SLC45A2,OG0010458,NA,NA
SLC45A3,OG0003746,NA,NA
SLC45A4,OG0004247,NA,NA
SLC46A1,OG0008848,NA,NA
SLC46A2,NA,1,1
SLC46A3,OG0007654,1,1
SLC48A1,OG0010384,NA,NA
SLC4A11,OG0005706,1,1
SLC4A1AP,OG0010503,NA,NA
SLC4A2,NA,1,1
SLC4A7,OG0012683,2,2
SLC4A8,NA,1,1
SLC50A1,OG0009046,NA,NA
SLC51B,OG0006933,NA,NA
SLC5A12,OG0011487,1,1
SLC5A5,OG0011026,NA,NA
SLC5A6,OG0004151,NA,NA
SLC6A5,OG0006674,NA,NA
SLC6A6,OG0007032,NA,NA
SLC6A9,OG0004921,NA,NA
SLC7A1,NA,1,1
SLC7A14,OG0006391,NA,NA
SLC7A4,OG0011494,NA,NA
SLC7A5,OG0005381,NA,NA
SLC7A6OS,OG0007766,NA,NA
SLC7A7,NA,1,1
SLC7A9,OG0005841,NA,NA
SLC8B1,OG0008672,NA,NA
SLC9A3,OG0004645,NA,NA
SLC9A5,OG0006015,NA,NA
SLC9A8,OG0010555,NA,NA
SLC9A9,OG0012506,NA,NA
SLC9C1,NA,1,1
SLCO1B3,NA,1,1
SLCO1B7,NA,1,1
SLCO1C1,NA,1,1
SLCO2A1,OG0008377,1,1
SLCO2B1,OG0007520,NA,NA
SLCO4A1,OG0011369,NA,NA
SLCO4C1,OG0010869,NA,NA
SLCO5A1,OG0007742,NA,NA
SLCO6A1,NA,1,1
SLF1,NA,1,1
SLF2,NA,1,1
SLFN11,NA,1,1
SLFN5,NA,1,1
SLFNL1,OG0012679,NA,NA
SLIRP,OG0005701,NA,NA
SLIT1,NA,1,1
SLITRK1,OG0010376,NA,NA
SLITRK2,OG0008968,NA,NA
SLITRK3,OG0010807,NA,NA
SLITRK4,OG0008425,NA,NA
SLITRK5,OG0005230,NA,NA
SLITRK6,OG0008907,NA,NA
SLK,OG0006658,NA,NA
SLMAP,OG0007936,1,1
SLTM,OG0008063,NA,NA
SLU7,OG0010348,NA,NA
SLX1A,OG0011922,NA,NA
SLX4,OG0004577,2,2
SLX4IP,OG0012000,NA,NA
SMAD4,NA,1,1
SMAD6,NA,1,1
SMAD7,OG0008209,NA,NA
SMARCA4,NA,1,1
SMARCAD1,OG0004193,NA,NA
SMARCAL1,OG0010236,NA,NA
SMARCB1,OG0004653,NA,NA
SMARCE1,OG0005699,NA,NA
SMC2,OG0006866,NA,NA
SMC3,OG0004839,NA,NA
SMC4,OG0011423,NA,NA
SMC5,OG0010684,NA,NA
SMC6,OG0004737,NA,NA
SMCHD1,OG0009968,NA,NA
SMCO1,OG0012346,NA,NA
SMCR8,OG0004384,1,1
SMDT1,OG0009984,NA,NA
SMG1,OG0004966,NA,NA
SMG6,OG0004385,NA,NA
SMG7,OG0007950,NA,NA
SMG8,OG0009278,NA,NA
SMG9,OG0007138,NA,NA
SMIM11,OG0012157,NA,NA
SMIM12,OG0008064,NA,NA
SMIM13,OG0004131,NA,NA
SMIM14,OG0004583,NA,NA
SMIM18,OG0011531,NA,NA
SMIM19,OG0010776,NA,NA
SMIM20,OG0006697,NA,NA
SMIM24,NA,1,1
SMIM4,OG0008041,NA,NA
SMIM5,OG0012665,NA,NA
SMIM7,OG0011578,NA,NA
SMIM7P1,NA,1,1
SMIM8,OG0006320,NA,NA
SMNDC1,OG0006343,NA,NA
SMO,OG0008808,NA,NA
SMOX,OG0006260,NA,NA
SMPD1,OG0007858,NA,NA
SMPD2,OG0007420,NA,NA
SMPD4,OG0008630,NA,NA
SMPDL3A,OG0010154,NA,NA
SMPDL3B,OG0007328,1,1
SMPX,OG0010761,NA,NA
SMS,OG0004605,NA,NA
SMTN,OG0011438,NA,NA
SMTNL2,OG0003230,NA,NA
SMU1,OG0005959,NA,NA
SMUG1,OG0009837,NA,NA
SMURF2,NA,1,1
SMYD1,OG0006517,NA,NA
SMYD2,OG0007579,NA,NA
SMYD3,OG0002857,NA,NA
SMYD4,OG0008970,1,1
SMYD5,OG0010670,NA,NA
SNAP29,OG0009991,NA,NA
SNAP47,OG0010567,NA,NA
SNAP91,OG0004216,NA,NA
SNAPC1,OG0010747,NA,NA
SNAPC2,OG0008487,1,1
SNAPC3,OG0008819,NA,NA
SNAPC4,OG0004776,NA,NA
SNAPC5,OG0004719,1,1
SNAPIN,OG0008510,NA,NA
SNCAIP,OG0011858,NA,NA
SNED1,OG0009576,NA,NA
SNF8,OG0009171,NA,NA
SNIP1,OG0010790,NA,NA
SNN,OG0010874,NA,NA
SNPH,OG0009595,1,1
SNRNP25,OG0008421,NA,NA
SNRNP27,OG0005784,NA,NA
SNRNP35,OG0011030,NA,NA
SNRNP40,OG0011893,NA,NA
SNRNP48,OG0008374,NA,NA
SNRNP70,OG0011063,NA,NA
SNRPA,OG0008657,NA,NA
SNRPA1,OG0007516,NA,NA
SNRPB2,OG0006258,NA,NA
SNRPC,OG0004252,NA,NA
SNRPD1,OG0005237,NA,NA
SNRPD2,OG0003859,NA,NA
SNRPD3,OG0004256,NA,NA
SNTA1,OG0009399,NA,NA
SNTB1,OG0010233,NA,NA
SNTB2,OG0007990,NA,NA
SNTN,OG0012263,NA,NA
SNUPN,OG0007550,NA,NA
SNW1,OG0004580,NA,NA
SNX13,OG0006662,NA,NA
SNX14,OG0005141,NA,NA
SNX15,OG0009987,NA,NA
SNX16,OG0011373,NA,NA
SNX17,OG0010393,NA,NA
SNX18,OG0003970,NA,NA
SNX19,OG0006642,NA,NA
SNX20,OG0009697,NA,NA
SNX21,OG0008743,NA,NA
SNX25,OG0007786,NA,NA
SNX27,OG0004755,NA,NA
SNX29,OG0004802,1,1
SNX30,OG0005088,NA,NA
SNX31,OG0012284,NA,NA
SNX33,OG0010738,NA,NA
SNX4,OG0007806,1,1
SNX7,OG0007345,NA,NA
SNX8,OG0010452,NA,NA
SNX9,OG0006172,NA,NA
SOBP,OG0004912,NA,NA
SOCS3,OG0007772,NA,NA
SOCS4,OG0010107,NA,NA
SOCS5P2,NA,1,1
SOCS6,OG0004913,NA,NA
SOCS7,OG0007185,NA,NA
SOD2,OG0005772,1,1
SOD3,OG0007757,NA,NA
SOGA1,OG0006205,NA,NA
SOGA3,OG0006724,NA,NA
SON,OG0005051,NA,NA
SORBS1,OG0004536,1,1
SORBS2,OG0003643,NA,NA
SORBS3,OG0008888,NA,NA
SORCS2,OG0011855,NA,NA
SORD,OG0004024,NA,NA
SORL1,OG0007414,NA,NA
SORT1,OG0003704,NA,NA
SOST,OG0006874,NA,NA
SOSTDC1,OG0004711,NA,NA
SOWAHA,OG0010451,NA,NA
SOWAHB,OG0011995,NA,NA
SOWAHC,OG0007453,NA,NA
SOWAHD,OG0010018,NA,NA
SOX10,OG0009325,NA,NA
SOX11,OG0009593,NA,NA
SOX13,OG0007408,1,1
SOX30,OG0011889,1,1
SOX5,OG0006556,NA,NA
SOX6,OG0008752,NA,NA
SOX7,OG0006071,NA,NA
SOX8,OG0006587,NA,NA
SOX9,OG0009217,NA,NA
SP1,OG0011684,NA,NA
SP2,OG0003988,NA,NA
SP3,OG0005470,NA,NA
SP4,OG0009353,NA,NA
SP6,OG0006966,NA,NA
SP7,OG0011291,NA,NA
SPA17,OG0010053,NA,NA
SPAG1,OG0004058,NA,NA
SPAG16,OG0008285,1,1
SPAG17,OG0007015,1,1
SPAG5,OG0005616,1,1
SPAG6,OG0007183,NA,NA
SPAG7,OG0006212,NA,NA
SPAG8,OG0011669,1,1
SPAM1,NA,1,1
SPARCL1,NA,1,1
SPART,NA,1,1
SPAST,OG0007861,NA,NA
SPATA1,OG0012369,NA,NA
SPATA13,NA,1,1
SPATA16,OG0011903,NA,NA
SPATA17,OG0006772,1,1
SPATA18,OG0006542,1,1
SPATA19,NA,1,1
SPATA2,OG0007960,NA,NA
SPATA20,OG0010180,NA,NA
SPATA22,OG0009598,NA,NA
SPATA24,OG0012274,NA,NA
SPATA2L,OG0006902,NA,NA
SPATA4,OG0009908,1,1
SPATA5,OG0010693,NA,NA
SPATA5L1,NA,1,1
SPATA6L,NA,1,1
SPATS1,OG0012255,1,1
SPC24,OG0008202,NA,NA
SPC25,OG0006382,1,1
SPCS1,OG0005479,NA,NA
SPCS2,OG0005581,NA,NA
SPCS3,OG0004560,NA,NA
SPDEF,OG0005431,1,1
SPDL1,OG0006335,NA,NA
SPECC1,OG0007132,1,1
SPECC1L,OG0004451,NA,NA
SPEF2,OG0003956,1,1
SPEN,OG0004798,NA,NA
SPERT,NA,1,1
SPG11,OG0010739,1,1
SPG20,OG0006713,NA,NA
SPG21,OG0010841,NA,NA
SPG7,OG0005480,NA,NA
SPHK1,OG0005883,NA,NA
SPHK2,NA,1,1
SPHKAP,OG0006505,1,1
SPI1,OG0005906,NA,NA
SPIC,OG0004305,NA,NA
SPICE1,OG0010844,NA,NA
SPIDR,OG0010425,NA,NA
SPINK5,NA,1,1
SPINT1,OG0004445,NA,NA
SPINT2,OG0005183,NA,NA
SPIRE1,NA,1,1
SPO11,OG0011564,NA,NA
SPOCK2,OG0006487,1,1
SPON1,OG0005575,NA,NA
SPP2,OG0003253,NA,NA
SPPL2C,NA,1,1
SPPL3,OG0008533,NA,NA
SPRR1A,NA,1,1
SPRR3,NA,1,1
SPRTN,OG0009085,NA,NA
SPRY4,OG0007999,NA,NA
SPRYD3,OG0006134,NA,NA
SPRYD4,OG0006093,NA,NA
SPRYD7,OG0005331,NA,NA
SPTB,NA,1,1
SPTBN2,NA,1,1
SPTLC1,OG0005297,NA,NA
SPTLC3,NA,1,1
SPTSSA,OG0009511,NA,NA
SPTSSB,OG0004317,NA,NA
SPTY2D1,OG0006020,NA,NA
SPX,OG0004508,1,1
SQLE,OG0006839,NA,NA
SQRDL,OG0008997,NA,NA
SQSTM1,OG0008820,NA,NA
SRA1,OG0008890,1,1
SRBD1,OG0007112,NA,NA
SRCAP,OG0004611,NA,NA
SRCIN1,OG0004603,NA,NA
SRD5A3,OG0006867,NA,NA
SREBF1,NA,1,1
SREK1,OG0007289,NA,NA
SREK1IP1,OG0006095,NA,NA
SRF,OG0004361,NA,NA
SRFBP1,OG0008378,1,1
SRGAP3,OG0006745,NA,NA
SRGN,OG0011753,NA,NA
SRL,OG0004987,NA,NA
SRM,OG0006206,NA,NA
SRMS,OG0012328,NA,NA
SRP14,OG0004984,NA,NA
SRP19,OG0008481,NA,NA
SRP54,OG0006083,NA,NA
SRP68,OG0006398,NA,NA
SRP72,OG0004778,NA,NA
SRP9,OG0006677,NA,NA
SRPR,OG0008422,NA,NA
SRPRB,OG0012131,NA,NA
SRPX2,NA,1,1
SRR,OG0006935,NA,NA
SRRD,OG0009264,1,1
SRRM1,OG0004835,NA,NA
SRRM2,OG0008057,1,1
SRRM3,OG0011420,1,1
SRRM4,OG0006384,NA,NA
SRRM5,NA,1,1
SRRT,OG0006187,NA,NA
SRSF11,OG0006572,NA,NA
SRSF2,OG0004728,NA,NA
SRSF5,NA,1,1
SRXN1,OG0012174,NA,NA
SS18L2,OG0004430,NA,NA
SSB,OG0005316,NA,NA
SSBP1,OG0010571,NA,NA
SSFA2,OG0004435,NA,NA
SSNA1,OG0011482,NA,NA
SSPN,OG0007866,NA,NA
SSR1,OG0004731,NA,NA
SSR2,OG0005797,NA,NA
SSR4,OG0010625,NA,NA
SSRP1,OG0003441,NA,NA
SSSCA1,OG0008633,NA,NA
SST,NA,1,1
SSTR3,NA,1,1
SSX2IP,NA,1,1
ST13,OG0005970,1,1
ST14,NA,2,2
ST18,OG0007334,1,1
ST3GAL3,OG0004412,NA,NA
ST3GAL4,OG0005446,NA,NA
ST3GAL5,OG0003903,NA,NA
ST3GAL6,OG0011641,NA,NA
ST5,OG0007012,1,1
ST6GAL1,OG0003808,1,1
ST6GAL2,OG0006569,2,2
ST6GALNAC5,OG0004981,NA,NA
ST6GALNAC6,OG0009241,NA,NA
ST7L,NA,1,1
ST8SIA1,OG0009262,NA,NA
ST8SIA3,OG0006371,NA,NA
ST8SIA5,OG0010803,NA,NA
STAB1,NA,1,1
STAB2,NA,1,1
STAC,OG0006124,1,1
STAC2,OG0010828,NA,NA
STAC3,OG0011268,NA,NA
STAG3,NA,2,2
STARD3,OG0008737,NA,NA
STARD3NL,OG0009295,NA,NA
STARD4,OG0011297,NA,NA
STARD7,OG0005620,NA,NA
STARD9,NA,2,2
STAT2,OG0012345,NA,NA
STAT3,OG0009172,NA,NA
STAT4,NA,1,1
STAT6,OG0008594,NA,NA
STAU1,OG0009612,NA,NA
STAU2,OG0007734,NA,NA
STBD1,OG0008546,NA,NA
STC1,OG0005016,NA,NA
STC2,OG0005092,1,1
STEAP1,OG0010064,NA,NA
STEAP3,NA,1,1
STEAP4,OG0003669,NA,NA
STIL,OG0006231,NA,NA
STIMATE,NA,1,1
STIP1,OG0011078,1,1
STK10,OG0005383,NA,NA
STK11,OG0005406,NA,NA
STK11IP,OG0006204,1,1
STK16,OG0007161,NA,NA
STK19,OG0008249,NA,NA
STK31,OG0011673,NA,NA
STK33,OG0005499,NA,NA
STK36,OG0005090,NA,NA
STK40,OG0010027,NA,NA
STMN4,OG0007993,NA,NA
STMND1,OG0010208,NA,NA
STOML1,OG0011836,1,1
STOML2,OG0007039,NA,NA
STON1,NA,1,1
STON1-GTF2A1L,NA,1,1
STON2,OG0010697,NA,NA
STOX1,OG0005209,2,2
STOX2,OG0006516,NA,NA
STPG1,OG0011102,NA,NA
STPG2,OG0012372,NA,NA
STRA13,OG0011468,NA,NA
STRA6,OG0006497,NA,NA
STRA8,OG0012383,NA,NA
STRADA,OG0008889,NA,NA
STRADB,OG0009231,NA,NA
STRAP,OG0007343,NA,NA
STT3A,OG0007254,NA,NA
STT3B,OG0007865,NA,NA
