OG,Preferred_name,Description,count,analysis
OG0007439,INPP5F,Inositol polyphosphate-5-phosphatase F,2,longevity
OG0007440,LMOD3,Leiomodin 3,2,longevity
OG0007441,ALG6,"transferase activity, transferring hexosyl groups",2,longevity
OG0007442,ITGB3BP,Integrin beta 3 binding protein (beta3-endonexin),2,longevity
OG0007445,MRPL12,Ribosomal protein L7/L12 dimerisation domain,2,longevity
OG0007465,COL10A1,Complement component C1q domain.,2,longevity
OG0007470,NSMCE1,Nse1 non-SMC component of SMC5-6 complex,2,longevity
OG0007478,NR2E1,"Zinc finger, C4 type (two domains)",2,longevity
OG0007480,CCDC6,Coiled-coil domain containing 6,2,longevity
OG0007481,POLH,Polymerase,2,longevity
OG0007484,LETMD1,LETM1-like protein,2,longevity
OG0007496,HPSE,Heparanase,2,longevity
OG0007501,C3orf17,Domain of unknown function (DUF4477),2,longevity
OG0007504,PAWR,PRKC apoptosis WT1 regulator,2,longevity
OG0007506,NEUROD2,Neuronal helix-loop-helix transcription factor,2,longevity
OG0007508,KANSL2,histone H4-K16 acetylation,2,longevity
OG0007511,AI413582,protein C3orf18 homolog,2,longevity
OG0007515,GUCY1B3,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family,2,longevity
OG0007520,SLCO2B1,Solute carrier organic anion transporter family member 2B1,2,longevity
OG0007535,ZRANB3,zinc finger,2,longevity
OG0007539,PROSC,pyridoxal phosphate binding,2,longevity
OG0007542,CYP20A1,Cytochrome P450,2,longevity
OG0007559,MNS1,Trichohyalin-plectin-homology domain,2,longevity
OG0007585,PRKCH,Protein kinase C terminal domain,2,longevity
OG0007592,IL13RA1,"Interleukin-6 receptor alpha chain, binding",2,longevity
OG0007597,DNMT3A,C-5 cytosine-specific DNA methylase,2,longevity
OG0007603,METTL15,methyltransferase activity,2,longevity
OG0007614,NSMAF,Beige/BEACH domain,2,longevity
OG0007619,FAM96A,Family with sequence similarity 96 member A,2,longevity
OG0007624,PITX1,homeodomain 1,2,longevity
OG0007628,POLRMT,DNA-directed RNA polymerase N-terminal,2,longevity
OG0007632,LARS,leucyl-tRNA aminoacylation,2,longevity
OG0007655,ZBTB8OS,Archease protein family (MTH1598/TM1083),2,longevity
OG0007656,EIF2D,translation initiation factor activity,2,longevity
OG0007657,FAM180A,Family with sequence similarity 180 member A,2,longevity
OG0007664,IL1RAP,TIR domain,2,longevity
OG0007669,AFAP1,Pleckstrin homology domain.,2,longevity
OG0007680,DPYSL5,Amidohydrolase family,2,longevity
OG0007686,NDC1,mRNA transport,2,longevity
OG0007691,PLEKHG1,"Pleckstrin homology domain containing, family G (with RhoGef domain) member 1",2,longevity
OG0007696,GPATCH2,G-patch domain,2,longevity
OG0007705,CS,citrate synthase,2,longevity
OG0007706,ZNF512,nucleic acid-templated transcription,2,longevity
OG0007709,TRIM36,Tripartite motif containing 36,2,longevity
OG0007710,TMEM108,TMEM108 family,2,longevity
OG0007715,TOLLIP,CUE domain,2,longevity
OG0007722,TIMELESS,Timeless protein,2,longevity
OG0007726,PDLIM2,Domain of unknown function (DUF4749),2,longevity
OG0007727,C19orf53,Chromosome 19 open reading frame,2,longevity
OG0007768,TMEM201,Protein of unknown function C-terminus (DUF2448),2,longevity
OG0007769,CCNT2,Cyclin T2,2,longevity
OG0007773,VPS53,endocytic recycling,2,longevity
OG0007774,PPCDC,Flavoprotein,2,longevity
OG0007778,C1orf52,Domain of unknown function (DUF4660),2,longevity
OG0007786,SNX25,Sorting nexin C terminal,2,longevity
OG0007797,MTBP,MDM2 binding protein,2,longevity
OG0007807,DDX23,ATP-dependent RNA helicase DDX23,2,longevity
OG0007814,THRAP3,THRAP3/BCLAF1 family,2,longevity
OG0007815,MANBA,"Glycosyl hydrolases family 2, sugar binding domain",2,longevity
OG0007821,TMPRSS9,Domain of unknown function (DUF1986),2,longevity
OG0007829,CWC22,RNA splicing,2,longevity
OG0007842,SFRP2,UNC-6/NTR/C345C module,2,longevity
OG0007850,DTX2,Domain in Deltex and TRIP12 homologues. Possibly involved in regulation of ubiquitin-mediated proteolysis.,2,longevity
OG0007851,DOK1,Phosphotyrosine-binding domain (IRS1-like),2,longevity
OG0007861,SPAST,Vps4 C terminal oligomerisation domain,2,longevity
OG0007865,STT3B,Oligosaccharyl transferase STT3 subunit,2,longevity
OG0007876,IPO13,Exportin 1-like protein,2,longevity
OG0007877,GOLIM4,Golgi integral membrane protein 4,2,longevity
OG0007884,CCDC155,Coiled-coil region of CCDC155 or KASH,2,longevity
OG0007890,RECQL,purine NTP-dependent helicase activity,2,longevity
OG0007896,POLR3A,RNA polymerase I subunit A N-terminus,2,longevity
OG0007897,LIMD2,LIM domain containing 2,2,longevity
OG0007908,EPC2,Enhancer of Polycomb C-terminus,2,longevity
OG0007910,FUBP1,Domain of unknown function (DUF1897),2,longevity
OG0007911,ZMIZ1,"Zinc finger, MIZ-type containing 1",2,longevity
OG0007917,DACT3,Dapper,2,longevity
OG0007920,BAZ1B,Pfam:WHIM2,2,longevity
OG0007926,CEP95,Centrosomal protein,2,longevity
OG0007927,DSTYK,positive regulation of fibroblast growth factor receptor signaling pathway,2,longevity
OG0007936,SLMAP,Forkhead associated domain,2,longevity
OG0007938,NRP2,C-terminal domain of neuropilin glycoprotein,2,longevity
OG0007946,RBM15,SPOC domain,2,longevity
OG0007950,SMG7,Telomerase activating protein Est1,2,longevity
OG0007964,MDC1,DNA repair,2,longevity
OG0007965,ANKS1B,Ankyrin repeat and sterile alpha motif domain containing 1B,2,longevity
OG0007975,SECISBP2L,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,2,longevity
OG0007976,FBXO42,F-box protein 42,2,longevity
OG0007981,SLC17A9,Major Facilitator Superfamily,2,longevity
OG0008011,NDUFA2,"Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone",2,longevity
OG0008014,FGF23,Fibroblast growth factor,2,longevity
OG0008017,IGFBP1,Insulin growth factor-binding protein homologues,2,longevity
OG0008019,C12orf49,UPF0454 protein C12orf49 homolog,2,longevity
OG0008022,PRPF38B,pre-mRNA processing factor,2,longevity
OG0008036,HSF5,heat shock factor,2,longevity
OG0008042,SHISA5,apoptotic process,2,longevity
OG0008049,TOMM7,Translocase of outer mitochondrial membrane 7,2,longevity
OG0008055,NIPBL,Sister chromatid cohesion C-terminus,2,longevity
OG0008059,FAM149B1,Protein of unknown function (DUF3719),2,longevity
OG0008071,CHERP,Calcium homeostasis endoplasmic reticulum protein,2,longevity
OG0008073,PTRH1,Peptidyl-tRNA hydrolase,2,longevity
OG0008088,OPHN1,"Stimulates GTP hydrolysis of members of the Rho family. Its action on RHOA activity and signaling is implicated in growth and stabilization of dendritic spines, and therefore in synaptic function. Critical for the stabilization of AMPA receptors at postsynaptic sites. Critical for the regulation of synaptic vesicle endocytosis at pre-synaptic terminals. Required for the localization of NR1D1 to dendrites, can suppress its repressor activity and protect it from proteasomal degradation (By similarity)",2,longevity
OG0008091,PVRL4,Nectin cell adhesion molecule 4,2,longevity
OG0008097,FCER1G,Fc fragment of IgE,2,longevity
OG0008113,LIPT1,Lipoyltransferase 1,2,longevity
OG0008117,LRRC57,Leucine Rich repeats (2 copies),2,longevity
OG0008125,CNTFR,Immunoglobulin C-2 Type,2,longevity
OG0008135,TTC34,Tetratricopeptide repeat protein 34,2,longevity
OG0008145,PSMG4,"Proteasome (prosome, macropain) assembly chaperone 4",2,longevity
OG0008146,CCDC36,Pfam:DUF4700,2,longevity
OG0008147,KIAA0020,CPL (NUC119) domain,2,longevity
OG0008149,ENO4,"Enolase, N-terminal domain",2,longevity
OG0008156,COLEC10,Lectin C-type domain,2,longevity
OG0008165,EXOSC9,Exosome component 9,2,longevity
OG0008171,LRRC23,Leucine-rich repeat,2,longevity
OG0008178,PTCD1,tRNA 3'-end processing,2,longevity
OG0008182,C9,Complement component,2,longevity
OG0008183,CDYL2,Enoyl-CoA hydratase/isomerase,2,longevity
OG0008184,RPP38,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,2,longevity
OG0008186,RAG1,RAG1 importin binding,2,longevity
OG0008190,SLC13A4,"Tripartite ATP-independent periplasmic transporter, DctM component",2,longevity
OG0008197,ZWINT,ZW10 interacting kinetochore protein,2,longevity
OG0008198,MAZ,MYC-associated zinc finger protein (purine-binding transcription factor),2,longevity
OG0008200,PSMC4,proteasome-activating ATPase activity,2,longevity
OG0008204,A1CF,"Essential component of the apolipoprotein B mRNA editing enzyme complex which is responsible for the postranscriptional editing of a CAA codon for Gln to a UAA codon for stop in APOB mRNA. Binds to APOB mRNA and is probably responsible for docking the catalytic subunit, APOBEC1, to the mRNA to allow it to deaminate its target cytosine. The complex also",2,longevity
OG0008207,IFT57,intraflagellar transport,2,longevity
OG0008214,MDH1B,malate dehydrogenase 1B,2,longevity
OG0008215,C8orf82,Domain of unknown function (DUF4505),2,longevity
OG0008218,EPM2A,"Dual specificity phosphatase, catalytic domain",2,longevity
OG0008219,TADA2B,regulation of histone acetylation,2,longevity
OG0008220,ACMSD,Amidohydrolase,2,longevity
OG0008226,G0S2,G0/G1 switch protein 2,2,longevity
OG0008230,NOS2,FAD binding domain,2,longevity
OG0008232,PEPD,Splits dipeptides with a prolyl or hydroxyprolyl residue in the C-terminal position. Plays an important role in collagen metabolism because,2,longevity
OG0008236,PPAPDC2,Acid phosphatase homologues,2,longevity
OG0008239,RHNO1,"RAD9, RAD1, HUS1-interacting nuclear orphan protein",2,longevity
OG0008244,C15orf61,Domain of unknown function (DUF4528),2,longevity
OG0008247,SDR39U1,Domain of unknown function (DUF1731),2,longevity
OG0008248,TBCCD1,Tubulin binding cofactor C,2,longevity
OG0008250,DNAJB13,"DnaJ (Hsp40) homolog, subfamily B, member 13",2,longevity
OG0008251,KLHL14,family member 14,2,longevity
OG0008258,PDDC1,Parkinson disease 7 domain containing 1,2,longevity
OG0008260,C20orf24,Rab5-interacting protein (Rab5ip),2,longevity
OG0008261,KLHL36,Kelch motif,2,longevity
OG0008269,DDX55,DUF4217,2,longevity
OG0008270,EFCAB11,EF-hand domain pair,2,longevity
OG0008275,ISY1,generation of catalytic spliceosome for second transesterification step,2,longevity
OG0008284,PENK,Vertebrate endogenous opioids neuropeptide,2,longevity
OG0008285,SPAG16,"WD domain, G-beta repeat",2,longevity
OG0008286,VTA1,"Involved in the endosomal multivesicular bodies (MVB) pathway. MVBs contain intraluminal vesicles (ILVs) that are generated by invagination and scission from the limiting membrane of the endosome and mostly are delivered to lysosomes enabling degradation of membrane proteins, such as stimulated growth factor receptors, lysosomal enzymes and lipids. Thought to be a cofactor of VPS4A B, which catalyzes disassembles membrane-associated ESCRT-III assemblies. Involved in the sorting and down-regulation of EGFR (By similarity)",2,longevity
OG0008289,NDUFB5,NADH dehydrogenase complex assembly,2,longevity
OG0008292,KCNQ3,Ankyrin-G binding motif of KCNQ2-3,2,longevity
OG0008293,BLMH,Bleomycin hydrolase,2,longevity
OG0008296,OIT3,Zona pellucida (ZP) domain,2,longevity
OG0008308,PINX1,glycine rich nucleic binding domain,2,longevity
OG0008316,ZFYVE26,"Protein present in Fab1, YOTB, Vac1, and EEA1",2,longevity
OG0008319,SERPINF1,SERine  Proteinase INhibitors,2,longevity
OG0008321,LDLRAD1,Low density lipoprotein receptor class A domain containing 1,2,longevity
OG0008334,TYW5,tRNA-yW synthesizing protein 5,2,longevity
OG0008341,C3orf33,Chromosome 3 open reading frame 33,2,longevity
OG0008351,TCF19,nucleic acid-templated transcription,2,longevity
OG0008352,EIF2B3,Nucleotidyl transferase,2,longevity
OG0008356,CTSC,cysteine-type peptidase activity,2,longevity
OG0008358,RFT1,Rft protein,2,longevity
OG0008364,NEURL1,Neuralized E3 ubiquitin protein ligase 1,2,longevity
OG0008368,STX11,Belongs to the syntaxin family,2,longevity
OG0008379,PCNXL2,Pecanex protein (C-terminus),2,longevity
OG0008388,SAMD14,Sterile alpha motif domain containing 14,2,longevity
OG0008395,NEGR1,neuronal growth regulator 1,2,longevity
OG0008398,TWISTNB,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397,2,longevity
OG0008402,ALAD,porphobilinogen synthase activity,2,longevity
OG0008404,C1orf228,-,2,longevity
OG0008413,CTSO,Belongs to the peptidase C1 family,2,longevity
OG0008414,NOC4L,CBF/Mak21 family,2,longevity
OG0008415,ATXN1L,Ataxin-1 and HBP1 module (AXH),2,longevity
OG0008417,MCM5,minichromosome  maintenance proteins,2,longevity
OG0008434,PPIE,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,2,longevity
OG0008437,TRERF1,ELM2,2,longevity
OG0008439,DPY19L3,C-mannosyltransferase that mediates C- mannosylation of tryptophan residues on target proteins,2,longevity
OG0008445,TIMM22,Translocase of inner mitochondrial membrane 22,2,longevity
OG0008450,CFAP206,Domain of unknown function,2,longevity
OG0008473,ZDHHC22,Zinc finger DHHC-type containing 22,2,longevity
OG0008475,C21orf91,EURL protein,2,longevity
OG0008493,EDARADD,Death domain,2,longevity
OG0008495,MRPS18B,ribosomal protein S18B,2,longevity
OG0008503,GTDC1,Domain of unknown function (DUF3524),2,longevity
OG0008507,AK8,AAA domain,2,longevity
OG0008512,DRG2,Developmentally-regulated GTP-binding protein 2,2,longevity
OG0008515,SCRN2,Peptidase family C69,2,longevity
OG0008522,GTF3C4,Putative zinc-finger of transcription factor IIIC complex,2,longevity
OG0008528,DPP3,Peptidase family M49,2,longevity
OG0008538,PIGN,Phosphatidylinositolglycan class N (PIG-N),2,longevity
OG0008544,BCKDHA,"The branched-chain alpha-keto dehydrogenase complex catalyzes the overall conversion of alpha-keto acids to acyl-CoA and CO(2). It contains multiple copies of three enzymatic components branched-chain alpha-keto acid decarboxylase (E1), lipoamide acyltransferase (E2) and lipoamide dehydrogenase (E3)",2,longevity
OG0008546,STBD1,Starch binding domain,2,longevity
OG0008548,TMEM82,Transmembrane protein 82,2,longevity
OG0008558,FBXW5,A Receptor for Ubiquitination Targets,2,longevity
OG0008561,DDOST,Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains,2,longevity
OG0008567,FBXL15,A Receptor for Ubiquitination Targets,2,longevity
OG0008568,WDR3,WD repeat domain,2,longevity
OG0008569,EPSTI1,Epithelial stromal interaction 1,2,longevity
OG0008576,NUDCD3,NudC domain containing 3,2,longevity
OG0008585,STX8,Syntaxin 8,2,longevity
OG0008589,CACTIN,"Cactin, spliceosome C complex subunit",2,longevity
OG0008593,LRP10,"Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein.",2,longevity
OG0008600,MYOC,Olfactomedin-like domains,2,longevity
OG0008601,TOMM34,protein targeting to mitochondrion,2,longevity
OG0008606,DDX27,helicase superfamily c-terminal domain,2,longevity
OG0008611,DHX58,C-terminal domain of RIG-I,2,longevity
OG0008612,MRPL10,Ribosomal protein L10,2,longevity
OG0008615,ARMC7,Armadillo/beta-catenin-like repeat,2,longevity
OG0008620,BRF2,TFIIB zinc-binding,2,longevity
OG0008624,PLAT,plasminogen activation,2,longevity
OG0008632,SCP2,SCP-2 sterol transfer family,2,longevity
OG0008634,EEFSEC,Elongation factor Tu GTP binding domain,2,longevity
OG0008638,AFMID,alpha/beta hydrolase fold,2,longevity
OG0008641,IGSF11,"Immunoglobulin superfamily, member 11",2,longevity
OG0008646,ATG4A,cysteine-type endopeptidase activity,2,longevity
OG0008650,ZMYND10,MYND finger,2,longevity
OG0008653,NDUFS3,NADH dehydrogenase (ubiquinone) activity,2,longevity
OG0008661,TCTA,osteoclast fusion,2,longevity
OG0008666,TM9SF1,Transmembrane 9 superfamily member 1 isoform,2,longevity
OG0008669,RHOBTB3,"Broad-Complex, Tramtrack and Bric a brac",2,longevity
OG0008676,OBFC1,Telomere regulation protein Stn1,2,longevity
OG0008688,ATP1B4,Sodium / potassium ATPase beta chain,2,longevity
OG0008689,MPLKIP,M-phase specific PLK1 interacting protein,2,longevity
OG0008694,TADA1,Transcriptional adapter 1,2,longevity
OG0008698,GFER,Erv1 / Alr family,2,longevity
OG0008704,FSD2,SPRY domain,2,longevity
OG0008705,STYX,Serine threonine tyrosine interacting protein,2,longevity
OG0008710,GTF3C3,"General transcription factor IIIC, polypeptide 3, 102kDa",2,longevity
OG0008720,SHE,Src homology 2 domains,2,longevity
OG0008722,C15orf40,DUF167,2,longevity
OG0008728,HAX1,Recruits the Arp2 3 complex to the cell cortex and regulates reorganization of the cortical actin cytoskeleton via its interaction with KCNC3 and the Arp2 3 complex. Slows down the rate of inactivation of KCNC3 channels. Promotes GNA13-mediated cell migration. Involved in the clathrin-mediated endocytosis pathway. May be involved in internalization of ABC transporters such as ABCB11. May inhibit CASP9 and CASP3. Promotes cell survival. May regulate intracellular calcium pools,2,longevity
OG0008734,RUFY3,RUN,2,longevity
OG0008738,QTRTD1,"Non-catalytic subunit of the queuine tRNA- ribosyltransferase (TGT) that catalyzes the base-exchange of a guanine (G) residue with queuine (Q) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn",2,longevity
OG0008739,RABEPK,Kelch motif,2,longevity
OG0008746,PIGT,Phosphatidylinositol glycan anchor biosynthesis class T,2,longevity
OG0008750,EFR3A,EFR3 homolog A,2,longevity
OG0008753,C14orf1,ergosterol metabolic process,2,longevity
OG0008756,DCLRE1B,DNA repair metallo-beta-lactamase,2,longevity
OG0008760,UBR3,Ubiquitin protein ligase E3 component n-recognin 3,2,longevity
OG0008770,DRAP1,DR1-associated protein 1 (negative cofactor 2 alpha),2,longevity
OG0008778,ITGA5,Integrin alpha,2,longevity
OG0008784,RTN4R,Leucine rich repeat N-terminal domain,2,longevity
OG0008786,PRDM10,methyltransferase activity,2,longevity
OG0008795,KIAA0753,Protein moonraker,2,longevity
OG0008801,MIDN,Midnolin,2,longevity
OG0008810,DCUN1D3,response to UV-C,2,longevity
OG0008815,CMTM6,endocytic recycling,2,longevity
OG0008821,PLA2G6,Patatin-like phospholipase,2,longevity
OG0008830,AGK,"Lipid kinase that can phosphorylate both monoacylglycerol and diacylglycerol to form lysophosphatidic acid (LPA) and phosphatidic acid (PA), respectively. Does not phosphorylate sphingosine. Independently of its lipid kinase activity, acts as a component of the TIM22 complex. The TIM22 complex mediates the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane by forming a twin-pore translocase that uses the membrane potential as the external driving force. In the TIM22 complex, required for the import of a subset of metabolite carriers into mitochtondria, such as ANT1 SLC25A4 and SLC25A24, while it is not required for the import of TIMM23. Overexpression increases the formation and secretion of LPA, resulting in transactivation of EGFR and activation of the downstream MAPK signaling pathway, leading to increased cell growth",2,longevity
OG0008836,GOLGA3,spermatogenesis,2,longevity
OG0008837,SURF2,Surfeit locus protein 2 (SURF2),2,longevity
OG0008846,CCNDBP1,regulation of cell cycle,2,longevity
OG0008848,SLC46A1,Major Facilitator Superfamily,2,longevity
OG0008850,RPAP2,dephosphorylation of RNA polymerase II C-terminal domain,2,longevity
OG0008855,ALG2,Glycosyltransferase Family 4,2,longevity
OG0008857,CDC73,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,2,longevity
OG0008860,HYOU1,Belongs to the heat shock protein 70 family,2,longevity
OG0008876,HEMK1,Pfam:Methyltransf_26,2,longevity
OG0008879,PIH1D3,PIH1 domain containing 3,2,longevity
OG0008886,LCMT2,Leucine carboxyl methyltransferase,2,longevity
OG0008887,ENTPD1,Ectonucleoside triphosphate diphosphohydrolase 1,2,longevity
OG0008894,RAD52,Rad52/22 family double-strand break repair protein,2,longevity
OG0008901,FRRS1L,Ferric-chelate reductase 1-like,2,longevity
OG0008902,DACT1,antagonist of,2,longevity
OG0008906,NUPL1,Nucleoporin FG repeated region,2,longevity
OG0008909,TUBD1,"Tubulin/FtsZ family, GTPase domain",2,longevity
OG0008910,ABCF3,defense response to virus,2,longevity
OG0008911,YDJC,YdjC-like protein,2,longevity
OG0008912,RAPSN,protein of the synapse,2,longevity
OG0008913,PDSS2,Polyprenyl synthetase,2,longevity
OG0008914,DAO,D-amino-acid oxidase,2,longevity
OG0008920,PTGES2,"Glutathione S-transferase, N-terminal domain",2,longevity
OG0008922,ZNF839,Domain of unknown function (DUF4764),2,longevity
OG0008926,APLP1,Amyloid beta (A4) precursor-like protein 1,2,longevity
OG0008936,TUT1,Cid1 family poly A polymerase,2,longevity
OG0008937,KIAA2013,Uncharacterized conserved protein (DUF2152),2,longevity
OG0008939,CREG1,Pyridoxamine 5'-phosphate oxidase,2,longevity
OG0008957,LRCH1,Calponin homology domain,2,longevity
OG0008959,MINA,dioxygenase activity,2,longevity
OG0008962,MMP2,Fibronectin type 2 domain,2,longevity
OG0008964,CFAP36,The ARF-like 2 binding protein BART,2,longevity
OG0008971,ALG5,dolichyl-phosphate beta-glucosyltransferase,2,longevity
OG0008976,C3orf18,chromosome 3 open reading frame 18,2,longevity
OG0008992,CDON,"Cell adhesion associated, oncogene regulated",2,longevity
OG0008993,FBXL16,Leucine Rich repeat,2,longevity
OG0008994,LRRC73,"Leucine-rich repeats, outliers",2,longevity
OG0009000,ZMPSTE24,"CAAX prenyl protease N-terminal, five membrane helices",2,longevity
OG0009002,HPDL,4-hydroxyphenylpyruvate dioxygenase-like,2,longevity
OG0009004,CDCA8,Nbl1 / Borealin N terminal,2,longevity
OG0009010,WDR54,WD repeat-containing protein 54,2,longevity
OG0009014,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit",2,longevity
OG0009021,TBC1D16,"TBC1 domain family, member 16",2,longevity
OG0009029,NDUFAF1,Chaperone protein involved in the assembly of the mitochondrial NADH ubiquinone oxidoreductase complex (complex I),2,longevity
OG0009030,WDR1,"WD domain, G-beta repeat",2,longevity
OG0009035,CRLF3,cytokine receptor-like factor,2,longevity
OG0009048,CALML4,EF-hand domain pair,2,longevity
OG0009057,NAA30,FR47-like protein,2,longevity
OG0009058,BOP1,BOP1NT (NUC169) domain,2,longevity
OG0009059,ZNF821,Zinc finger protein 821,2,longevity
OG0009062,OMA1,Peptidase family M48,2,longevity
OG0009065,TTC17,Tetratricopeptide repeat,2,longevity
OG0009073,BCAN,Link (Hyaluronan-binding),2,longevity
OG0009077,KMT2E,"SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain",2,longevity
OG0009078,PANX1,Structural component of the gap junctions and the hemichannels. May play a role as a Ca(2 )-leak channel to regulate ER Ca(2 ) homeostasis,2,longevity
OG0009081,UOX,"Catalyzes the oxidation of uric acid to 5- hydroxyisourate, which is further processed to form (S)-allantoin",2,longevity
OG0009102,EVC2,Ellis van Creveld protein 2 like protein,2,longevity
OG0009109,TGFBI,Fasciclin domain,2,longevity
OG0009120,RBM20,U1-like zinc finger,2,longevity
OG0009121,RGL2,Guanine nucleotide exchange factor for Ras-like GTPases; N-terminal motif,2,longevity
OG0009129,POU2F3,Found in Pit-Oct-Unc transcription factors,2,longevity
OG0009146,C12orf43,protein C12orf43 homolog,2,longevity
OG0009149,LRP4,SMP-30/Gluconolaconase/LRE-like region,2,longevity
OG0009172,STAT3,Signal transducer and activator of transcription,2,longevity
OG0009175,SEC62,posttranslational protein targeting to endoplasmic reticulum membrane,2,longevity
OG0009184,FSD1,SPRY domain,2,longevity
OG0009186,CRBN,proteasome-mediated ubiquitin-dependent protein catabolic process,2,longevity
OG0009188,DNAJC24,"DnaJ (Hsp40) homolog, subfamily C, member 24",2,longevity
OG0009190,WDR18,Alternative WD40 repeat motif,2,longevity
OG0009191,RIPK4,Ankyrin repeat,2,longevity
OG0009205,KYNU,Aminotransferase class-V,2,longevity
OG0009210,ELTD1,GPCR-Autoproteolysis INducing (GAIN) domain,2,longevity
OG0009211,FAM131A,Putative cell signalling,2,longevity
OG0009212,PQLC3,PQ loop repeat containing 3,2,longevity
OG0009213,OSBPL1A,Oxysterol-binding protein,2,longevity
OG0009219,ISLR2,Leucine rich repeat N-terminal domain,2,longevity
OG0009225,EFCAB14,EF-hand calcium binding domain 14,2,longevity
OG0009227,DDB1,DNA binding protein 1,2,longevity
OG0009232,GOPC,PDZ domain (Also known as DHR or GLGF),2,longevity
OG0009235,ANAPC5,"complex, subunit 5",2,longevity
OG0009245,GPRIN2,G protein-regulated inducer of neurite outgrowth C-terminus,2,longevity
OG0009253,CAPN15,Calpain 15,2,longevity
OG0009263,RNF8,histone H2A K63-linked ubiquitination,2,longevity
OG0009269,MRI1,Initiation factor 2 subunit family,2,longevity
OG0009272,SLC39A11,Solute carrier family 39,2,longevity
OG0009285,IFT80,WD40 repeats,2,longevity
OG0009290,HDAC7,Histone deacetylase domain,2,longevity
OG0009296,PKP2,Armadillo/beta-catenin-like repeats,2,longevity
OG0009299,CTU2,Cytoplasmic tRNA 2-thiolation protein 2,2,longevity
OG0009304,SEMA4C,semaphorin domain,2,longevity
OG0009308,WDR81,"WD domain, G-beta repeat",2,longevity
OG0009310,CIRH1A,"WD domain, G-beta repeat",2,longevity
OG0009316,SEC22A,SEC22 vesicle trafficking protein homolog A (S. cerevisiae),2,longevity
OG0009323,EMC1,ER membrane protein complex subunit 1,2,longevity
OG0009327,TRAPPC12,Tetratricopeptide repeat,2,longevity
OG0009329,WSCD2,WSC domain containing 2,2,longevity
OG0009335,MIB1,Mib_herc2,2,longevity
OG0009336,OTC,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain",2,longevity
OG0009341,ZDHHC4,Pfam:zf-DHHC,2,longevity
OG0009346,ZHX2,Zinc fingers and homeoboxes,2,longevity
OG0009347,TSHZ1,Teashirt zinc finger homeobox 1,2,longevity
OG0009349,RHBDL2,Rhomboid family,2,longevity
OG0009355,PDGFD,platelet-derived growth factor receptor binding,2,longevity
OG0009356,PTAR1,Protein prenyltransferase alpha subunit repeat,2,longevity
OG0009360,LCA5,Ciliary protein causing Leber congenital amaurosis disease,2,longevity
OG0009372,TAF3,"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa",2,longevity
OG0009374,PRDM5,Zinc-finger double-stranded RNA-binding,2,longevity
OG0009376,POLR1B,DNA-directed 5'-3' RNA polymerase activity,2,longevity
OG0009402,SLC26A4,STAS domain,2,longevity
OG0009409,TTC14,Ribosomal protein S1-like RNA-binding domain,2,longevity
OG0009415,COA7,Cytochrome c oxidase assembly factor 7,2,longevity
OG0009421,TPCN1,Ion transport protein,2,longevity
OG0009426,NEK9,Regulator of chromosome condensation (RCC1) repeat,2,longevity
OG0009430,G2E3,G2 M-phase specific E3 ubiquitin protein ligase,2,longevity
OG0009433,RAB24,"RAB24, member RAS oncogene family",2,longevity
OG0009435,ZFAND4,AN1-like Zinc finger,2,longevity
OG0009437,GRAMD1C,Domain of unknown function (DUF4782),2,longevity
OG0009440,MLH1,DNA mismatch repair protein Mlh1 C-terminus,2,longevity
OG0009442,PIN1,"Peptidylprolyl cis trans isomerase, NIMA-interacting 1",2,longevity
OG0009448,GUCD1,Guanylyl cyclase domain containing 1,2,longevity
OG0009450,FUBP3,KH domain,2,longevity
OG0009458,CYHR1,Cysteine and histidine-rich protein 1 isoform,2,longevity
OG0009460,HSPB7,Belongs to the small heat shock protein (HSP20) family,2,longevity
OG0009472,USP47,Ubiquitin carboxyl-terminal hydrolase,2,longevity
OG0009474,GAB1,binding protein 1,2,longevity
OG0009486,DCAF5,"WD domain, G-beta repeat",2,longevity
OG0009491,MTCL1,Domain of unknown function (DUF4482),2,longevity
OG0009501,TRIP11,Thyroid hormone receptor interactor 11,2,longevity
OG0009507,C11orf58,Small acidic protein family,2,longevity
