qname,query,OG_ID,chr,seqStart,seqEnd
evm.model.ptg027826l.5_Prang-OG0012277.fa,evm.model.ptg027826l.5_Prang,OG0012277,chr3,15964562,15965564
evm.model.ptg002621l.6_Prang-OG0012278.fa,evm.model.ptg002621l.6_Prang,OG0012278,chr19,610340272,610342123
evm.model.ptg013099l.5_Prang-OG0012281.fa,evm.model.ptg013099l.5_Prang,OG0012281,chr12,1009559898,1009560333
evm.model.ptg008807l.4_Prang-OG0012282.fa,evm.model.ptg008807l.4_Prang,OG0012282,chr3,35961926,35963111
evm.model.ptg003177l.2_Prang-OG0012284.fa,evm.model.ptg003177l.2_Prang,OG0012284,chr3,1833846867,1833847275
evm.model.ptg001575l.5_Prang-OG0012287.fa,evm.model.ptg001575l.5_Prang,OG0012287,chr1,427983938,427986560
evm.model.ptg005816l.4_Prang-OG0012288.fa,evm.model.ptg005816l.4_Prang,OG0012288,chr1,3830985006,3830986155
evm.model.ptg005311l.3_Prang-OG0012289.fa,evm.model.ptg005311l.3_Prang,OG0012289,chr2,485178239,485179445
evm.model.ptg002653l.7_Prang-OG0012290.fa,evm.model.ptg002653l.7_Prang,OG0012290,chr2,2615814292,2615814985
evm.model.ptg001666l.6_Prang-OG0012292.fa,evm.model.ptg001666l.6_Prang,OG0012292,chr5,426690522,426691767
evm.model.ptg003563l.11_Prang-OG0012293.fa,evm.model.ptg003563l.11_Prang,OG0012293,chr3,560298781,560299711
evm.model.ptg001577l.5_Prang-OG0012294.fa,evm.model.ptg001577l.5_Prang,OG0012294,chr5,2154217801,2154219415
evm.model.ptg014772l.1_Prang-OG0012295.fa,evm.model.ptg014772l.1_Prang,OG0012295,chr5,2134593240,2134594611
evm.model.ptg030069l.1_Prang-OG0012297.fa,evm.model.ptg030069l.1_Prang,OG0012297,chr10,255857903,255858209
evm.model.ptg004127l.1_Prang-OG0012298.fa,evm.model.ptg004127l.1_Prang,OG0012298,chr5,1348934310,1348937373
evm.model.ptg004847l.6_Prang-OG0012300.fa,evm.model.ptg004847l.6_Prang,OG0012300,chr10,234965588,234965834
evm.model.ptg008189l.2_Prang-OG0012301.fa,evm.model.ptg008189l.2_Prang,OG0012301,chr9,806847032,806847407
evm.model.ptg008539l.1_Prang-OG0012302.fa,evm.model.ptg008539l.1_Prang,OG0012302,chr10,168329747,168332942
evm.model.ptg021934l.1_Prang-OG0012303.fa,evm.model.ptg021934l.1_Prang,OG0012303,chr10,1185635440,1185636157
evm.model.ptg017311l.3_Prang-OG0012307.fa,evm.model.ptg017311l.3_Prang,OG0012307,chr5,2639160023,2639161331
evm.model.ptg009521l.5_Prang-OG0012311.fa,evm.model.ptg009521l.5_Prang,OG0012311,chr5,2022563535,2022566052
evm.model.ptg009285l.2_Prang-OG0012312.fa,evm.model.ptg009285l.2_Prang,OG0012312,chr9,835642936,835644631
evm.model.ptg000953l.1_Prang-OG0012314.fa,evm.model.ptg000953l.1_Prang,OG0012314,chr5,1577856599,1577857199
evm.model.ptg000959l.9_Prang-OG0012315.fa,evm.model.ptg000959l.9_Prang,OG0012315,chr8,265627701,265632114
evm.model.ptg001085l.1_Prang-OG0012316.fa,evm.model.ptg001085l.1_Prang,OG0012316,chr5,2375465961,2375467998
evm.model.ptg017026l.2_Prang-OG0012317.fa,evm.model.ptg017026l.2_Prang,OG0012317,chr17,653753855,653754944
evm.model.ptg010261l.3_Prang-OG0012318.fa,evm.model.ptg010261l.3_Prang,OG0012318,chr17,657478764,657480150
evm.model.ptg002340l.2_Prang-OG0012319.fa,evm.model.ptg002340l.2_Prang,OG0012319,chr10,206360194,206361151
evm.model.ptg003369l.3_Prang-OG0012320.fa,evm.model.ptg003369l.3_Prang,OG0012320,chr4,870768211,870769153
evm.model.ptg019956l.2_Prang-OG0012321.fa,evm.model.ptg019956l.2_Prang,OG0012321,chr5,574483356,574483980
evm.model.ptg004162l.3_Prang-OG0012324.fa,evm.model.ptg004162l.3_Prang,OG0012324,chr6,994343165,994346063
evm.model.ptg001442l.1_Prang-OG0012328.fa,evm.model.ptg001442l.1_Prang,OG0012328,chr12,190912119,190914354
evm.model.ptg006936l.3_Prang-OG0012329.fa,evm.model.ptg006936l.3_Prang,OG0012329,chr12,64205931,64206801
evm.model.ptg006437l.4_Prang-OG0012330.fa,evm.model.ptg006437l.4_Prang,OG0012330,chr18,714432073,714432718
evm.model.ptg000658l.3_Prang-OG0012331.fa,evm.model.ptg000658l.3_Prang,OG0012331,chr18,700905601,700907410
evm.model.ptg007120l.2_Prang-OG0012332.fa,evm.model.ptg007120l.2_Prang,OG0012332,chr18,699040969,699042451
evm.model.ptg031320l.2_Prang-OG0012334.fa,evm.model.ptg031320l.2_Prang,OG0012334,chr5,1793012849,1793013185
evm.model.ptg012201l.3_Prang-OG0012335.fa,evm.model.ptg012201l.3_Prang,OG0012335,chr4,2992414824,2992415064
evm.model.ptg001010l.2_Prang-OG0012336.fa,evm.model.ptg001010l.2_Prang,OG0012336,chr7,406939386,406940760
evm.model.ptg008566l.1_Prang-OG0012337.fa,evm.model.ptg008566l.1_Prang,OG0012337,chr7,29081154,29081880
evm.model.ptg012529l.3_Prang-OG0012338.fa,evm.model.ptg012529l.3_Prang,OG0012338,chr7,597524390,597525662
evm.model.ptg011093l.1_Prang-OG0012339.fa,evm.model.ptg011093l.1_Prang,OG0012339,chr4,2499777904,2499779884
evm.model.ptg013369l.2_Prang-OG0012341.fa,evm.model.ptg013369l.2_Prang,OG0012341,chr7,1170056537,1170057185
evm.model.ptg003824l.1_Prang-OG0012343.fa,evm.model.ptg003824l.1_Prang,OG0012343,chr7,807563384,807565709
evm.model.ptg003291l.4_Prang-OG0012345.fa,evm.model.ptg003291l.4_Prang,OG0012345,chr7,993661441,993662785
evm.model.ptg004321l.1_Prang-OG0012346.fa,evm.model.ptg004321l.1_Prang,OG0012346,chr8,1084126294,1084128526
evm.model.ptg011955l.2_Prang-OG0012348.fa,evm.model.ptg011955l.2_Prang,OG0012348,chr13,773553687,773556672
evm.model.ptg004113l.4_Prang-OG0012350.fa,evm.model.ptg004113l.4_Prang,OG0012350,chr10,735304859,735305384
evm.model.ptg004719l.1_Prang-OG0012351.fa,evm.model.ptg004719l.1_Prang,OG0012351,chr16,716618248,716619100
evm.model.ptg011091l.6_Prang-OG0012352.fa,evm.model.ptg011091l.6_Prang,OG0012352,chr1,3263986306,3263987599
evm.model.ptg010773l.4_Prang-OG0012354.fa,evm.model.ptg010773l.4_Prang,OG0012354,chr2,631706469,631707357
evm.model.ptg008984l.1_Prang-OG0012355.fa,evm.model.ptg008984l.1_Prang,OG0012355,chr2,637572033,637573062
evm.model.ptg016968l.1_Prang-OG0012356.fa,evm.model.ptg016968l.1_Prang,OG0012356,chr9,1404301665,1404303141
evm.model.ptg006327l.2_Prang-OG0012357.fa,evm.model.ptg006327l.2_Prang,OG0012357,chr2,1899949453,1899950371
evm.model.ptg026377l.2_Prang-OG0012358.fa,evm.model.ptg026377l.2_Prang,OG0012358,chr9,1382197266,1382198634
evm.model.ptg018962l.2_Prang-OG0012360.fa,evm.model.ptg018962l.2_Prang,OG0012360,chr9,450925678,450926428
evm.model.ptg009130l.1_Prang-OG0012361.fa,evm.model.ptg009130l.1_Prang,OG0012361,chr5,776591955,776592501
evm.model.ptg023994l.2_Prang-OG0012362.fa,evm.model.ptg023994l.2_Prang,OG0012362,chr13,962932217,962935628
evm.model.ptg001345l.2_Prang-OG0012363.fa,evm.model.ptg001345l.2_Prang,OG0012363,chr13,904644619,904645261
evm.model.ptg002025l.2_Prang-OG0012364.fa,evm.model.ptg002025l.2_Prang,OG0012364,chr3,1521330155,1521331451
evm.model.ptg020212l.1_Prang-OG0012365.fa,evm.model.ptg020212l.1_Prang,OG0012365,chr5,950725268,950725895
evm.model.ptg052286l.1_Prang-OG0012366.fa,evm.model.ptg052286l.1_Prang,OG0012366,chr7,24704235,24705804
evm.model.ptg014750l.1_Prang-OG0012367.fa,evm.model.ptg014750l.1_Prang,OG0012367,chr7,499081488,499083006
evm.model.ptg006071l.1_Prang-OG0012368.fa,evm.model.ptg006071l.1_Prang,OG0012368,chr7,366064075,366064504
evm.model.ptg006408l.2_Prang-OG0012370.fa,evm.model.ptg006408l.2_Prang,OG0012370,chr16,266165525,266167043
evm.model.ptg017261l.1_Prang-OG0012371.fa,evm.model.ptg017261l.1_Prang,OG0012371,chr7,1069780885,1069782982
evm.model.ptg000012l.2_Prang-OG0012372.fa,evm.model.ptg000012l.2_Prang,OG0012372,chr7,582549850,582550813
evm.model.ptg000495l.5_Prang-OG0012373.fa,evm.model.ptg000495l.5_Prang,OG0012373,chr6,1495296134,1495296374
evm.model.ptg002181l.3_Prang-OG0012374.fa,evm.model.ptg002181l.3_Prang,OG0012374,chr5,1655030787,1655031705
evm.model.ptg003137l.13_Prang-OG0012376.fa,evm.model.ptg003137l.13_Prang,OG0012376,chr3,175737671,175738640
evm.model.ptg010389l.5_Prang-OG0012377.fa,evm.model.ptg010389l.5_Prang,OG0012377,chr12,1009280769,1009281156
evm.model.ptg001620l.3_Prang-OG0012379.fa,evm.model.ptg001620l.3_Prang,OG0012379,chr7,1594315652,1594316648
evi.model.ptg028517l.12_Prang-OG0012380.fa,evi.model.ptg028517l.12_Prang,OG0012380,chr6,1991585894,1991586896
evm.model.ptg010622l.1_Prang-OG0012381.fa,evm.model.ptg010622l.1_Prang,OG0012381,chr14,590197476,590198667
evm.model.ptg000607l.9_Prang-OG0012383.fa,evm.model.ptg000607l.9_Prang,OG0012383,chr14,552542304,552545418
evm.model.ptg002000l.2_Prang-OG0012384.fa,evm.model.ptg002000l.2_Prang,OG0012384,chr7,1406115360,1406115756
evm.model.ptg033474l.1_Prang-OG0012385.fa,evm.model.ptg033474l.1_Prang,OG0012385,chr7,1802779633,1802780284
evm.model.ptg005237l.9_Prang-OG0012386.fa,evm.model.ptg005237l.9_Prang,OG0012386,chr6,1417771680,1417772376
evm.model.ptg023834l.1_Prang-OG0012387.fa,evm.model.ptg023834l.1_Prang,OG0012387,chr7,1408562800,1408563148
evm.model.ptg001030l.3_Prang-OG0012388.fa,evm.model.ptg001030l.3_Prang,OG0012388,chr14,534246665,534248060
evm.model.ptg002746l.5_Prang-OG0012389.fa,evm.model.ptg002746l.5_Prang,OG0012389,chr2,344482824,344483718
evm.model.ptg001859l.4_Prang-OG0012390.fa,evm.model.ptg001859l.4_Prang,OG0012390,chr3,438539899,438543745
evm.model.ptg000356l.4_Prang-OG0012392.fa,evm.model.ptg000356l.4_Prang,OG0012392,chr16,408836035,408837334
evm.model.ptg000996l.2_Prang-OG0012397.fa,evm.model.ptg000996l.2_Prang,OG0012397,chr3,2333618176,2333619340
evm.model.ptg003820l.3_Prang-OG0012399.fa,evm.model.ptg003820l.3_Prang,OG0012399,chr2,2433738776,2433740051
evm.model.ptg002997l.7_Prang-OG0012401.fa,evm.model.ptg002997l.7_Prang,OG0012401,chr3,2952534959,2952535832
evm.model.ptg014429l.3_Prang-OG0012402.fa,evm.model.ptg014429l.3_Prang,OG0012402,chr5,2520345105,2520346539
evm.model.ptg007295l.4_Prang-OG0012403.fa,evm.model.ptg007295l.4_Prang,OG0012403,chr6,638980636,638981698
evm.model.ptg011323l.1_Prang-OG0012404.fa,evm.model.ptg011323l.1_Prang,OG0012404,chr13,83220089,83221208
evm.model.ptg006475l.3_Prang-OG0012405.fa,evm.model.ptg006475l.3_Prang,OG0012405,chr1,2761740765,2761741758
evm.model.ptg013800l.2_Prang-OG0012407.fa,evm.model.ptg013800l.2_Prang,OG0012407,chr5,1355846753,1355848268
evm.model.ptg013193l.4_Prang-OG0012408.fa,evm.model.ptg013193l.4_Prang,OG0012408,chr1,3586954857,3586955748
evm.model.ptg002856l.3_Prang-OG0012409.fa,evm.model.ptg002856l.3_Prang,OG0012409,chr4,2447876861,2447877779
evm.model.ptg001016l.4_Prang-OG0012410.fa,evm.model.ptg001016l.4_Prang,OG0012410,chr4,237072608,237073952
evm.model.ptg000177l.2_Prang-OG0012411.fa,evm.model.ptg000177l.2_Prang,OG0012411,chr8,511590848,511593200
evm.model.ptg005865l.3_Prang-OG0012412.fa,evm.model.ptg005865l.3_Prang,OG0012412,chr1,3611798798,3611799914
evm.model.ptg005232l.4_Prang-OG0012413.fa,evm.model.ptg005232l.4_Prang,OG0012413,chr2,2191708333,2191710190
evm.model.ptg002652l.1_Prang-OG0012414.fa,evm.model.ptg002652l.1_Prang,OG0012414,chr18,80070850,80071933
evm.model.ptg013047l.1_Prang-OG0012416.fa,evm.model.ptg013047l.1_Prang,OG0012416,chr6,140101224,140102415
evm.model.ptg012604l.1_Prang-OG0012417.fa,evm.model.ptg012604l.1_Prang,OG0012417,chr13,724668275,724669481
evm.model.ptg010335l.3_Prang-OG0012418.fa,evm.model.ptg010335l.3_Prang,OG0012418,chr6,35720459,35720945
evm.model.ptg014347l.5_Prang-OG0012419.fa,evm.model.ptg014347l.5_Prang,OG0012419,chr13,46684603,46684918
evm.model.ptg005421l.3_Prang-OG0012420.fa,evm.model.ptg005421l.3_Prang,OG0012420,chr4,1824793353,1824794631
evm.model.ptg001387l.4_Prang-OG0012421.fa,evm.model.ptg001387l.4_Prang,OG0012421,chr13,735601692,735602397
evm.model.ptg013444l.4_Prang-OG0012423.fa,evm.model.ptg013444l.4_Prang,OG0012423,chr16,442209176,442209947
evm.model.ptg011479l.7_Prang-OG0012424.fa,evm.model.ptg011479l.7_Prang,OG0012424,chr12,745689150,745690269
evm.model.ptg019362l.1_Prang-OG0012425.fa,evm.model.ptg019362l.1_Prang,OG0012425,chr2,1110662389,1110663244
evm.model.ptg001390l.2_Prang-OG0012426.fa,evm.model.ptg001390l.2_Prang,OG0012426,chr12,371802250,371802832
evm.model.ptg011831l.1_Prang-OG0012430.fa,evm.model.ptg011831l.1_Prang,OG0012430,chr12,624335841,624338052
evm.model.ptg003525l.2_Prang-OG0012432.fa,evm.model.ptg003525l.2_Prang,OG0012432,chr13,418466079,418467552
evm.model.ptg032308l.2_Prang-OG0012433.fa,evm.model.ptg032308l.2_Prang,OG0012433,chr12,1171122455,1171122872
evm.model.ptg002004l.2_Prang-OG0012434.fa,evm.model.ptg002004l.2_Prang,OG0012434,chr12,1113251918,1113253754
evm.model.ptg000769l.3_Prang-OG0012436.fa,evm.model.ptg000769l.3_Prang,OG0012436,chr9,1208233562,1208234534
evm.model.ptg003312l.16_Prang-OG0012437.fa,evm.model.ptg003312l.16_Prang,OG0012437,chr5,2220529767,2220531348
evm.model.ptg019785l.1_Prang-OG0012439.fa,evm.model.ptg019785l.1_Prang,OG0012439,chr6,45954590,45956177
evm.model.ptg019904l.1_Prang-OG0012440.fa,evm.model.ptg019904l.1_Prang,OG0012440,chr6,53011428,53013738
evm.model.ptg000806l.4_Prang-OG0012441.fa,evm.model.ptg000806l.4_Prang,OG0012441,chr6,1877276737,1877277955
evm.model.ptg026727l.2_Prang-OG0012442.fa,evm.model.ptg026727l.2_Prang,OG0012442,chr6,300978353,300980630
evm.model.ptg007021l.12_Prang-OG0012443.fa,evm.model.ptg007021l.12_Prang,OG0012443,chr5,2237086889,2237087681
evm.model.ptg001487l.3_Prang-OG0012445.fa,evm.model.ptg001487l.3_Prang,OG0012445,chr1,249584291,249586124
evm.model.ptg001187l.4_Prang-OG0012447.fa,evm.model.ptg001187l.4_Prang,OG0012447,chr4,3004394976,3004396140
evm.model.ptg000107l.6_Prang-OG0012449.fa,evm.model.ptg000107l.6_Prang,OG0012449,chr8,87138182,87139784
evm.model.ptg004510l.4_Prang-OG0012450.fa,evm.model.ptg004510l.4_Prang,OG0012450,chr8,775818223,775819561
evm.model.ptg000107l.5_Prang-OG0012451.fa,evm.model.ptg000107l.5_Prang,OG0012451,chr8,87062156,87064946
evm.model.ptg013497l.4_Prang-OG0012452.fa,evm.model.ptg013497l.4_Prang,OG0012452,chr8,240047927,240048350
evm.model.ptg000407l.5_Prang-OG0012454.fa,evm.model.ptg000407l.5_Prang,OG0012454,chr4,2723334619,2723335621
evm.model.ptg006461l.1_Prang-OG0012458.fa,evm.model.ptg006461l.1_Prang,OG0012458,chr8,613352811,613354278
evm.model.ptg005314l.8_Prang-OG0012459.fa,evm.model.ptg005314l.8_Prang,OG0012459,chr8,358551871,358552663
evm.model.ptg010711l.6_Prang-OG0012460.fa,evm.model.ptg010711l.6_Prang,OG0012460,chr4,794909765,794910644
evm.model.ptg000977l.6_Prang-OG0012461.fa,evm.model.ptg000977l.6_Prang,OG0012461,chr4,2879867491,2879869183
evm.model.ptg002862l.5_Prang-OG0012462.fa,evm.model.ptg002862l.5_Prang,OG0012462,chr4,1889049969,1889051106
evm.model.ptg002862l.3_Prang-OG0012463.fa,evm.model.ptg002862l.3_Prang,OG0012463,chr4,1886998045,1887003163
evm.model.ptg015253l.1_Prang-OG0012464.fa,evm.model.ptg015253l.1_Prang,OG0012464,chr8,18663288,18667740
evm.model.ptg008199l.1_Prang-OG0012466.fa,evm.model.ptg008199l.1_Prang,OG0012466,chr8,481438426,481440919
evm.model.ptg009282l.4_Prang-OG0012468.fa,evm.model.ptg009282l.4_Prang,OG0012468,chr8,340648227,340649277
evm.model.ptg005299l.7_Prang-OG0012469.fa,evm.model.ptg005299l.7_Prang,OG0012469,chr8,154374635,154378772
evm.model.ptg018096l.3_Prang-OG0012470.fa,evm.model.ptg018096l.3_Prang,OG0012470,chr4,295561460,295562408
evm.model.ptg006671l.1_Prang-OG0012471.fa,evm.model.ptg006671l.1_Prang,OG0012471,chr4,297144851,297145664
evm.model.ptg016492l.2_Prang-OG0012473.fa,evm.model.ptg016492l.2_Prang,OG0012473,chr4,286063041,286064592
evm.model.ptg013610l.2_Prang-OG0012474.fa,evm.model.ptg013610l.2_Prang,OG0012474,chr4,1284738759,1284739716
evm.model.ptg004294l.4_Prang-OG0012475.fa,evm.model.ptg004294l.4_Prang,OG0012475,chr10,774939737,774942626
evm.model.ptg004739l.2_Prang-OG0012477.fa,evm.model.ptg004739l.2_Prang,OG0012477,chr9,1230728028,1230732633
evm.model.ptg030795l.2_Prang-OG0012478.fa,evm.model.ptg030795l.2_Prang,OG0012478,chr15,899189758,899190892
evm.model.ptg023093l.1_Prang-OG0012479.fa,evm.model.ptg023093l.1_Prang,OG0012479,chr5,1947477389,1947478877
evm.model.ptg003357l.1_Prang-OG0012481.fa,evm.model.ptg003357l.1_Prang,OG0012481,chr15,273407985,273408558
evm.model.ptg005356l.6_Prang-OG0012482.fa,evm.model.ptg005356l.6_Prang,OG0012482,chr13,933347821,933348271
evm.model.ptg017195l.1_Prang-OG0012483.fa,evm.model.ptg017195l.1_Prang,OG0012483,chr4,1839597973,1839599599
evm.model.ptg004022l.3_Prang-OG0012484.fa,evm.model.ptg004022l.3_Prang,OG0012484,chr4,593152492,593152798
evi.model.ptg000438l.64_Prang-OG0012485.fa,evi.model.ptg000438l.64_Prang,OG0012485,chr13,943714735,943714954
evm.model.ptg010817l.5_Prang-OG0012486.fa,evm.model.ptg010817l.5_Prang,OG0012486,chr15,312106729,312108007
evm.model.ptg001387l.9_Prang-OG0012487.fa,evm.model.ptg001387l.9_Prang,OG0012487,chr13,738334053,738335952
evm.model.ptg021082l.1_Prang-OG0012488.fa,evm.model.ptg021082l.1_Prang,OG0012488,chr9,1005495819,1005496839
evm.model.ptg034100l.1_Prang-OG0012490.fa,evm.model.ptg034100l.1_Prang,OG0012490,chr13,1063734548,1063734818
evm.model.ptg008063l.5_Prang-OG0012491.fa,evm.model.ptg008063l.5_Prang,OG0012491,chr15,634452631,634453483
evm.model.ptg007461l.6_Prang-OG0012492.fa,evm.model.ptg007461l.6_Prang,OG0012492,chr10,789182962,789183895
evm.model.ptg041801l.2_Prang-OG0012493.fa,evm.model.ptg041801l.2_Prang,OG0012493,chr9,1034139066,1034140107
evm.model.ptg009318l.16_Prang-OG0012494.fa,evm.model.ptg009318l.16_Prang,OG0012494,chr9,1119129224,1119129749
evm.model.ptg007540l.1_Prang-OG0012495.fa,evm.model.ptg007540l.1_Prang,OG0012495,chr4,2748105838,2748106492
evm.model.ptg005385l.3_Prang-OG0012497.fa,evm.model.ptg005385l.3_Prang,OG0012497,chr2,2795284050,2795285436
evm.model.ptg000788l.7_Prang-OG0012498.fa,evm.model.ptg000788l.7_Prang,OG0012498,chr2,2646927246,2646928341
evm.model.ptg019341l.2_Prang-OG0012499.fa,evm.model.ptg019341l.2_Prang,OG0012499,chr3,121581659,121582946
evm.model.ptg004775l.3_Prang-OG0012500.fa,evm.model.ptg004775l.3_Prang,OG0012500,chr2,206578744,206580646
evm.model.ptg021462l.2_Prang-OG0012501.fa,evm.model.ptg021462l.2_Prang,OG0012501,chr2,3268644710,3268649078
evm.model.ptg007238l.4_Prang-OG0012502.fa,evm.model.ptg007238l.4_Prang,OG0012502,chr16,428864815,428865337
evm.model.ptg005709l.4_Prang-OG0012504.fa,evm.model.ptg005709l.4_Prang,OG0012504,chr5,507915268,507915949
evm.model.ptg011828l.5_Prang-OG0012507.fa,evm.model.ptg011828l.5_Prang,OG0012507,chr17,243909085,243910612
evm.model.ptg014062l.2_Prang-OG0012508.fa,evm.model.ptg014062l.2_Prang,OG0012508,chr5,1464494649,1464495501
evm.model.ptg013938l.4_Prang-OG0012509.fa,evm.model.ptg013938l.4_Prang,OG0012509,chr5,1457654230,1457654386
evm.model.ptg000359l.8_Prang-OG0012510.fa,evm.model.ptg000359l.8_Prang,OG0012510,chr5,2562604506,2562606351
evm.model.ptg015215l.2_Prang-OG0012511.fa,evm.model.ptg015215l.2_Prang,OG0012511,chr5,2588117677,2588118190
evm.model.ptg019914l.1_Prang-OG0012512.fa,evm.model.ptg019914l.1_Prang,OG0012512,chr9,33440074,33441037
evm.model.ptg014633l.1_Prang-OG0012513.fa,evm.model.ptg014633l.1_Prang,OG0012513,chr5,1511307734,1511309225
evm.model.ptg020366l.1_Prang-OG0012515.fa,evm.model.ptg020366l.1_Prang,OG0012515,chr9,1398704974,1398708094
evm.model.ptg003916l.3_Prang-OG0012517.fa,evm.model.ptg003916l.3_Prang,OG0012517,chr3,2835585023,2835586499
evm.model.ptg004009l.7_Prang-OG0012518.fa,evm.model.ptg004009l.7_Prang,OG0012518,chr19,498343252,498345442
evm.model.ptg001746l.5_Prang-OG0012519.fa,evm.model.ptg001746l.5_Prang,OG0012519,chr19,221184381,221185803
evm.model.ptg003156l.6_Prang-OG0012520.fa,evm.model.ptg003156l.6_Prang,OG0012520,chr19,549200650,549202648
evm.model.ptg007270l.8_Prang-OG0012521.fa,evm.model.ptg007270l.8_Prang,OG0012521,chr19,466986154,466987165
evm.model.ptg000307l.3_Prang-OG0012522.fa,evm.model.ptg000307l.3_Prang,OG0012522,chr3,1769795551,1769797066
evm.model.ptg015751l.1_Prang-OG0012523.fa,evm.model.ptg015751l.1_Prang,OG0012523,chr19,210325175,210326597
evm.model.ptg005121l.2_Prang-OG0012524.fa,evm.model.ptg005121l.2_Prang,OG0012524,chr3,695797123,695799190
evm.model.ptg001748l.1_Prang-OG0012525.fa,evm.model.ptg001748l.1_Prang,OG0012525,chr3,2726132671,2726133073
evm.model.ptg006551l.4_Prang-OG0012528.fa,evm.model.ptg006551l.4_Prang,OG0012528,chr1,3998163288,3998163786
evm.model.ptg005483l.5_Prang-OG0012529.fa,evm.model.ptg005483l.5_Prang,OG0012529,chr19,190715333,190718849
evm.model.ptg003024l.1_Prang-OG0012530.fa,evm.model.ptg003024l.1_Prang,OG0012530,chr19,719853617,719855099
evm.model.ptg010899l.3_Prang-OG0012531.fa,evm.model.ptg010899l.3_Prang,OG0012531,chr19,653851053,653852688
evm.model.ptg003264l.7_Prang-OG0012533.fa,evm.model.ptg003264l.7_Prang,OG0012533,chr19,240132671,240133274
evm.model.ptg025467l.4_Prang-OG0012534.fa,evm.model.ptg025467l.4_Prang,OG0012534,chr19,82914040,82915300
evm.model.ptg014689l.2_Prang-OG0012535.fa,evm.model.ptg014689l.2_Prang,OG0012535,chr19,677005061,677005688
evm.model.ptg008651l.1_Prang-OG0012536.fa,evm.model.ptg008651l.1_Prang,OG0012536,chr11,504091620,504093207
evm.model.ptg003299l.2_Prang-OG0012537.fa,evm.model.ptg003299l.2_Prang,OG0012537,chr19,91605366,91606269
evm.model.ptg014500l.3_Prang-OG0012538.fa,evm.model.ptg014500l.3_Prang,OG0012538,chr11,202310908,202313296
evm.model.ptg002083l.7_Prang-OG0012539.fa,evm.model.ptg002083l.7_Prang,OG0012539,chr3,1349730189,1349731215
evm.model.ptg004804l.3_Prang-OG0012541.fa,evm.model.ptg004804l.3_Prang,OG0012541,chr1,220774055,220775981
evm.model.ptg000808l.4_Prang-OG0012542.fa,evm.model.ptg000808l.4_Prang,OG0012542,chr2,555779042,555781157
evm.model.ptg011532l.1_Prang-OG0012543.fa,evm.model.ptg011532l.1_Prang,OG0012543,chr8,277464714,277466505
evm.model.ptg011056l.1_Prang-OG0012544.fa,evm.model.ptg011056l.1_Prang,OG0012544,chr16,23481090,23482842
evm.model.ptg006263l.3_Prang-OG0012545.fa,evm.model.ptg006263l.3_Prang,OG0012545,chr9,1008705973,1008706663
evm.model.ptg000297l.4_Prang-OG0012546.fa,evm.model.ptg000297l.4_Prang,OG0012546,chr10,478504858,478508242
evm.model.ptg000381l.8_Prang-OG0012547.fa,evm.model.ptg000381l.8_Prang,OG0012547,chr10,574629230,574631087
evm.model.ptg000020l.5_Prang-OG0012548.fa,evm.model.ptg000020l.5_Prang,OG0012548,chr10,493564811,493565735
evm.model.ptg025093l.2_Prang-OG0012549.fa,evm.model.ptg025093l.2_Prang,OG0012549,chr10,505276102,505277860
evm.model.ptg014677l.1_Prang-OG0012550.fa,evm.model.ptg014677l.1_Prang,OG0012550,chr2,459707632,459711334
evm.model.ptg000549l.2_Prang-OG0012551.fa,evm.model.ptg000549l.2_Prang,OG0012551,chr16,157544225,157545071
evm.model.ptg017218l.2_Prang-OG0012553.fa,evm.model.ptg017218l.2_Prang,OG0012553,chr9,813331883,813333641
evm.model.ptg018571l.3_Prang-OG0012554.fa,evm.model.ptg018571l.3_Prang,OG0012554,chr16,148529328,148530927
evm.model.ptg001282l.2_Prang-OG0012555.fa,evm.model.ptg001282l.2_Prang,OG0012555,chr4,486944604,486945321
evm.model.ptg026981l.1_Prang-OG0012556.fa,evm.model.ptg026981l.1_Prang,OG0012556,chr14,334807481,334807961
evm.model.ptg003772l.1_Prang-OG0012557.fa,evm.model.ptg003772l.1_Prang,OG0012557,chr11,664375913,664377533
evm.model.ptg003412l.6_Prang-OG0012558.fa,evm.model.ptg003412l.6_Prang,OG0012558,chr9,533582319,533584221
evm.model.ptg019544l.3_Prang-OG0012559.fa,evm.model.ptg019544l.3_Prang,OG0012559,chr9,418729228,418730617
evm.model.ptg005581l.2_Prang-OG0012561.fa,evm.model.ptg005581l.2_Prang,OG0012561,chr9,445819614,445820592
evm.model.ptg009540l.2_Prang-OG0012562.fa,evm.model.ptg009540l.2_Prang,OG0012562,chr8,1023850840,1023853369
evm.model.ptg007954l.1_Prang-OG0012564.fa,evm.model.ptg007954l.1_Prang,OG0012564,chr2,24584596,24585625
evm.model.ptg004918l.3_Prang-OG0012565.fa,evm.model.ptg004918l.3_Prang,OG0012565,chr9,589179665,589183457
evm.model.ptg010773l.7_Prang-OG0012566.fa,evm.model.ptg010773l.7_Prang,OG0012566,chr6,58646033,58646570
evm.model.ptg013444l.3_Prang-OG0012571.fa,evm.model.ptg013444l.3_Prang,OG0012571,chr16,442255981,442257217
evm.model.ptg018818l.2_Prang-OG0012573.fa,evm.model.ptg018818l.2_Prang,OG0012573,chr8,1363649569,1363650622
evm.model.ptg004007l.3_Prang-OG0012574.fa,evm.model.ptg004007l.3_Prang,OG0012574,chr16,95067857,95069123
