Ammel,Ammex,Asmec,Asmes,Darer,Gamor,Hosap,Leocu,Luden,Mymur,Nebri,Plwal,Prang,Sians,Sigra,Sirhi,Tagut,Thmac,Trros,Trtib,Xetro,Zoviv,nSp,og,selectionF,selectionB,allF,allB
1,NA,1,1,0.119041336190477,1,1,1,1,0.0976518613423738,0.26523674053852,1,0.7082871676594,NA,0.00720817861605577,NA,0.0608852234498853,0.200592439941797,1,0.116361232846274,0.586390070216702,0.407393512192331,hits_per_19_species,OG0011293,0,1,4,15
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,0.698166004122207,NA,1,1,hits_per_19_species,OG0011294,0,0,5,14
1,0.437864150106947,1,1,1,0.0229390173724114,1,0.0201220484590809,0.142181348091708,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011296,0,2,5,14
1,1,1,1,0.0194884030758958,1,1,1,1,1,1,NA,0.0629357892424416,1.066754138912e-06,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0011301,1,1,5,14
0.111579252447006,1,1,1,1,0.305804036459157,1,1,0.958038739032114,1,1,NA,1,1,NA,NA,1,1,1,1,1,0.0346375123311365,hits_per_19_species,OG0011305,0,1,5,14
0.011563853572091,1,0.0093343872657346,1,NA,0.00771908413435995,0.000963940917733108,0.000134857626057749,0.00324043305952515,0.01754182515185,0.00758504700592555,1,NA,1,1,1,5.20261362224606e-05,1,NA,1,2.57974287615204e-05,0.00100929356506996,hits_per_19_species,OG0011308,2,9,4,15
1,1,1,1,1,1,1,0.0573876030140585,1,1,1,NA,1,NA,0.00237214377533573,NA,1,1,1,0.0271157578970437,1,1,hits_per_19_species,OG0011310,0,2,4,15
1,1,1,1,0.244586952032907,1,0.344378474091561,0.243530302002331,1,1,1,NA,1,NA,1,NA,0.350191091072232,1,1,1,1,1,hits_per_19_species,OG0011312,0,0,4,15
1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,0.764609974768829,1,1,1,1,1,hits_per_19_species,OG0011314,0,0,3,16
1,1,1,1,0.849612895976051,0.807537867029257,0.905253457769732,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011315,0,0,4,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,hits_per_19_species,OG0011316,0,0,5,14
1,1,1,1,1,1,1,1,1,1,0.0505380272422548,0.972452329381048,1,NA,1,1,NA,1,1,NA,1,1,hits_per_19_species,OG0011318,0,0,5,14
1,1,1,1,1,0.0013672939805528,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011322,0,1,5,14
1,0.133928248642817,1,1,1,1,0.577003432212297,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0011323,0,0,5,14
1,1,1,0,1,1,1,1,1,1,1,NA,0.345526568300099,NA,0.107309431880157,NA,1,1,0.00016308423736533,1,1,1,hits_per_19_species,OG0011331,1,1,4,15
1,NA,1,1,1,0.677835285855824,0.822489986644062,0.000110683125384647,1,0.0833335785774053,1,NA,1,NA,0,0.0043631246592245,1,1,0.0043427803309708,1,1,1,hits_per_19_species,OG0011334,2,2,5,14
0.834777384746157,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011341,0,0,4,15
1,1,1,1,1,1,1,0.240170949256505,0.657227697351701,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011343,0,0,5,14
1,NA,1,1,1,NA,1,1,1,0.880205598769538,0.000163340588403837,1,0.059069535138044,1,NA,1,0.634022110364098,1,1,1,1,1,hits_per_19_species,OG0011346,0,1,6,13
0.71052766661062,1,1,1,1,1,1,1,1,1,1,NA,0.081156514086321,NA,0.0846361722713249,NA,1,1,1,1,1,1,hits_per_19_species,OG0011347,0,0,4,15
1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011348,0,0,4,15
1,1,1,1,0.399998203120899,1,1,NA,1,1,1,1,1,1,1,NA,1,1,0.814931873391875,1,1,NA,hits_per_19_species,OG0011359,0,0,5,14
1,NA,0,1,1,1,0.00020204324846218,NA,1,0.343037097638042,0.643870139471034,1,1,1,0,1.21449046019961e-05,1,0.377947494802263,0.180981882592537,NA,1,1,hits_per_19_species,OG0011362,2,2,6,13
1,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,hits_per_19_species,OG0011366,0,0,5,14
1,1,1,1,1,1,1,1,0.956172476538714,1,1,NA,0.000864202971958994,0.0537053775390916,NA,NA,0.116040531051884,1,1,1,1,1,hits_per_19_species,OG0011367,1,0,5,14
1,1,1,1,1,0.596823117049886,0.94693878175733,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,hits_per_19_species,OG0011375,0,0,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,0.0064921485658862,1,1,1,1,1,hits_per_19_species,OG0011377,0,1,4,15
1,1,1,1,NA,1,0.220066773286469,0.0718192626986153,1,0.016117657961425,1,0.00156449859203434,1,1,NA,NA,1,1,1,0.281170459728653,1,1,hits_per_19_species,OG0011378,0,2,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011381,0,0,4,15
1,1,1,1,1,0.465727433912957,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0011382,0,0,5,14
1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1.82417969618598e-11,1,0.667341058867308,hits_per_19_species,OG0011391,0,1,6,13
1,1,1,1,1,1,1,1,1,1,1,NA,0.0113161776160139,NA,NA,1,0.781124369486055,1,1.70974345792274e-13,1,1,1,hits_per_19_species,OG0011393,2,0,5,14
0.0247325746580129,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,6.78425804645499e-07,5.82203600607567e-07,1,1,hits_per_19_species,OG0011401,1,2,5,14
1,0.132210261293164,1,1,1,0.305978555011116,1,1,1,1,1,NA,1,1,NA,NA,1,1,0,1,1,1,hits_per_19_species,OG0011404,1,0,5,14
1,NA,1,1,1,1,1,1,1,1,1,0.592046649228733,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011411,0,0,4,15
1,1,0.261702022856349,1,1,1,1,1,1,1,0.269661345849282,NA,1,NA,1,NA,1,1,1,5.90947969475453e-06,1,1,hits_per_19_species,OG0011415,0,1,4,15
1,1,1.00557220883424e-08,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011419,1,0,4,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1.73249948937082e-05,1,1,1,1,1,1,hits_per_19_species,OG0011420,1,0,5,14
1,4.87658773695721e-06,1,1,6.45788147457527e-07,2.85974627090013e-07,1,0.0384136978093766,0.191503210083652,1,0.000562168843597388,NA,NA,NA,1,1.16573417585641e-14,1,1,1,1,1,1,hits_per_19_species,OG0011421,1,5,4,15
1,1,1,1,0.00684167934126789,1,0.0582468744793405,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011428,0,1,5,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011432,0,0,4,15
1,1,1,1,1,1,1,1,0.473612995218685,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011441,0,0,5,14
1,1,1,1,1,0.774040170650324,0.195511948618307,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,hits_per_19_species,OG0011443,0,0,3,16
0.707898473989646,1,1,1,NA,1,1,1,NA,1,1,1,NA,1.74860126378462e-14,1,1,1,1,1,1.5639653317967e-05,1,1,hits_per_19_species,OG0011445,1,1,4,15
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,hits_per_19_species,OG0011447,0,0,4,15
1,1,1,1,1,1,1,1,1,1,0.135397135125951,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011448,0,0,5,14
1,1,1,1,1,0.51639704089012,1,1,0.749369511311634,1,1,1,NA,1,1,1,1,1,NA,0.0973146696215756,NA,1,hits_per_19_species,OG0011449,0,0,4,15
1,1,1,1,1,1,1,1,1,1,1,NA,0.737329516378856,NA,NA,1,1,1,9.95177997370478e-06,0.742066747126771,1,1,hits_per_19_species,OG0011455,1,0,5,14
0.343664511930597,1,1.15846374068584e-05,1,0.246173819038583,1,1,NA,1,1,1,0.629708164398626,NA,NA,1,1,1,1,1,1,1,1,hits_per_19_species,OG0011457,1,0,4,15
1,1,1,1,0.646459659534545,0.102522153426002,1,1,1,1,1,NA,7.73834750167346e-07,NA,NA,0.000130475003985886,1,1,1,0.62862488241248,1,1,hits_per_19_species,OG0011458,2,0,5,14
1,0.0178729003314683,1,1,1,1,0.00584569971178839,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,hits_per_19_species,OG0011461,0,2,5,14
1,1,1,1,1,0.919912319938267,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,0.0147774355368406,hits_per_19_species,OG0011462,0,1,4,15
1,1,1,1,NA,1,1,1,1,1,1,0.742053999279709,NA,1,NA,1,1,0.670821005863568,1,5.65584053352497e-05,1,1,hits_per_19_species,OG0011463,0,1,5,14
1,1,9.05181185562043e-09,1,1,1,1,NA,1,1,1,NA,NA,0.976969872836483,1.22071797115097e-11,1,1,1,1,1,1,1,hits_per_19_species,OG0011468,1,1,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,0.0760892190058798,1,1,hits_per_19_species,OG0011469,0,0,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,4.08006961549745e-14,1,NA,1,1,1.58539847916472e-13,1,1,hits_per_19_species,OG0011471,0,2,5,14
1,1,1,1,1,1,1,1,1,1,1,0.140905795072753,1,NA,1,NA,1,1,1,0.83579980089505,1,NA,hits_per_19_species,OG0011472,0,0,4,15
1,0.14138246759125,1,1,1,1,0.117115579020252,1,1,1,1,NA,0.0327043435780553,NA,1,NA,0.411981128366535,1,1,1,1,1,hits_per_19_species,OG0011473,1,0,4,15
1,1,1,1,0.00890400311699241,0.479672166247324,1,1,1,1,NA,NA,NA,0,7.8953510396218e-13,1,1,1,1,0,1,1,hits_per_19_species,OG0011474,1,3,5,14
1,1,1,1,1,0.903160631177414,1,1,1,1,1,NA,1,0.294480518265031,NA,NA,1,1,1,1.09977305040587e-10,0.00433677832021473,0.00694519641671626,hits_per_19_species,OG0011479,0,3,5,14
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.936259943592908,NA,NA,1.17715963192655e-05,1.09384723501194e-12,1,1,1,hits_per_19_species,OG0011483,1,1,4,15
1,1,0.0494346691318597,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,5.35577138194299e-11,1,1,1,hits_per_19_species,OG0011489,2,0,4,15
1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011492,0,0,3,16
1,1,2.30290786440435e-11,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011493,1,0,4,15
1,1,NA,1,1,1,1,1,1,1,0.0706609796075082,1,1,NA,1,NA,1,1,1,0.00204384637748745,1,1,hits_per_19_species,OG0011494,0,1,3,16
1,1,1,1,1,1,1,NA,0.0388501070054406,1,1,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011495,1,0,5,14
1,1,1,1,0.011082741607124,1,1,0.0208715950772724,0.00155959050521265,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011496,1,2,4,15
1,0.00112186326237473,1,1,1,1,0.102263337263963,1,1,0.404246650935936,1,0.16085559126117,0.000558289654481736,NA,NA,NA,1,1,1,1,1,0.501278838984805,hits_per_19_species,OG0011500,1,1,4,15
1,0.000420967587116683,1,1,1,0.753563889423133,1,1,1,1,1,NA,1,NA,NA,0.000727057176292512,1,1,1,1,1,1,hits_per_19_species,OG0011502,1,1,5,14
1,1,1,1,1,1,0.627798416041698,1,1,1,1,NA,1,NA,1,NA,1,0.389234967649505,1,0,1,1,hits_per_19_species,OG0011504,0,1,4,15
1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,9.59153451107753e-09,1.94887383098141e-06,1,1,hits_per_19_species,OG0011507,1,1,4,15
1,1,1,1,1,1,1,0.738285517200472,1,1,1,NA,1,NA,0.000304616920988265,NA,1,1,3.23133741986226e-10,1,1,1,hits_per_19_species,OG0011509,1,1,4,15
1,1,1,1,0.00409590751568545,1,1,0.166148734607967,1,0.955094493657725,1,NA,1,0.0335763324460054,NA,NA,1,1,0,1,0.00450055810689393,1,hits_per_19_species,OG0011510,2,2,5,14
1,1,1,1,NA,1,1,0.00500777220896387,1,1,1,NA,1,NA,1,1,1,1,1,7.04608593693479e-11,1,1,hits_per_19_species,OG0011511,0,2,5,14
1,1,1,1,1,1,0.961388180823913,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011512,0,0,4,15
1,1,1,1,1,1,1,1,1,1,0.0516957960453091,NA,1,NA,1.47558762153555e-07,NA,1,1,1,1,1,1,hits_per_19_species,OG0011513,0,1,4,15
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,hits_per_19_species,OG0011515,0,0,5,14
1,1,0,1,1,0.119843283362422,1,0.0772391463196753,0.431103205701235,1,1,1,1,NA,1,1,NA,0.349825602039884,NA,2.60544631425219e-08,1,1,hits_per_19_species,OG0011517,1,1,4,15
1,1,1,1,1,4.15508822722011e-05,1,1,1,1,1,0.500701504784783,1.16573417585641e-14,NA,1,NA,NA,1,1,1,1,1,hits_per_19_species,OG0011523,1,1,4,15
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,0.17586740866759,1,1,1,0.952255009416505,0.601387453882975,hits_per_19_species,OG0011524,0,0,5,14
0.082791706598268,NA,1,0.0828689911841708,1,0.0673780273686784,1,1,1,1,NA,1,NA,1,0.0146864349688638,1,1,0.0767472762886434,1,0.0133773678688525,1,1,hits_per_19_species,OG0011525,0,2,5,14
0.0371528646472818,1,1,1,1,1,1,1,1,1,1,NA,0.00394068679514109,1,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0011527,1,1,5,14
1,NA,1,1,1,0.102713813775001,0.36784936860618,1,1,1,1,0.123530327847675,1,1,NA,NA,0.00457671902098167,1,1,1,1,1,hits_per_19_species,OG0011528,0,1,5,14
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,5.2211485135345e-10,NA,NA,1,1,1,1,1,hits_per_19_species,OG0011529,0,1,5,14
0.197950611073685,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011536,0,0,5,14
2.72916162302739e-05,1,1,1,NA,0.000767889186867265,NA,7.91009016065658e-07,2.91905347124532e-05,0.087795245484504,1.65211613634142e-06,0.498306392879798,NA,1,1,1,0.00238723979934519,0.0696112781690728,1,0.755388286658384,1,8.99142853338919e-07,hits_per_19_species,OG0011539,1,6,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,0.278666646761581,1,1,1,1,1,1,hits_per_19_species,OG0011540,0,0,5,14
1,0.547148330992548,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0011541,0,0,5,14
1,1,1,1,1,0.0196802249216918,1,1,1,1,1,0.630200496900314,NA,0.00313537146786025,NA,NA,1,1,1,0.26153786701337,1,0.871080921129515,hits_per_19_species,OG0011553,1,1,4,15
1,1,1,1,0.00259067737122154,0.0368243248871167,1,1,1,1,1,NA,1,NA,1.94289029309402e-14,1,1,1,0.176802237351355,NA,1,1,hits_per_19_species,OG0011554,0,3,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,0.89548179276669,hits_per_19_species,OG0011559,0,0,4,15
1,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,0.208174328090204,1,1,hits_per_19_species,OG0011560,0,0,5,14
1,0.59481690835972,1,1,1,1,1,NA,0.0420651464867953,0.583485577237633,1,1,1,NA,1,NA,0.422460041628461,0.810297667659195,1,1,1,0.0893847500113015,hits_per_19_species,OG0011561,1,0,4,15
1,0.128791353499146,1,1,1,1,1,1,1,1,1,NA,0.0160031827891619,1,NA,NA,1,1,1,1,1,1,hits_per_19_species,OG0011563,1,0,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,0.101214582330294,1,1,hits_per_19_species,OG0011564,0,0,5,14
1,NA,1,1,1,0.639822173149588,NA,1,1,1,1,0.691382856358423,1,NA,1,1,1,1,1,1,1,1,hits_per_19_species,OG0011565,0,0,5,14
1,0.739354759761365,1,1,1,1,1,1,1,0.00314955799519206,0.304045008220609,NA,0.614193987985066,1,1,NA,1,1,1,0.000126377093501717,1,NA,hits_per_19_species,OG0011568,0,2,5,14
1,1,1,1,0.00407841332993658,1,0.925192389157039,1,NA,1,1,NA,1,1,6.92976509508725e-10,NA,1,1,1,1,1,1,hits_per_19_species,OG0011571,0,2,4,15
1,1,1,1,1,0.0552603084828868,NA,1,1,1,1,NA,8.32030820463459e-07,NA,5.44009282066327e-14,1,1,1,1,1,1,1,hits_per_19_species,OG0011572,1,1,5,14
1,1,NA,0.0125054797172472,0.494330074308373,0.506635793319091,0.528627588661973,0.0798694952021076,3.69189740723197e-07,0.0713635127838746,0.800923023985818,1,1,0.659417525151849,NA,NA,0.041752025626417,1,1,0.0663387564290319,1,1,hits_per_19_species,OG0011573,1,2,4,15
1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,hits_per_19_species,OG0011576,0,0,5,14
1,1,NA,1,1,0.257645726867404,1,1,1,1,0.0203268270659629,1,1,NA,1,NA,1,1,1,1.81192394421714e-09,1,1,hits_per_19_species,OG0011579,0,2,3,16
1,1,1,1,1,1,0.0495375731535201,1,1,1,1,NA,0.000535213803425361,1,NA,NA,0.031699087572274,1,1,1,1,1,hits_per_19_species,OG0011583,1,2,5,14
1,1,1,1,0.690943657328315,1,1,NA,1,1,0.528810648442068,1,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011584,0,0,5,14
1,1,0,1,NA,0.0324959983207002,0.677078531119288,1,1,1,NA,1,1,1,NA,1,1,1,0.000244062183082261,1,1,1,hits_per_19_species,OG0011589,2,1,6,13
1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011590,0,0,5,14
1,1,6.03322037995291e-07,1,1,1,1,1,1,1,1,NA,1.45472803247948e-08,NA,1,NA,1,1,1,0.0186381163350723,1,1,hits_per_19_species,OG0011593,2,1,4,15
1,1,1,1,NA,1,1,1,1,1,1,NA,1,0,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011595,1,0,6,13
1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,0.00830873655210618,1,1,1,hits_per_19_species,OG0011596,1,0,5,14
1,1,1,1,1,1,0.553910330480974,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011597,0,0,5,14
1,1,1,1,1,1,0.0410676493034767,1,0.00974315624651212,1,0.469451441485127,1,1,1,NA,NA,1,1,1,NA,1,1,hits_per_19_species,OG0011601,1,1,5,14
1,NA,1,1,1,1,1,1,0.0938695009289822,1,1,1,1,1,NA,NA,0.447124211652811,1,0.164246731173381,1,1,1,hits_per_19_species,OG0011602,0,0,5,14
1,0.184316076303701,1,1,1,0.0113792807494149,0.233798640413373,4.07965706197833e-05,1,0.355101275096224,0.00526713252967248,NA,1,1,9.70712190306866e-05,NA,0.132212771455265,0.742942758555085,NA,0.0209909541731505,1,0.0462438601397816,hits_per_19_species,OG0011603,0,6,4,15
1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,0.120803661804714,1,1,hits_per_19_species,OG0011607,0,0,5,14
1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,0.000385005677674688,1,1,1,1,1,1,1,hits_per_19_species,OG0011608,0,1,5,14
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011610,0,0,3,16
1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,0.273454866591339,1,1,1,1,hits_per_19_species,OG0011611,0,0,5,14
1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,2.32233676733529e-11,1,1,1,hits_per_19_species,OG0011612,1,0,4,15
1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1.94289029309402e-15,1,1,1,hits_per_19_species,OG0011617,1,0,5,14
1,1,1,1,1,1,0.613773335876439,1,1,1,1,NA,1,NA,1,NA,1,1,1,1.77188734795664e-06,0.761731762455477,1,hits_per_19_species,OG0011619,0,1,4,15
1,1,1,1,1,1,0.908343551179165,1,0.219561753159846,1,1,NA,0.00248805478572089,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011620,1,0,4,15
1,1,1,1,1,0.0721173255718348,1,1,0.0801049156610274,1,1,NA,1,NA,1,NA,1,1,1,1,0.669033846771753,1,hits_per_19_species,OG0011622,0,0,4,15
1,1,1,1,0.00620052854865882,0.694776358813397,0.185812799369819,1,1,1,1,0.947404674874035,1,NA,1,1,1,NA,1,NA,1,1,hits_per_19_species,OG0011632,0,1,5,14
1,1,1,1,1.21898355298633e-08,1,0.139015322341703,1,1,1,1,NA,1,NA,1,NA,0.690723087084805,1,5.49424504781015e-08,1,1,0.00888702010374054,hits_per_19_species,OG0011635,1,2,4,15
1,1,1,1,1,1,1,1,0.232364625104316,1,1,NA,0.261258835681513,NA,1,NA,1,1,5.86952520600925e-05,1,1,1,hits_per_19_species,OG0011640,1,0,4,15
1,1,1,1,1,0.0156643496768454,1,1,1,1,NA,0.000690742002064537,6.30289706760045e-06,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011646,1,2,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,6.29125223028382e-07,NA,1,1,1,1,1,1,hits_per_19_species,OG0011648,0,1,4,15
1,NA,1,1,4.82104463672694e-05,NA,1,1,0.487102751151537,1,1,1,0.912638693503099,1,NA,1,1,1,1,1,0.0191167027115271,1,hits_per_19_species,OG0011649,0,2,6,13
1,1,NA,1,1,1,1,1,0.0321238824982931,1,1,1,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011654,1,0,3,16
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,0.611779545345533,1,0.11161780490506,1,1,1,hits_per_19_species,OG0011656,0,0,4,15
1,1,1,1,1,1,0.0673051482264512,1,1,1,1,NA,0.0826206604492711,NA,1,NA,1,0.376430654317191,1,1,1,0.465236354037745,hits_per_19_species,OG0011667,0,0,4,15
1,1,0.306936807299186,1,1,0.814293131996208,0.334558965053875,0.217214700800921,0.00100835430394231,0.0357563840855113,0.0756320792625047,NA,NA,1,1,NA,1,0.241993876075385,1.58629069879623e-07,1,0.877991027837178,1,hits_per_19_species,OG0011673,2,1,4,15
1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,0.00292242473979343,0.000523417896621692,0.981147669650096,1,1,hits_per_19_species,OG0011676,1,1,5,14
NA,0.454778799042047,1,1,0.0603472017485078,0.446859911513057,1,0.290743433673359,1,1,1,NA,1,1,NA,1,1,1,1.56598900513671e-09,1,1,1,hits_per_19_species,OG0011682,1,0,6,13
1,1,1,1,1,1,0.924474736873577,1,1.81902996054806e-05,1,1,NA,1,1,NA,NA,1,1,1,1,1,0.0160532282056636,hits_per_19_species,OG0011687,1,1,5,14
1,1,1,0.249693986397645,1,0.769768548723467,1,0.565453565443047,1,0.760021623642826,0.000707903913770513,NA,1,NA,1,NA,1,0.170122616743688,1,1,0.789687269421199,0.198999616540079,hits_per_19_species,OG0011692,0,1,4,15
1,1,1,1,1,1,1,1,0.337568084102874,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,hits_per_19_species,OG0011693,0,0,5,14
0.345783022675467,1,1,1,NA,0.0749359153613182,1,1,1,1,1,NA,6.51475207114061e-09,NA,0.370597253891893,1,0.229831490776235,1,1,1,1,1,hits_per_19_species,OG0011698,1,0,5,14
1,1,1,1,1,1,0.00368969783845391,0.0007223715828657,5.10439537859675e-08,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011699,1,2,4,15
1,NA,1,1,0.126969017669883,0.00584611824927417,0.788354611528315,1,0.823958618423568,1,0.00685777084651279,1,0.0704741800210631,1,0.0421402079969,NA,0.0517186956532258,1.07810049776447e-07,0.00208950733334429,0.387146576017149,NA,1,hits_per_19_species,OG0011700,1,4,5,14
1,1,1,1,1,1,1,1,0.581526251624906,0.540528530332167,1,NA,0.0797988099449159,NA,NA,1,1,1,1.92346139016308e-13,1,0.776645079249215,1,hits_per_19_species,OG0011701,1,0,5,14
1,0.0332445007311305,1,1,1,1,1,1,1,0.963937831076608,1,NA,1,NA,NA,1,1,1,1.94289029309402e-15,1,1,1,hits_per_19_species,OG0011703,1,1,5,14
1,1,1,1,1,0.0566169830678684,1,1,1,1,0.0280143069714243,1,1,NA,1,NA,1,1,1,NA,1,1,hits_per_19_species,OG0011704,0,1,4,15
1,1,1,1,0.793030917741396,0.191229530276897,1,1,1,1,1,1,1,1,NA,NA,1,0.80574071159091,1,NA,1,1,hits_per_19_species,OG0011707,0,0,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011711,0,0,4,15
1,1,1,1,1,1,1,1,1,1,0.0139783313473829,NA,0.0324864083458304,NA,1,NA,1,1,1,1,1,1,hits_per_19_species,OG0011712,1,1,4,15
0.342772619145854,1,1,1,1,1,1,1,1,1,1,NA,1,NA,0.00299413196569537,NA,1,1,1,3.12062759427745e-05,1,1,hits_per_19_species,OG0011720,0,2,4,15
1,1,1,1,1,1,0.856141547887833,NA,1,1,1,0.0194422312299869,0.25477942406636,1,NA,NA,1,1,3.88578058618805e-15,1,1,1,hits_per_19_species,OG0011722,1,1,5,14
1,1,1,1,1,1,1,1,1,1,1,NA,0.346877782862853,NA,1,1,1,1,0.188144266171686,1,NA,1,hits_per_19_species,OG0011725,0,0,5,14
1,1,NA,0.638211519183878,1,1,1,1,1,0.893219803562317,0.0409632929817842,1,0.75855639387544,NA,NA,1,1,1,1,1,1,0.782236198205784,hits_per_19_species,OG0011726,0,1,4,15
1,1,1,1,1,1,0.199456429431875,1,1,1,1,NA,1,NA,NA,1,0.198611588802816,1,1,5.63360469385543e-11,1,1,hits_per_19_species,OG0011733,0,1,5,14
1,1,1,1,1,1,1,1,1,1,NA,1,0.51903160958833,1,NA,NA,1,1,1,2.643756880083e-09,1,1,hits_per_19_species,OG0011735,0,1,5,14
1,1,1,1,1,NA,1,0.10979704216661,1,1,1,NA,1,1.5778201578609e-07,1,NA,1,1,1,1,1,0.347018776705841,hits_per_19_species,OG0011737,1,0,5,14
1,1,1,1,0.760615944518061,1,0.00348241841432745,1,1,1,0.75467698619666,NA,1,NA,1,NA,2.24705749451992e-07,1,1,1,1,0.747412603712451,hits_per_19_species,OG0011738,0,2,4,15
