OG_ID,analysis_absrel,analysis_paml,analysis_relax_intens,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,count_NA,count_sel
OG0014296,NA,NA,NA,NA,NA,NA,NA,eyeloss,THPO,,
OG0014349,NA,NA,NA,NA,NA,NA,pigmentation,NA,BRCA1,,
OG0014401,NA,NA,NA,NA,NA,NA,NA,eyeloss,NOS1AP,,
OG0014404,NA,NA,NA,NA,relaxed,NA,NA,NA,NA,,
OG0014428,NA,NA,NA,NA,NA,NA,NA,eyeloss,FAM216A,,
OG0014646,NA,NA,NA,NA,relaxed,NA,NA,NA,NA,,
OG0014649,NA,NA,NA,NA,relaxed,NA,NA,NA,PTH2,,
OG0014727,NA,NA,NA,NA,relaxed,NA,NA,NA,NA,,
OG0014740,NA,NA,NA,NA,NA,contracted,NA,NA,C7orf31,,
OG0014745,NA,NA,NA,NA,relaxed,NA,NA,NA,DUSP18,,
OG0014989,NA,NA,NA,NA,NA,contracted,NA,NA,UGT1A3,,
OG0015101,NA,NA,NA,NA,NA,NA,pigmentation,NA,INPP5E,,
OG0015119,NA,NA,NA,expanded,NA,NA,NA,NA,NA,,
OG0015176,NA,NA,NA,NA,NA,NA,NA,eyeloss,AGAP1,,
OG0015347,NA,NA,NA,NA,NA,contracted,NA,NA,PPFIA4,,
OG0015464,NA,NA,NA,NA,NA,NA,pigmentation,NA,BBIP1,,
OG0015491,NA,NA,NA,NA,NA,NA,NA,eyeloss,IL18RAP,,
OG0015610,NA,NA,NA,NA,NA,NA,pigmentation,NA,CYP11A1,,
OG0015717,NA,NA,NA,NA,NA,contracted,NA,eyeloss,PCDH15,,
OG0015728,NA,NA,NA,NA,NA,NA,NA,eyeloss,ASH1L,,
OG0015781,NA,NA,NA,NA,NA,NA,NA,eyeloss,USP50,,
OG0016006,NA,NA,NA,NA,NA,NA,pigmentation,NA,SYTL2,,
OG0016097,NA,NA,NA,NA,NA,NA,pigmentation,NA,MRAP,,
OG0016100,NA,NA,NA,NA,NA,NA,pigmentation,NA,SH3PXD2A,,
OG0016341,NA,NA,NA,NA,NA,contracted,NA,NA,ONECUT3,,
OG0016362,NA,NA,NA,NA,NA,NA,NA,eyeloss,TCF7L1,,
OG0016465,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB32,,
OG0016500,NA,NA,NA,NA,NA,NA,pigmentation,NA,MAFB,,
OG0016743,NA,NA,NA,NA,NA,NA,pigmentation,NA,FMN1,,
OG0016777,NA,NA,NA,NA,NA,NA,NA,eyeloss,PROM2,,
OG0016864,NA,NA,NA,NA,NA,NA,NA,eyeloss,FYB,,
OG0016897,NA,NA,NA,NA,NA,NA,NA,eyeloss,CPA2,,
OG0016913,NA,NA,NA,NA,NA,NA,NA,eyeloss,CSPP1,,
OG0017138,NA,NA,NA,NA,NA,NA,pigmentation,NA,ZBTB17,,
OG0017168,NA,NA,NA,NA,NA,NA,pigmentation,NA,OPHN1,,
OG0017207,NA,NA,NA,NA,NA,NA,pigmentation,NA,HIPK2,,
OG0017265,NA,NA,NA,NA,NA,NA,pigmentation,NA,LVRN,,
OG0017396,NA,NA,NA,NA,NA,NA,pigmentation,NA,NOTCH2,,
OG0017398,NA,NA,NA,NA,NA,NA,NA,eyeloss,GJA8,,
OG0017457,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PARD3,,
OG0017676,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC7A11,,
OG0017696,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT9,,
OG0017740,NA,NA,NA,NA,NA,NA,NA,eyeloss,PPFIA2,,
OG0017777,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT14,,
OG0017853,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC12A2,,
OG0017862,NA,NA,NA,NA,NA,NA,pigmentation,NA,HTR2A,,
OG0017898,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC44A3,,
OG0017954,NA,NA,NA,NA,NA,contracted,NA,NA,KIRREL3,,
OG0018023,NA,NA,NA,NA,NA,NA,pigmentation,NA,PLXNB2,,
OG0018042,NA,NA,NA,NA,NA,contracted,NA,NA,KIF21A,,
OG0018418,NA,NA,NA,NA,NA,contracted,NA,NA,NA,,
OG0018504,NA,NA,NA,NA,NA,contracted,NA,eyeloss,JMJD1C,,
OG0018540,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAPGEF2,,
OG0018565,NA,NA,NA,NA,NA,NA,NA,eyeloss,SALL2,,
OG0018698,NA,NA,NA,NA,NA,contracted,NA,NA,TOP1MT,,
OG0018704,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP1A1,,
OG0018803,NA,NA,NA,NA,NA,NA,pigmentation,NA,ITGB1,,
OG0018868,NA,NA,NA,NA,NA,NA,NA,eyeloss,ADAM32,,
OG0019046,NA,NA,NA,NA,NA,NA,pigmentation,NA,ESCO2,,
OG0019351,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,DCTN1,,
OG0019364,NA,NA,NA,NA,NA,NA,NA,eyeloss,ELL2,,
OG0019372,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,CEP290,,
OG0019395,NA,NA,NA,NA,NA,contracted,NA,NA,KCNIP3,,
OG0019405,NA,NA,NA,NA,NA,contracted,NA,NA,NA,,
OG0019434,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAMTS20,,
OG0019509,NA,NA,NA,NA,NA,NA,pigmentation,NA,TRPM1,,
OG0019552,NA,NA,NA,NA,NA,NA,NA,eyeloss,CYP4B1,,
OG0019553,NA,NA,NA,NA,NA,contracted,NA,NA,NA,,
OG0019603,NA,NA,NA,NA,NA,NA,pigmentation,NA,SCARB2,,
OG0019729,NA,NA,NA,NA,NA,contracted,NA,NA,FLT3,,
OG0019818,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,,
OG0019831,NA,NA,NA,NA,NA,NA,pigmentation,NA,LARP7,,
OG0019834,NA,NA,NA,NA,NA,NA,NA,eyeloss,SIX3,,
OG0019882,NA,NA,NA,NA,NA,NA,NA,eyeloss,MAP3K7,,
OG0019905,NA,NA,NA,NA,NA,NA,NA,eyeloss,GRM3,,
OG0019945,NA,NA,NA,NA,NA,NA,NA,eyeloss,AGAP1,,
OG0020019,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP43,,
OG0020039,NA,NA,NA,NA,NA,NA,pigmentation,NA,TP63,,
OG0020654,NA,NA,NA,NA,NA,NA,NA,eyeloss,AHRR,,
OG0020672,NA,NA,NA,NA,NA,NA,NA,eyeloss,LAMA1,,
OG0020792,NA,NA,NA,NA,NA,NA,NA,eyeloss,PDE6C,,
OG0020816,NA,NA,NA,NA,NA,NA,pigmentation,NA,MMP17,,
OG0020817,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,,
OG0020846,NA,NA,NA,NA,NA,NA,pigmentation,NA,IMPDH1,,
OG0020860,NA,NA,NA,NA,NA,NA,pigmentation,NA,STK11,,
OG0020915,NA,NA,NA,NA,NA,NA,pigmentation,NA,SPAG9,,
OG0020948,NA,NA,NA,NA,NA,contracted,NA,NA,CYFIP1,,
OG0020980,NA,NA,NA,NA,NA,NA,pigmentation,NA,FOXM1,,
OG0021034,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIEZO2,,
OG0021038,NA,NA,NA,NA,NA,contracted,pigmentation,NA,SPAG9,,
OG0021041,NA,NA,NA,NA,NA,NA,NA,eyeloss,DOCK6,,
OG0021053,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB1A,,
OG0021076,NA,NA,NA,NA,NA,NA,NA,eyeloss,VWA8,,
OG0021135,NA,NA,NA,NA,NA,contracted,NA,NA,PPL,,
OG0021164,NA,NA,NA,NA,NA,NA,NA,eyeloss,PROM2,,
OG0021171,NA,NA,NA,NA,NA,NA,pigmentation,NA,AP3S2,,
OG0021431,NA,NA,NA,NA,NA,NA,NA,eyeloss,BCOR,,
OG0021448,NA,NA,NA,NA,NA,contracted,NA,NA,THSD7B,,
OG0021461,NA,NA,NA,NA,NA,NA,NA,eyeloss,GPSM2,,
OG0021466,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC22A7,,
OG0022294,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC22A7,,
OG0022370,NA,NA,NA,NA,NA,NA,pigmentation,NA,GAS7,,
OG0022381,NA,NA,NA,NA,NA,NA,pigmentation,NA,PKN2,,
OG0022431,NA,NA,NA,NA,NA,NA,pigmentation,NA,GLI3,,
OG0022433,NA,NA,NA,NA,NA,NA,pigmentation,NA,POLR1A,,
OG0022487,NA,NA,NA,NA,NA,NA,NA,eyeloss,NODAL,,
OG0022518,NA,NA,NA,NA,NA,NA,NA,eyeloss,DAG1,,
OG0022625,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAMTS20,,
OG0022655,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,,
OG0022669,NA,NA,NA,NA,NA,NA,pigmentation,NA,MASP1,,
OG0022728,NA,NA,NA,NA,NA,NA,pigmentation,NA,HES1,,
OG0022805,NA,NA,NA,NA,NA,NA,NA,eyeloss,TBC1D32,,
OG0022806,NA,NA,NA,NA,NA,NA,pigmentation,NA,GRM1,,
OG0022809,NA,NA,NA,NA,NA,contracted,NA,NA,BIRC6,,
OG0022814,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPR143,,
OG0022821,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPC3,,
OG0022822,NA,NA,NA,NA,NA,contracted,pigmentation,NA,KIF13A,,
OG0022849,NA,NA,NA,NA,NA,contracted,NA,NA,TRIM2,,
OG0022875,NA,NA,NA,NA,NA,NA,NA,eyeloss,CDH23,,
OG0022987,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,CDC42,,
OG0023004,NA,NA,NA,NA,NA,NA,pigmentation,NA,PRKAR1A,,
OG0023076,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADCY5,,
OG0023089,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP13,,
OG0023115,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ALDH2,,
OG0023256,NA,NA,NA,NA,NA,contracted,NA,NA,MCOLN1,,
OG0023297,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM63B,,
OG0023300,NA,NA,NA,NA,NA,NA,pigmentation,NA,FMN1,,
OG0023392,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,,
OG0023460,NA,NA,NA,NA,NA,NA,pigmentation,NA,GRM1,,
OG0023472,NA,NA,NA,NA,NA,NA,pigmentation,NA,PRPS1,,
OG0023489,NA,NA,NA,NA,NA,NA,pigmentation,NA,PCDH10,,
OG0023511,NA,NA,NA,NA,NA,NA,pigmentation,NA,DIO2,,
OG0023512,NA,NA,NA,NA,NA,NA,pigmentation,NA,WNT7A,,
OG0023513,NA,NA,NA,NA,NA,NA,pigmentation,NA,TRPM1,,
OG0023547,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATG7,,
OG0023548,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,FREM2,,
OG0023594,NA,NA,NA,NA,NA,NA,NA,eyeloss,LRP5,,
OG0023600,NA,NA,NA,NA,NA,NA,NA,eyeloss,NEDD4L,,
OG0023612,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15,,
OG0023625,NA,NA,NA,NA,NA,NA,NA,eyeloss,SPNS2,,
OG0023680,NA,NA,NA,NA,NA,NA,pigmentation,NA,GNPTAB,,
OG0023689,NA,NA,NA,NA,NA,NA,NA,eyeloss,NBAS,,
OG0023694,NA,NA,NA,NA,NA,NA,pigmentation,NA,AFG3L2,,
OG0023699,NA,NA,NA,NA,NA,NA,NA,eyeloss,TCF7,,
OG0024960,NA,NA,NA,NA,NA,NA,NA,eyeloss,PPFIA2,,
OG0024961,NA,NA,NA,NA,NA,contracted,NA,NA,NA,,
OG0024973,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC22A7,,
OG0024987,NA,NA,NA,NA,NA,NA,pigmentation,NA,MCM2,,
OG0025114,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYCBP2,,
OG0025122,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT5,,
OG0025124,NA,NA,NA,NA,NA,NA,NA,eyeloss,AGAP1,,
OG0025125,NA,NA,NA,NA,NA,NA,pigmentation,NA,FSCN1,,
OG0025146,NA,NA,NA,NA,NA,NA,pigmentation,NA,DHRSX,,
OG0025158,NA,NA,NA,NA,NA,NA,pigmentation,NA,CORO1A,,
OG0025163,NA,NA,NA,NA,NA,NA,NA,eyeloss,DHX40,,
OG0025180,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT4,,
OG0025216,NA,NA,NA,NA,NA,NA,pigmentation,NA,NR3C1,,
OG0025221,NA,NA,NA,NA,NA,NA,pigmentation,NA,NPY,,
OG0025233,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT4,,
OG0025234,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,FREM2,,
OG0025240,NA,NA,NA,NA,NA,NA,pigmentation,NA,SMARCA4,,
OG0025322,NA,NA,NA,NA,NA,NA,NA,eyeloss,RPE65,,
OG0025328,NA,NA,NA,NA,NA,NA,NA,eyeloss,LAMA1,,
OG0025331,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB3GAP1,,
OG0025336,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,,
OG0025341,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ABCB6,,
OG0025356,NA,NA,NA,NA,NA,NA,pigmentation,NA,ETS1,,
OG0025542,NA,NA,NA,NA,NA,NA,pigmentation,NA,NNT,,
OG0025599,NA,NA,NA,NA,NA,NA,pigmentation,NA,INPP5B,,
OG0025628,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP6AP2,,
OG0025741,NA,NA,NA,NA,NA,NA,pigmentation,NA,AMBRA1,,
OG0025806,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3A,,
OG0025809,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC12A2,,
OG0025847,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC25A24,,
OG0025856,NA,NA,NA,NA,NA,NA,NA,eyeloss,TRRAP,,
OG0025934,NA,NA,NA,NA,NA,NA,NA,eyeloss,RNF157,,
OG0025962,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYCBP2,,
OG0026086,NA,NA,NA,NA,NA,NA,NA,eyeloss,MYO7A,,
OG0026108,NA,NA,NA,NA,NA,NA,pigmentation,NA,SGSM2,,
OG0026249,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC7A5,,
OG0026298,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,RAF1,,
OG0026301,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCD2,,
OG0026327,NA,NA,NA,NA,NA,NA,NA,eyeloss,NCOA3,,
OG0026598,NA,NA,NA,NA,NA,NA,NA,eyeloss,POMGNT1,,
OG0026739,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,DCTN1,,
OG0026799,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ZIC2,,
OG0026819,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEF2C,,
OG0026875,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT9,,
OG0026963,NA,NA,NA,NA,NA,NA,pigmentation,NA,HES1,,
OG0026967,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SIX6,,
OG0026985,NA,NA,NA,NA,NA,NA,pigmentation,NA,HOXA13,,
OG0027019,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SHH,,
OG0027098,NA,NA,NA,NA,NA,NA,pigmentation,NA,USF2,,
OG0027103,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPER1,,
OG0027110,NA,NA,NA,NA,NA,NA,NA,eyeloss,VPS37D,,
OG0027146,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,,
OG0027150,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15,,
OG0027160,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PTCH1,,
OG0027207,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBC1D10B,,
OG0027211,NA,NA,NA,NA,NA,NA,pigmentation,NA,SIK2,,
OG0027232,NA,NA,NA,NA,NA,NA,pigmentation,NA,FIG4,,
OG0027288,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYO5A,,
OG0027353,NA,NA,NA,NA,NA,NA,NA,eyeloss,EDDM3B,,
OG0027416,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,MYO10,,
OG0027446,NA,NA,NA,NA,NA,NA,NA,eyeloss,AHSA2,,
OG0027499,NA,NA,NA,NA,NA,NA,pigmentation,NA,TRPM1,,
OG0027514,NA,NA,NA,NA,NA,NA,pigmentation,NA,NF1,,
OG0027554,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,TENM3,,
OG0027570,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PXDN,,
OG0027582,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB3GAP1,,
OG0027608,NA,NA,NA,NA,NA,NA,NA,eyeloss,FBP2,,
OG0027609,NA,NA,NA,NA,NA,NA,NA,eyeloss,BMP2K,,
OG0027611,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,TENM3,,
OG0027627,NA,NA,NA,NA,NA,NA,NA,eyeloss,RHBDF1,,
OG0027666,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYH9,,
OG0027688,NA,NA,NA,NA,NA,NA,pigmentation,NA,AFG3L2,,
OG0027700,NA,NA,NA,NA,NA,NA,NA,eyeloss,BMP7,,
OG0027741,NA,NA,NA,NA,NA,NA,pigmentation,NA,SOX5,,
OG0027743,NA,NA,NA,NA,NA,NA,pigmentation,NA,SGPL1,,
OG0027750,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC25A24,,
OG0027751,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYC,,
OG0027808,NA,NA,NA,NA,NA,NA,pigmentation,NA,GNAQ,,
OG0027830,NA,NA,NA,NA,NA,NA,pigmentation,NA,RADIL,,
OG0027836,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC12A2,,
OG0027843,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,FREM2,,
OG0027861,NA,NA,NA,NA,NA,NA,NA,eyeloss,ETFDH,,
OG0027883,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB32,,
OG0027898,NA,NA,NA,NA,NA,NA,pigmentation,NA,AMBRA1,,
OG0028375,NA,NA,NA,NA,NA,NA,NA,eyeloss,PPFIA2,,
OG0029168,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX19,,
OG0030489,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC22A7,,
OG0030490,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC22A7,,
OG0030593,NA,NA,NA,NA,NA,NA,pigmentation,NA,MLH1,,
OG0030634,NA,NA,NA,NA,NA,NA,pigmentation,NA,MCM4,,
OG0030635,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP7,,
OG0030710,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM189,,
OG0030799,NA,NA,NA,NA,NA,NA,pigmentation,NA,MDN1,,
OG0030819,NA,NA,NA,NA,NA,NA,NA,eyeloss,NEDD4L,,
OG0030860,NA,NA,NA,NA,NA,NA,pigmentation,NA,GFPT1,,
OG0030868,NA,NA,NA,NA,NA,NA,pigmentation,NA,GNAI3,,
OG0030876,NA,NA,NA,NA,NA,NA,pigmentation,NA,ECE1,,
OG0030877,NA,NA,NA,NA,NA,NA,pigmentation,NA,SIK2,,
OG0030883,NA,NA,NA,NA,NA,NA,pigmentation,NA,IMPDH1,,
OG0030886,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ALDH2,,
OG0030917,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC12A2,,
OG0030941,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTPN21,,
OG0030952,NA,NA,NA,NA,NA,NA,NA,eyeloss,GRB7,,
OG0030958,NA,NA,NA,NA,NA,NA,pigmentation,NA,FIG4,,
OG0030964,NA,NA,NA,NA,NA,NA,pigmentation,NA,PEPD,,
OG0030970,NA,NA,NA,NA,NA,NA,pigmentation,NA,USF2,,
OG0030983,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,KIF5A,,
OG0031003,NA,NA,NA,NA,NA,NA,NA,eyeloss,PRC1,,
OG0031004,NA,NA,NA,NA,NA,NA,pigmentation,NA,SOX9,,
OG0031009,NA,NA,NA,NA,NA,NA,pigmentation,NA,DLAT,,
OG0031023,NA,NA,NA,NA,NA,NA,pigmentation,NA,NCSTN,,
OG0031027,NA,NA,NA,NA,NA,NA,pigmentation,NA,SMARCA4,,
OG0031032,NA,NA,NA,NA,NA,NA,NA,eyeloss,LAMB1,,
OG0031040,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYO5A,,
OG0031042,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP9X,,
OG0031047,NA,NA,NA,NA,NA,NA,pigmentation,NA,DYNC1H1,,
OG0031058,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEF2C,,
OG0031065,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB6A,,
OG0031083,NA,NA,NA,NA,NA,NA,pigmentation,NA,PLXNB2,,
OG0031092,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP9X,,
OG0031120,NA,NA,NA,NA,NA,NA,pigmentation,NA,DHRSX,,
OG0031127,NA,NA,NA,NA,NA,NA,pigmentation,NA,CPLX4,,
OG0031158,NA,NA,NA,NA,NA,NA,NA,eyeloss,PARP1,,
OG0031159,NA,NA,NA,NA,NA,NA,NA,eyeloss,RPE65,,
OG0031174,NA,NA,NA,NA,NA,NA,pigmentation,NA,POGLUT1,,
OG0031207,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB38,,
OG0031209,NA,NA,NA,NA,NA,NA,NA,eyeloss,TNPO2,,
OG0031233,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAMTS20,,
OG0031239,NA,NA,NA,NA,NA,NA,pigmentation,NA,MCM2,,
OG0031240,NA,NA,NA,NA,NA,NA,pigmentation,NA,EGFR,,
OG0031254,NA,NA,NA,NA,NA,NA,pigmentation,NA,BBS4,,
OG0031273,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB3GAP1,,
OG0031285,NA,NA,NA,NA,NA,NA,pigmentation,NA,GBF1,,
OG0031286,NA,NA,NA,NA,NA,NA,pigmentation,NA,NNT,,
OG0031317,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15,,
OG0031324,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,CEP290,,
OG0031331,NA,NA,NA,NA,NA,NA,pigmentation,NA,OCRL,,
OG0031340,NA,NA,NA,NA,NA,NA,NA,eyeloss,DNM1L,,
OG0031341,NA,NA,NA,NA,NA,NA,pigmentation,NA,TLN1,,
OG0031360,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3H,,
OG0031377,NA,NA,NA,NA,NA,NA,pigmentation,NA,CTBP2,,
OG0031393,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTPN21,,
OG0031405,NA,NA,NA,NA,NA,NA,NA,eyeloss,ADAMTS18,,
OG0031418,NA,NA,NA,NA,NA,NA,pigmentation,NA,HTT,,
OG0031428,NA,NA,NA,NA,NA,NA,pigmentation,NA,NF1,,
OG0031456,NA,NA,NA,NA,NA,NA,pigmentation,NA,PKN2,,
OG0031461,NA,NA,NA,NA,NA,NA,pigmentation,NA,RNF41,,
OG0031482,NA,NA,NA,NA,NA,NA,pigmentation,NA,GRM1,,
OG0031496,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYCBP2,,
OG0031515,NA,NA,NA,NA,NA,NA,pigmentation,NA,MGRN1,,
OG0031601,NA,NA,NA,NA,NA,NA,pigmentation,NA,GAS7,,
OG0031704,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PARD3,,
OG0031706,NA,NA,NA,NA,NA,NA,pigmentation,NA,HES1,,
OG0031708,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,,
OG0031727,NA,NA,NA,NA,NA,NA,NA,eyeloss,VWA8,,
OG0031757,NA,NA,NA,NA,NA,NA,pigmentation,NA,FGFR3,,
OG0031759,NA,NA,NA,NA,NA,NA,NA,eyeloss,EFNA5,,
OG0031791,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRT75,,
OG0031794,NA,NA,NA,NA,NA,NA,pigmentation,NA,KIF13A,,
OG0031853,NA,NA,NA,NA,NA,NA,NA,eyeloss,NOS1AP,,
OG0031872,NA,NA,NA,NA,NA,NA,NA,eyeloss,SLC2A5,,
OG0031935,NA,NA,NA,NA,NA,NA,NA,eyeloss,MIB2,,
OG0031941,NA,NA,NA,NA,NA,NA,pigmentation,NA,YY1,,
OG0032015,NA,NA,NA,NA,NA,NA,pigmentation,NA,DMXL2,,
OG0032019,NA,NA,NA,NA,NA,NA,pigmentation,NA,PEPD,,
OG0032126,NA,NA,NA,NA,NA,NA,pigmentation,NA,OPHN1,,
OG0032128,NA,NA,NA,NA,NA,NA,pigmentation,NA,OPHN1,,
OG0032256,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP1A1,,
OG0032269,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ZIC2,,
OG0032327,NA,NA,NA,NA,NA,NA,pigmentation,NA,USF2,,
OG0032330,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3H,,
OG0032331,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3H,,
OG0032344,NA,NA,NA,NA,NA,NA,NA,eyeloss,ITM2C,,
OG0032509,NA,NA,NA,NA,NA,NA,NA,eyeloss,GPX7,,
OG0032553,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,KIF5A,,
OG0032577,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3IP,,
OG0032637,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB11FIP4,,
OG0032699,NA,NA,NA,NA,NA,NA,pigmentation,NA,KRAS,,
OG0032767,NA,NA,NA,NA,NA,NA,pigmentation,NA,NF1,,
OG0032768,NA,NA,NA,NA,NA,NA,pigmentation,NA,NF1,,
OG0032838,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3A,,
OG0032911,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTEN,,
OG0032972,NA,NA,NA,NA,NA,NA,pigmentation,NA,SOX9,,
OG0033105,NA,NA,NA,NA,NA,NA,NA,eyeloss,GJA8,,
OG0033293,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAPGEF2,,
OG0033337,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,TENM3,,
OG0033359,NA,NA,NA,NA,NA,NA,pigmentation,NA,TJP1,,
OG0033525,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP6AP2,,
OG0033559,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,CDC42,,
OG0033751,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTPN11,,
OG0033796,NA,NA,NA,NA,NA,NA,pigmentation,NA,PAK1,,
OG0033829,NA,NA,NA,NA,NA,NA,NA,eyeloss,UHRF1,,
OG0033870,NA,NA,NA,NA,NA,NA,pigmentation,NA,GJA4,,
OG0033933,NA,NA,NA,NA,NA,NA,pigmentation,NA,AHCY,,
OG0033934,NA,NA,NA,NA,NA,NA,NA,eyeloss,ADIPOR1,,
OG0033938,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCE,,
