OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol
OG0010015,absrel_selected,NA,NA,paml_selected,NA,IFT172,relaxed,NA,IFT172
OG0010016,NA,NA,NA,paml_selected,NA,NA,NA,NA,CWC27
OG0010017,NA,NCCRP1,intensified,paml_selected,NA,NA,NA,NA,NCCRP1
OG0010018,NA,NA,NA,paml_selected,NA,NA,NA,NA,SOWAHD
OG0010019,NA,NA,NA,paml_selected,NA,NA,NA,NA,MAATS1
OG0010020,NA,NA,NA,paml_selected,NA,NA,NA,NA,MTX2
OG0010021,NA,NA,NA,paml_selected,NA,NA,NA,NA,CENPU
OG0010022,NA,SLC26A11,intensified,paml_selected,NA,NA,NA,NA,SLC26A11
OG0010024,NA,NA,NA,paml_selected,NA,PKMYT1,relaxed,NA,PKMYT1
OG0010025,NA,NA,NA,paml_selected,NA,NA,NA,NA,UBXN11
OG0010027,NA,NA,NA,NA,NA,STK40,relaxed,NA,STK40
OG0010030,NA,NA,NA,NA,NA,RNF169,relaxed,NA,RNF169
OG0010032,NA,WDR93,intensified,NA,NA,NA,NA,NA,WDR93
OG0010033,NA,NA,NA,NA,NA,FIG4,relaxed,NA,FIG4
OG0010035,NA,NA,NA,NA,NA,SLC1A1,relaxed,NA,SLC1A1
OG0010036,NA,NA,NA,paml_selected,NA,NA,NA,NA,ERCC8
OG0010037,NA,NA,NA,paml_selected,NA,NA,NA,NA,FEV
OG0010038,NA,NA,NA,NA,NA,GCAT,relaxed,NA,GCAT
OG0010040,NA,NA,NA,paml_selected,NA,NA,NA,NA,TRAF3IP2
OG0010042,NA,CEP290,intensified,paml_selected,NA,NA,NA,NA,CEP290
OG0010043,NA,NA,NA,paml_selected,NA,NA,NA,NA,RENBP
OG0010046,NA,NA,NA,NA,NA,RUVBL1,relaxed,NA,RUVBL1
OG0010047,NA,NA,NA,paml_selected,NA,NA,NA,NA,UBE2M
OG0010048,NA,NA,NA,paml_selected,NA,CCNH,relaxed,NA,CCNH
OG0010049,NA,NA,NA,paml_selected,NA,NA,NA,NA,PHACTR4
OG0010051,NA,NA,NA,paml_selected,NA,NA,NA,NA,MCPH1
OG0010052,NA,NA,NA,NA,NA,GKAP1,relaxed,NA,GKAP1
OG0010055,NA,NA,NA,NA,NA,BEND7,relaxed,NA,BEND7
OG0010056,NA,DDX20,intensified,paml_selected,NA,NA,NA,NA,DDX20
OG0010058,NA,NA,NA,paml_selected,NA,NA,NA,NA,ALKBH7
OG0010059,NA,NA,NA,paml_selected,NA,PSMD5,relaxed,NA,PSMD5
OG0010060,NA,NA,NA,paml_selected,NA,FLCN,relaxed,NA,FLCN
OG0010061,NA,NA,NA,paml_selected,NA,NA,NA,NA,HDDC2
OG0010063,NA,PWP2,intensified,NA,NA,NA,NA,NA,PWP2
OG0010064,NA,NA,NA,NA,NA,STEAP1,relaxed,NA,STEAP1
OG0010065,NA,PDLIM7,intensified,paml_selected,NA,NA,NA,NA,PDLIM7
OG0010066,NA,NA,NA,NA,NA,G6PC3,relaxed,NA,G6PC3
OG0010067,NA,BRIP1,intensified,paml_selected,NA,NA,NA,NA,BRIP1
OG0010069,NA,NA,NA,paml_selected,NA,NA,NA,NA,GINM1
OG0010070,NA,AFF1,intensified,paml_selected,NA,NA,NA,NA,AFF1
OG0010075,NA,NA,NA,NA,NA,PIK3R4,relaxed,NA,PIK3R4
OG0010076,NA,NA,NA,NA,NA,CHST14,relaxed,NA,CHST14
OG0010077,NA,NA,NA,paml_selected,NA,IL17RD,relaxed,NA,IL17RD
OG0010079,NA,NA,NA,paml_selected,NA,NA,NA,NA,C15orf26
OG0010081,NA,NA,NA,NA,NA,DHRS7,relaxed,NA,DHRS7
OG0010082,NA,NA,NA,paml_selected,NA,IGFALS,relaxed,NA,IGFALS
OG0010083,NA,NA,NA,paml_selected,NA,HPS6,relaxed,NA,HPS6
OG0010084,NA,NA,NA,paml_selected,NA,PROSER2,relaxed,NA,PROSER2
OG0010086,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC22A18
OG0010088,NA,NA,NA,paml_selected,NA,NA,NA,NA,IL17RE
OG0010090,NA,NA,NA,NA,NA,UBOX5,relaxed,NA,UBOX5
OG0010091,NA,NA,NA,NA,NA,CHRDL2,relaxed,NA,CHRDL2
OG0010092,NA,NA,NA,paml_selected,NA,NA,NA,NA,SUN2
OG0010093,NA,NA,NA,paml_selected,NA,NA,NA,NA,PRR19
OG0010094,NA,FASTKD3,intensified,NA,NA,NA,NA,NA,FASTKD3
OG0010096,NA,NA,NA,NA,NA,PWP1,relaxed,NA,PWP1
OG0010098,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMEM234
OG0010103,NA,NA,NA,paml_selected,NA,CEP76,relaxed,NA,CEP76
OG0010105,NA,TSEN2,intensified,paml_selected,NA,NA,NA,NA,TSEN2
OG0010107,NA,NA,NA,NA,NA,SOCS4,relaxed,NA,SOCS4
OG0010108,NA,NA,NA,paml_selected,NA,NA,NA,NA,TNS4
OG0010113,NA,NA,NA,paml_selected,NA,NA,NA,NA,IFIH1
OG0010114,NA,NA,NA,paml_selected,NA,NA,NA,NA,DTL
OG0010115,NA,NA,NA,paml_selected,NA,LRPPRC,relaxed,NA,LRPPRC
OG0010116,NA,NA,NA,paml_selected,NA,C15orf41,relaxed,NA,C15orf41
OG0010118,NA,NA,NA,paml_selected,NA,NA,NA,NA,IRAK4
OG0010119,NA,NA,NA,paml_selected,NA,PTGR2,relaxed,NA,PTGR2
OG0010120,NA,NA,NA,NA,NA,CHMP3,relaxed,NA,CHMP3
OG0010121,NA,NA,NA,NA,NA,SLC30A5,relaxed,NA,SLC30A5
OG0010123,NA,NA,NA,NA,NA,MPZL3,relaxed,NA,MPZL3
OG0010124,NA,NA,NA,paml_selected,NA,CASZ1,relaxed,NA,CASZ1
OG0010125,NA,NA,NA,paml_selected,NA,BRCA1,relaxed,NA,BRCA1
OG0010127,NA,NA,NA,NA,NA,RTN4IP1,relaxed,NA,RTN4IP1
OG0010129,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC38A6
OG0010134,NA,NA,NA,NA,NA,SVOPL,relaxed,NA,SVOPL
OG0010135,NA,NA,NA,paml_selected,NA,NA,NA,NA,NARS2
OG0010136,NA,NA,NA,NA,NA,LRRN3,relaxed,NA,LRRN3
OG0010137,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC39A3
OG0010139,NA,NA,NA,NA,NA,TBXA2R,relaxed,NA,TBXA2R
OG0010140,NA,NA,NA,paml_selected,NA,NA,NA,NA,FBXO43
OG0010141,NA,NA,NA,paml_selected,NA,WRNIP1,relaxed,NA,WRNIP1
OG0010142,NA,NA,NA,paml_selected,NA,NA,NA,NA,CAAP1
OG0010143,NA,LRR1,intensified,NA,NA,NA,NA,NA,LRR1
OG0010145,NA,NA,NA,NA,NA,ZDHHC9,relaxed,NA,ZDHHC9
OG0010147,NA,NOA1,intensified,paml_selected,NA,NA,NA,NA,NOA1
OG0010149,NA,NA,NA,paml_selected,NA,NA,NA,NA,PEX14
OG0010150,NA,NA,NA,paml_selected,NA,NA,NA,NA,BARX1
OG0010151,NA,NA,NA,NA,NA,TMEM66,relaxed,NA,TMEM66
OG0010152,NA,NA,NA,paml_selected,NA,NA,NA,NA,QRSL1
OG0010154,NA,NA,NA,NA,NA,SMPDL3A,relaxed,NA,SMPDL3A
OG0010155,NA,NA,NA,paml_selected,NA,NA,NA,NA,MMS22L
OG0010156,NA,NA,NA,NA,NA,GNPTG,relaxed,NA,GNPTG
OG0010157,NA,NA,NA,paml_selected,NA,NA,NA,NA,MAEA
OG0010158,NA,NA,NA,paml_selected,NA,NA,NA,NA,BABAM1
OG0010159,NA,NA,NA,NA,NA,CCDC86,relaxed,NA,CCDC86
OG0010160,NA,NA,NA,paml_selected,NA,NA,NA,NA,MPI
OG0010163,NA,CCDC14,intensified,NA,NA,NA,NA,NA,CCDC14
OG0010164,NA,NA,NA,paml_selected,NA,NA,NA,NA,FAM20A
OG0010165,NA,NA,NA,paml_selected,NA,KANK1,relaxed,NA,KANK1
OG0010166,NA,NA,NA,NA,NA,GDAP2,relaxed,NA,GDAP2
OG0010167,NA,NA,NA,paml_selected,NA,NA,NA,NA,GTPBP3
OG0010168,NA,NA,NA,paml_selected,NA,PRIM1,relaxed,NA,PRIM1
OG0010169,NA,NA,NA,NA,NA,APPL1,relaxed,NA,APPL1
OG0010170,NA,NA,NA,paml_selected,NA,FAM181A,relaxed,NA,FAM181A
OG0010171,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATF7IP
OG0010172,NA,NA,NA,NA,NA,XRCC2,relaxed,NA,XRCC2
OG0010178,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZDHHC6
OG0010180,NA,NA,NA,paml_selected,NA,SPATA20,relaxed,NA,SPATA20
OG0010181,NA,NA,NA,NA,NA,GARS,relaxed,NA,GARS
OG0010182,NA,PODXL,intensified,NA,NA,NA,NA,NA,PODXL
OG0010183,NA,NA,NA,NA,NA,VCPKMT,relaxed,NA,VCPKMT
OG0010184,NA,NA,NA,paml_selected,NA,NA,NA,NA,BRE
OG0010185,NA,IL31RA,intensified,paml_selected,NA,NA,NA,NA,IL31RA
OG0010186,NA,NA,NA,paml_selected,NA,GALT,relaxed,NA,GALT
OG0010187,NA,NA,NA,NA,NA,CCDC64B,relaxed,NA,CCDC64B
OG0010188,NA,NA,NA,paml_selected,NA,NA,NA,NA,TELO2
OG0010189,NA,NA,NA,paml_selected,NA,NA,NA,NA,METTL17
OG0010190,NA,ORC3,intensified,paml_selected,NA,NA,NA,NA,ORC3
OG0010191,NA,NA,NA,paml_selected,NA,NA,NA,NA,MFSD8
OG0010193,NA,NA,NA,paml_selected,NA,NA,NA,NA,TTLL4
OG0010194,NA,EPB41L4B,intensified,paml_selected,NA,NA,NA,NA,EPB41L4B
OG0010195,NA,NA,NA,paml_selected,NA,NA,NA,NA,FAM161B
OG0010197,NA,NA,NA,paml_selected,NA,RAI1,relaxed,NA,RAI1
OG0010198,NA,NA,NA,paml_selected,NA,NA,NA,NA,DPCD
OG0010200,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMEM223
OG0010203,NA,NA,NA,paml_selected,NA,NA,NA,NA,GPR84
OG0010204,NA,GPAA1,intensified,paml_selected,NA,NA,NA,NA,GPAA1
OG0010206,NA,NA,NA,paml_selected,NA,FOXK1,relaxed,NA,FOXK1
OG0010207,NA,NA,NA,paml_selected,NA,NA,NA,NA,DDX28
OG0010208,NA,STMND1,intensified,paml_selected,NA,NA,NA,NA,STMND1
OG0010209,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCNT1
OG0010210,NA,NA,NA,paml_selected,NA,NA,NA,NA,RNF222
OG0010211,NA,NA,NA,paml_selected,NA,FOXJ2,relaxed,NA,FOXJ2
OG0010213,NA,NA,NA,NA,NA,DPY19L4,relaxed,NA,DPY19L4
OG0010215,NA,NA,NA,paml_selected,NA,TRIP13,relaxed,NA,TRIP13
OG0010218,NA,NA,NA,NA,NA,CA9,relaxed,NA,CA9
OG0010219,NA,NA,NA,NA,NA,TMEM206,relaxed,NA,TMEM206
OG0010221,NA,NA,NA,paml_selected,NA,ADAM11,relaxed,NA,ADAM11
OG0010222,NA,NA,NA,NA,NA,VTI1B,relaxed,NA,VTI1B
OG0010223,NA,NA,NA,NA,NA,ECEL1,relaxed,NA,ECEL1
OG0010224,NA,MVB12A,intensified,paml_selected,NA,NA,NA,NA,MVB12A
OG0010225,NA,NA,NA,paml_selected,NA,NA,NA,NA,MMP9
OG0010227,NA,NA,NA,NA,NA,CCDC25,relaxed,NA,CCDC25
OG0010228,NA,NA,NA,paml_selected,NA,TGS1,relaxed,NA,TGS1
OG0010229,NA,CENPK,intensified,NA,NA,NA,NA,NA,CENPK
OG0010230,NA,NA,NA,NA,NA,RNF6,relaxed,NA,RNF6
OG0010231,NA,NA,NA,NA,NA,ARHGEF6,relaxed,NA,ARHGEF6
OG0010232,NA,NA,NA,paml_selected,NA,NA,NA,NA,DCP1A
OG0010233,NA,NA,NA,NA,NA,SNTB1,relaxed,NA,SNTB1
OG0010234,NA,NA,NA,NA,NA,KLHL30,relaxed,NA,KLHL30
OG0010236,NA,NA,NA,NA,NA,SMARCAL1,relaxed,NA,SMARCAL1
OG0010237,NA,NA,NA,paml_selected,NA,NA,NA,NA,FBXO4
OG0010238,NA,NA,NA,paml_selected,NA,LRRC41,relaxed,NA,LRRC41
OG0010239,NA,NA,NA,paml_selected,NA,NA,NA,NA,DCLRE1A
OG0010241,NA,NA,NA,paml_selected,NA,FOXN1,relaxed,NA,FOXN1
OG0010242,NA,NA,NA,paml_selected,NA,NA,NA,NA,MTO1
OG0010246,NA,NA,NA,paml_selected,NA,NA,NA,NA,NOP9
OG0010250,NA,SLC31A2,intensified,paml_selected,NA,NA,NA,NA,SLC31A2
OG0010251,NA,MIPOL1,intensified,paml_selected,NA,NA,NA,NA,MIPOL1
OG0010252,NA,NA,NA,NA,NA,OSTM1,relaxed,NA,OSTM1
OG0010253,NA,NA,NA,NA,NA,METAP1D,relaxed,NA,METAP1D
OG0010255,NA,NA,NA,paml_selected,NA,CAPN10,relaxed,NA,CAPN10
OG0010258,NA,NA,NA,paml_selected,NA,NA,NA,NA,CHDH
OG0010259,NA,NA,NA,NA,NA,DCAF17,relaxed,NA,DCAF17
OG0010260,NA,NA,NA,NA,NA,KRT222,relaxed,NA,KRT222
OG0010261,NA,NA,NA,NA,NA,ZC3H4,relaxed,NA,ZC3H4
OG0010262,NA,CCSAP,intensified,NA,NA,NA,NA,NA,CCSAP
OG0010263,NA,NA,NA,paml_selected,NA,NA,NA,NA,CYP7B1
OG0010264,NA,NA,NA,paml_selected,NA,NA,NA,NA,RPAP1
OG0010266,NA,NA,NA,paml_selected,NA,WBSCR22,relaxed,NA,WBSCR22
OG0010268,NA,NA,NA,NA,NA,TMEM43,relaxed,NA,TMEM43
OG0010270,NA,NA,NA,NA,NA,POP5,relaxed,NA,POP5
OG0010273,NA,TFIP11,intensified,NA,NA,NA,NA,NA,TFIP11
OG0010274,NA,NA,NA,paml_selected,NA,NA,NA,NA,TTC37
OG0010275,NA,HHAT,intensified,paml_selected,NA,NA,NA,NA,HHAT
OG0010276,NA,NA,NA,paml_selected,NA,NA,NA,NA,CD93
OG0010277,NA,NA,NA,paml_selected,NA,PIGU,relaxed,NA,PIGU
OG0010278,NA,NA,NA,paml_selected,NA,GOLGA5,relaxed,NA,GOLGA5
OG0010281,NA,NA,NA,NA,NA,NUP205,relaxed,NA,NUP205
OG0010283,NA,NA,NA,paml_selected,NA,NA,NA,NA,PDIA5
OG0010285,NA,NA,NA,paml_selected,NA,NA,NA,NA,PMF1-BGLAP
OG0010287,NA,NA,NA,NA,NA,PEX13,relaxed,NA,PEX13
OG0010290,NA,NA,NA,paml_selected,NA,NA,NA,NA,RCOR1
OG0010291,NA,NA,NA,paml_selected,NA,PCID2,relaxed,NA,PCID2
OG0010292,NA,C3orf52,intensified,NA,NA,NA,NA,NA,C3orf52
OG0010294,NA,NA,NA,paml_selected,NA,NA,NA,NA,TTLL9
OG0010296,NA,NA,NA,paml_selected,NA,NA,NA,NA,TNMD
OG0010300,NA,VPS28,intensified,NA,NA,NA,NA,NA,VPS28
OG0010301,NA,NA,NA,NA,NA,GLRX3,relaxed,NA,GLRX3
OG0010302,NA,NA,NA,paml_selected,NA,EDEM2,relaxed,NA,EDEM2
OG0010303,NA,NA,NA,NA,NA,RAB28,relaxed,NA,RAB28
OG0010304,NA,NA,NA,paml_selected,NA,NA,NA,NA,POLG
OG0010305,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZER1
OG0010306,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIF22
OG0010309,NA,NA,NA,paml_selected,NA,NA,NA,NA,IFT52
OG0010311,NA,NA,NA,NA,NA,NCBP1,relaxed,NA,NCBP1
OG0010313,NA,NA,NA,paml_selected,NA,WSB2,relaxed,NA,WSB2
OG0010315,NA,NA,NA,paml_selected,NA,KLF10,relaxed,NA,KLF10
OG0010316,NA,NA,NA,NA,NA,WDR6,relaxed,NA,WDR6
OG0010319,NA,NA,NA,paml_selected,NA,NA,NA,NA,MACC1
OG0010320,NA,NA,NA,paml_selected,NA,NA,NA,NA,ELP2
OG0010321,NA,NA,NA,NA,NA,SLC38A9,relaxed,NA,SLC38A9
OG0010322,NA,GBA2,intensified,paml_selected,NA,NA,NA,NA,GBA2
OG0010323,NA,NA,NA,paml_selected,NA,MAMLD1,relaxed,NA,MAMLD1
OG0010324,NA,CCDC15,intensified,paml_selected,NA,NA,NA,NA,CCDC15
OG0010325,NA,NA,NA,paml_selected,NA,NA,NA,NA,POLK
OG0010327,NA,SLC35B4,intensified,paml_selected,NA,NA,NA,NA,SLC35B4
OG0010328,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZNF142
OG0010329,NA,NA,NA,NA,NA,TMEM101,relaxed,NA,TMEM101
OG0010330,NA,NA,NA,NA,NA,ARPC2,relaxed,NA,ARPC2
OG0010332,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZYX
OG0010335,NA,RMND1,intensified,NA,NA,NA,NA,NA,RMND1
OG0010336,NA,NA,NA,NA,NA,MXRA8,relaxed,NA,MXRA8
OG0010339,NA,NA,NA,NA,NA,SLC20A2,relaxed,NA,SLC20A2
OG0010343,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZWILCH
OG0010345,NA,NA,NA,NA,NA,WARS2,relaxed,NA,WARS2
OG0010346,NA,NA,NA,paml_selected,NA,FBF1,relaxed,NA,FBF1
OG0010347,NA,NA,NA,paml_selected,NA,DNAJC21,relaxed,NA,DNAJC21
OG0010348,NA,NA,NA,NA,NA,SLU7,relaxed,NA,SLU7
OG0010349,NA,NA,NA,NA,NA,PCYOX1L,relaxed,NA,PCYOX1L
OG0010352,NA,NA,NA,paml_selected,NA,MBD4,relaxed,NA,MBD4
OG0010353,NA,NA,NA,paml_selected,NA,EFR3B,relaxed,NA,EFR3B
OG0010354,NA,NA,NA,NA,NA,LIG4,relaxed,NA,LIG4
OG0010355,NA,PLA2R1,intensified,paml_selected,NA,NA,NA,NA,PLA2R1
OG0010356,NA,NA,NA,NA,NA,NMD3,relaxed,NA,NMD3
OG0010357,NA,WHAMM,intensified,NA,NA,NA,NA,NA,WHAMM
OG0010359,NA,NA,NA,paml_selected,NA,NA,NA,NA,CRTC2
OG0010360,NA,NA,NA,paml_selected,NA,ACTR5,relaxed,NA,ACTR5
OG0010362,NA,NA,NA,paml_selected,NA,NA,NA,NA,C1orf109
OG0010363,NA,NA,NA,NA,NA,WDR34,relaxed,NA,WDR34
OG0010364,NA,PTX4,intensified,NA,NA,NA,NA,NA,PTX4
OG0010366,NA,NA,NA,paml_selected,NA,COL9A2,relaxed,NA,COL9A2
OG0010367,NA,NA,NA,paml_selected,NA,PEX1,relaxed,NA,PEX1
OG0010368,NA,NA,NA,NA,NA,NACC2,relaxed,NA,NACC2
OG0010369,NA,NA,NA,paml_selected,NA,NA,NA,NA,NEK8
OG0010371,NA,NA,NA,paml_selected,NA,FAM189B,relaxed,NA,FAM189B
OG0010372,NA,NA,NA,paml_selected,NA,NA,NA,NA,NOC2L
OG0010373,NA,NA,NA,paml_selected,NA,NA,NA,NA,DNAAF2
OG0010375,NA,NA,NA,NA,NA,RAB30,relaxed,NA,RAB30
OG0010376,NA,NA,NA,NA,NA,SLITRK1,relaxed,NA,SLITRK1
OG0010377,NA,NA,NA,NA,NA,TPRA1,relaxed,NA,TPRA1
OG0010379,NA,NA,NA,paml_selected,NA,NA,NA,NA,GTF3C5
OG0010381,NA,NA,NA,NA,NA,FANCE,relaxed,NA,FANCE
OG0010382,NA,NA,NA,NA,NA,TUBGCP5,relaxed,NA,TUBGCP5
OG0010384,NA,NA,NA,paml_selected,NA,NA,NA,NA,SLC48A1
OG0010385,NA,NA,NA,paml_selected,NA,NA,NA,NA,PICK1
OG0010386,NA,LSM4,intensified,NA,NA,NA,NA,NA,LSM4
OG0010387,NA,NA,NA,NA,NA,PAK4,relaxed,NA,PAK4
OG0010388,NA,NA,NA,paml_selected,NA,DFFA,relaxed,NA,DFFA
OG0010389,NA,NA,NA,paml_selected,NA,PPP5C,relaxed,NA,PPP5C
OG0010390,NA,NA,NA,NA,NA,ACTR6,relaxed,NA,ACTR6
OG0010391,NA,BSDC1,intensified,paml_selected,NA,NA,NA,NA,BSDC1
OG0010394,NA,NA,NA,NA,NA,PPM1F,relaxed,NA,PPM1F
OG0010395,NA,NA,NA,paml_selected,NA,ZNRF3,relaxed,NA,ZNRF3
OG0010396,NA,NA,NA,NA,NA,ITGBL1,relaxed,NA,ITGBL1
OG0010398,NA,NA,NA,paml_selected,NA,MERTK,relaxed,NA,MERTK
OG0010399,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCDC83
OG0010400,NA,PTPRC,intensified,paml_selected,NA,NA,NA,NA,PTPRC
OG0010402,NA,NA,NA,paml_selected,NA,ZNF830,relaxed,NA,ZNF830
OG0010403,NA,NA,NA,NA,NA,BORCS7,relaxed,NA,BORCS7
OG0010404,NA,NA,NA,paml_selected,NA,SLC25A21,relaxed,NA,SLC25A21
OG0010405,NA,NA,NA,paml_selected,NA,FLAD1,relaxed,NA,FLAD1
OG0010406,NA,BDH2,intensified,paml_selected,NA,NA,NA,NA,BDH2
OG0010408,NA,NA,NA,paml_selected,NA,HIRA,relaxed,NA,HIRA
OG0010409,NA,NA,NA,paml_selected,NA,ATXN10,relaxed,NA,ATXN10
OG0010410,absrel_selected,NA,NA,paml_selected,NA,ATG4B,relaxed,NA,ATG4B
OG0010411,NA,NA,NA,paml_selected,NA,NA,NA,NA,ITPA
OG0010413,NA,NA,NA,NA,NA,NADK2,relaxed,NA,NADK2
OG0010414,NA,NA,NA,paml_selected,NA,NA,NA,NA,TBPL1
OG0010415,NA,NA,NA,paml_selected,NA,NA,NA,NA,ERCC6L2
OG0010416,NA,NA,NA,paml_selected,NA,ENTPD6,relaxed,NA,ENTPD6
OG0010417,NA,NA,NA,paml_selected,NA,NA,NA,NA,ASB6
OG0010418,NA,NA,NA,NA,NA,SLC30A4,relaxed,NA,SLC30A4
OG0010419,NA,NA,NA,NA,NA,MMP28,relaxed,NA,MMP28
OG0010420,NA,NA,NA,NA,NA,KIAA0100,relaxed,NA,KIAA0100
OG0010422,NA,NA,NA,paml_selected,NA,NA,NA,NA,ENGASE
OG0010424,NA,GLYCTK,intensified,NA,NA,NA,NA,NA,GLYCTK
OG0010425,absrel_selected,SPIDR,intensified,paml_selected,NA,NA,NA,NA,SPIDR
OG0010427,NA,NA,NA,NA,NA,CCM2,relaxed,NA,CCM2
OG0010428,NA,NA,NA,paml_selected,NA,NA,NA,NA,C19orf47
OG0010429,NA,NA,NA,NA,NA,PPP2R3C,relaxed,NA,PPP2R3C
OG0010431,NA,NA,NA,NA,NA,RALBP1,relaxed,NA,RALBP1
OG0010432,NA,NA,NA,paml_selected,NA,NA,NA,NA,NUDT14
OG0010433,NA,NA,NA,NA,NA,JMJD6,relaxed,NA,JMJD6
OG0010434,NA,NA,NA,NA,NA,LURAP1L,relaxed,NA,LURAP1L
OG0010435,NA,NA,NA,paml_selected,NA,NA,NA,NA,MRPS11
OG0010436,NA,NA,NA,paml_selected,NA,WDR59,relaxed,NA,WDR59
OG0010437,NA,NA,NA,paml_selected,NA,ZNF438,relaxed,NA,ZNF438
OG0010438,NA,NA,NA,paml_selected,NA,FRMPD3,relaxed,NA,FRMPD3
OG0010440,NA,NA,NA,paml_selected,NA,NA,NA,NA,ECSIT
OG0010442,NA,NA,NA,paml_selected,NA,RFC1,relaxed,NA,RFC1
OG0010444,NA,NA,NA,paml_selected,NA,NA,NA,NA,PDE12
OG0010445,NA,NA,NA,paml_selected,NA,NA,NA,NA,SHC3
OG0010448,NA,NA,NA,paml_selected,NA,SIRT7,relaxed,NA,SIRT7
OG0010449,NA,NA,NA,NA,NA,GNPNAT1,relaxed,NA,GNPNAT1
OG0010450,NA,NOL7,intensified,NA,NA,NA,NA,NA,NOL7
OG0010451,NA,NA,NA,paml_selected,NA,SOWAHA,relaxed,NA,SOWAHA
OG0010453,NA,NA,NA,NA,NA,ATG5,relaxed,NA,ATG5
OG0010454,NA,NA,NA,paml_selected,NA,NRDE2,relaxed,NA,NRDE2
OG0010455,NA,NA,NA,paml_selected,NA,NA,NA,NA,KIF27
OG0010456,NA,NA,NA,paml_selected,NA,PPP1R26,relaxed,NA,PPP1R26
OG0010458,NA,SLC45A2,intensified,NA,NA,NA,NA,NA,SLC45A2
OG0010460,NA,NA,NA,NA,NA,NELFB,relaxed,NA,NELFB
OG0010461,NA,GCM2,intensified,NA,NA,NA,NA,NA,GCM2
OG0010462,NA,NA,NA,paml_selected,NA,CRAMP1L,relaxed,NA,CRAMP1L
OG0010463,NA,NA,NA,paml_selected,NA,NA,NA,NA,VPS35
OG0010464,NA,NA,NA,NA,NA,DRP2,relaxed,NA,DRP2
OG0010465,NA,NA,NA,paml_selected,NA,NA,NA,NA,BRD9
OG0010467,NA,PIP5K1C,intensified,NA,NA,NA,NA,NA,PIP5K1C
OG0010468,NA,NA,NA,NA,NA,COCH,relaxed,NA,COCH
OG0010472,NA,NA,NA,paml_selected,NA,NA,NA,NA,HAUS3
OG0010473,NA,NA,NA,NA,NA,C14orf159,relaxed,NA,C14orf159
OG0010474,NA,NA,NA,NA,NA,MUT,relaxed,NA,MUT
OG0010475,NA,NA,NA,paml_selected,NA,NA,NA,NA,PDCD2L
OG0010476,NA,ORC2,intensified,paml_selected,NA,NA,NA,NA,ORC2
OG0010477,NA,CYB561,intensified,NA,NA,NA,NA,NA,CYB561
OG0010479,NA,SH3D21,intensified,paml_selected,NA,NA,NA,NA,SH3D21
OG0010480,NA,NA,NA,NA,NA,FASTKD1,relaxed,NA,FASTKD1
OG0010481,NA,FASTKD2,intensified,paml_selected,NA,NA,NA,NA,FASTKD2
OG0010482,NA,NA,NA,paml_selected,NA,NA,NA,NA,GTF2I
OG0010484,NA,NA,NA,paml_selected,NA,VEZT,relaxed,NA,VEZT
OG0010486,NA,NA,NA,NA,NA,TBC1D13,relaxed,NA,TBC1D13
OG0010487,NA,NA,NA,paml_selected,NA,PRR14L,relaxed,NA,PRR14L
OG0010488,NA,NA,NA,NA,NA,CTR9,relaxed,NA,CTR9
OG0010489,NA,TSEN34,intensified,paml_selected,NA,NA,NA,NA,TSEN34
OG0010490,NA,NA,NA,paml_selected,NA,SART3,relaxed,NA,SART3
OG0010491,NA,NA,NA,paml_selected,NA,NA,NA,NA,EXD2
OG0010493,NA,NA,NA,paml_selected,NA,MED24,relaxed,NA,MED24
OG0010494,NA,NA,NA,paml_selected,NA,NA,NA,NA,NAGPA
OG0010495,NA,NA,NA,paml_selected,NA,NA,NA,NA,WRAP73
OG0010496,NA,NA,NA,NA,NA,SYNC,relaxed,NA,SYNC
OG0010498,NA,NA,NA,NA,NA,ACTR8,relaxed,NA,ACTR8
OG0010499,NA,NA,NA,paml_selected,NA,NA,NA,NA,NOL9
OG0010503,NA,NA,NA,paml_selected,NA,SLC4A1AP,relaxed,NA,SLC4A1AP
OG0010505,NA,FAM185A,intensified,paml_selected,NA,NA,NA,NA,FAM185A
OG0010506,NA,NA,NA,NA,NA,ZNF236,relaxed,NA,ZNF236
OG0010508,NA,NA,NA,NA,NA,PLAA,relaxed,NA,PLAA
OG0010509,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRRC56
OG0010510,NA,NA,NA,paml_selected,NA,ANXA6,relaxed,NA,ANXA6
