gene_symbol,OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contracted,count_sel,count_rel,condition,TargetSpecies_Count,Reference_Count
FRMD4B,OG0005692,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
FST,OG0004230,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
FSTL1,OG0006695,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
FTCD,OG0006752,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
FTSJ1,OG0009313,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
FZD3,OG0005975,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
FZD4,OG0008683,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GABPA,OG0005901,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GABRD,OG0011266,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GALK2,OG0011496,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GALNT2,OG0006524,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GALNT4,OG0011337,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GAN,OG0007058,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GAPVD1,OG0008793,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GARS,OG0010181,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GATA3,OG0010800,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GATAD2B,OG0008597,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GATM,OG0008952,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GCAT,OG0010038,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GCC1,OG0009423,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GCLC,OG0007651,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GCNT4,OG0005966,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GDAP2,OG0010166,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GDNF,OG0009772,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GEN1,OG0011051,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GFRA1,OG0007415,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GGPS1,OG0008246,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GGT7,OG0007893,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GIN1,OG0003381,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GINS3,OG0008788,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GJA1,OG0006359,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GJA8,OG0005774,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GKAP1,OG0010052,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLCE,OG0007966,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLDC,OG0008262,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLIS2,OG0004958,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLMN,OG0010593,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLO1,OG0005129,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLRB,OG0004398,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLRX3,OG0010301,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLTP,OG0004889,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GLYR1,OG0007793,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GM2A,OG0007251,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GMDS,OG0009741,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GMEB1,OG0006423,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GMEB2,OG0011868,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GMPPA,OG0004739,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GNB5,OG0005364,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GNE,OG0007755,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GNPNAT1,OG0010449,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GNPTG,OG0010156,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GOLGA2,OG0005704,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GOT2,OG0004352,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPATCH11,OG0006821,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPC1,OG0006127,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPCPD1,OG0008571,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPD2,OG0006560,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPER1,OG0006983,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPM6A,OG0004455,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPM6B,OG0004991,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR133,OG0004370,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR146,OG0007257,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR153,OG0011281,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR161,OG0009380,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR162,OG0012680,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR37L1,OG0005410,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR45,OG0011472,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR65,OG0012674,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPR88,OG0012262,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPS2,OG0004265,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GPSM3,OG0012018,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GRAMD1A,OG0012106,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GRAMD2,OG0007717,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GRHL1,OG0007787,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GRPEL1,OG0006019,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GRTP1,OG0005191,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GRXCR2,OG0011434,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GSAP,OG0004700,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GSS,OG0006004,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GTF2B,OG0007531,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GTF2E2,OG0008477,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GTF2F1,OG0006010,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GTPBP2,OG0004898,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GTSF1,OG0004869,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GUCY1A2,OG0009710,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GUCY1A3,OG0009912,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GUF1,OG0006152,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GUSB,OG0005983,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
GZF1,OG0010543,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HACE1,OG0005204,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HADHA,OG0004617,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HAL,OG0005274,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HAPLN1,OG0006708,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HAPLN2,OG0010960,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HAT1,OG0009938,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HBP1,OG0004792,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HCCS,OG0003465,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HDAC3,OG0007082,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HDDC3,OG0006945,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HECA,OG0008391,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HECTD1,OG0009025,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HECTD3,OG0011299,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HELLS,OG0006196,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HELQ,OG0007675,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HELT,OG0011038,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HELZ,OG0004217,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HEPACAM,OG0004402,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HERC2,OG0005042,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HERPUD1,OG0005496,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HIC1,OG0007891,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HIF1A,OG0007646,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HINT3,OG0004690,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HLCS,OG0008759,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HMBS,OG0006253,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HMGCR,OG0006453,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HMX2,OG0008345,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HNF1B,OG0008030,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HNRNPC,OG0003149,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HNRNPL,OG0003650,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HOMER1,OG0007463,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HOMER2,OG0009015,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HOOK1,OG0011294,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HOXC10,OG0012039,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HPD,OG0003843,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HPGD,OG0003184,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HPSE2,OG0007162,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HSP90B1,OG0004896,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HSPA14,OG0003827,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HSPA9,OG0006310,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HSPB2,OG0011731,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HSPB8,OG0006885,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HSPD1,OG0005596,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HTATIP2,OG0006879,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HTR1A,OG0004519,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HTR1E,OG0011926,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HTR1F,OG0008007,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
HYAL4,OG0011773,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IAH1,OG0011116,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ID3,OG0012086,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IDE,OG0010698,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IER3,OG0003486,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IER5,OG0008268,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IFT22,OG0008691,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IGDCC4,OG0005788,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IGFBP2,OG0004658,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IK,OG0008878,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IL11RA,OG0010847,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IL13RA2,OG0006926,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IL15,OG0011295,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IL22,OG0008082,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IL7,OG0012256,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ILDR2,OG0005952,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ILF2,OG0005851,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ING3,OG0008990,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INHBA,OG0005125,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INHBB,OG0004027,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INO80C,OG0008566,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INO80E,OG0011094,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INTS2,OG0009359,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INTS3,OG0008812,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INTS5,OG0008682,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INTS7,OG0011211,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
INTS8,OG0011239,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IPMK,OG0006203,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IPO11,OG0011109,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IPO9,OG0007252,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IRF2BP2,OG0005306,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IRF8,OG0004320,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITGAV,OG0007862,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITGB5,OG0009424,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITGB6,OG0009383,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITGB8,OG0008827,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITGBL1,OG0010396,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITIH2,OG0011518,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITIH5,OG0009071,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITM2A,OG0012337,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITM2C,OG0007422,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ITPRIPL2,OG0011120,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
IVNS1ABP,OG0005555,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JADE2,OG0005244,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JADE3,OG0007872,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JAGN1,OG0004834,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JDP2,OG0005822,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JMJD1C,OG0006840,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JMJD6,OG0010433,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JMY,OG0005395,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
JUP,OG0006737,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KANSL3,OG0008882,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KARS,OG0004316,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KAT6B,OG0005476,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KAT7,OG0004909,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KATNB1,OG0006499,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KATNBL1,OG0004976,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KBTBD12,OG0006805,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KBTBD13,OG0004514,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KBTBD2,OG0009523,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KBTBD3,OG0008114,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KBTBD8,OG0007697,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCNJ1,OG0003629,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCNJ16,OG0006007,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCNMA1,OG0003697,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCNN4,OG0011620,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCNS3,OG0004521,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCNV1,OG0008399,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCTD15,OG0003867,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCTD21,OG0004500,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCTD4,OG0005770,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCTD6,OG0005022,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCTD8,OG0009876,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KCTD9,OG0008027,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KHDRBS1,OG0005399,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA0100,OG0010420,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA0195,OG0004525,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA0196,OG0007425,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA0430,OG0005041,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA0895L,OG0006230,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA0907,OG0009140,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1024,OG0009848,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1024L,OG0011505,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1033,OG0006715,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1161,OG0004227,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1279,OG0004674,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1429,OG0009462,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1598,OG0010647,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1715,OG0009052,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA1841,OG0009011,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIAA2018,OG0005354,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIF3A,OG0006385,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIF7,OG0009417,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KIN,OG0009496,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLF12,OG0006223,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLF3,OG0004377,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLF6,OG0006301,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL10,OG0003588,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL12,OG0007169,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL15,OG0006591,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL17,OG0010603,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL18,OG0010531,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL20,OG0005255,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL23,OG0010788,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL30,OG0010234,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL32,OG0006940,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL34,OG0011510,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL38,OG0008009,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL42,OG0009194,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KLHL8,OG0004702,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KPNB1,OG0007880,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KREMEN1,OG0009151,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KRIT1,OG0010568,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KRT222,OG0010260,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KRTCAP2,OG0011898,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
KXD1,OG0011231,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LAMA4,OG0004440,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LAMP5,OG0009101,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LANCL3,OG0012191,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LAP3,OG0006777,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LAPTM4A,OG0011154,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LATS1,OG0007932,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LCAT,OG0005871,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LDHD,OG0009917,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LGI2,OG0010580,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LGR4,OG0006108,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIF,OG0004481,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIG4,OG0010354,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIN37,OG0010786,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIN52,OG0005043,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIN54,OG0009434,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIN9,OG0005981,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LIPC,OG0008355,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LMAN2,OG0009490,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LMLN,OG0006913,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LOH12CR1,OG0009751,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LONP2,OG0010600,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LPAR4,OG0010635,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LPAR6,OG0005870,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LPGAT1,OG0011759,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRCH2,OG0004431,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRP12,OG0009411,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC10,OG0008221,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC2,OG0010977,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC30,OG0011538,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC38,OG0008072,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC42,OG0008813,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC55,OG0011622,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC61,OG0012336,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC63,OG0012269,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC7,OG0009044,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC8A,OG0005647,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRC9,OG0009754,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRN3,OG0010136,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRRTM2,OG0011717,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRTM1,OG0012062,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LRTM2,OG0009746,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LSM10,OG0008233,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LSM12,OG0005134,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LTBP3,OG0009008,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LUM,OG0010612,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LURAP1L,OG0010434,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LXN,OG0010808,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LY86,OG0012658,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LYRM2,OG0007996,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LYSMD1,OG0010000,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LYSMD2,OG0007513,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LYSMD4,OG0007625,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LZIC,OG0011170,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LZTS1,OG0007010,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
LZTS3,OG0005010,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAD2L2,OG0011306,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAGI2,OG0003845,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAML2,OG0006855,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAP2K4,OG0006037,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAP3K1,OG0010605,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAP3K20,OG0004297,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAP3K8,OG0007073,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAPK6,OG0006418,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAPKAP1,OG0009352,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAPRE2,OG0007822,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
Mar-11,OG0009766,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MARVELD1,OG0009464,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MAU2,OG0004279,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MB,OG0003046,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MBD5,OG0006369,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MBLAC2,OG0008375,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MBTPS2,OG0005978,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
