OG	gene_symbol
OG0033420	GPR89A
OG0033421	SLC29A3
OG0033423	RPL23
OG0033424	THRA
OG0033425	LDB2
OG0033427	BTBD6
OG0033428	SLC6A2
OG0033429	GATM
OG0033430	GABRA5
OG0033431	ATP10A
OG0033433	JAK3
OG0033434	DENND6B
OG0033436	WNT5B
OG0033437	PDE6B
OG0033439	SLC41A2
OG0033440	STRIP2
OG0033441	CADPS
OG0033442	SCUBE1
OG0033443	EIF2B1
OG0033444	ATP2C2
OG0033445	PRKAR1B
OG0033446	AKR1D1
OG0033447	CLUAP1
OG0033448	ABHD17C
OG0033450	PRKCQ
OG0033451	ATP6V0D2
OG0033452	STRN4
OG0033453	SLC29A3
OG0033454	PRKCA
OG0033455	WDR92
OG0033456	KAZN
OG0033457	DPY19L3
OG0033458	FBLN5
OG0033459	DOCK1
OG0033460	PRELID2
OG0033461	EFR3B
OG0033462	CRNKL1
OG0033463	OSBPL1A
OG0033464	XYLB
OG0033465	SYNE1
OG0033466	SLC22A3
OG0033467	FGFR2
OG0033468	MYH14
OG0033469	SIAH1
OG0033470	ATL3
OG0033471	LONP2
OG0033472	RAB3D
OG0033473	WWC1
OG0033474	GOT2
OG0033475	NAPB
OG0033476	UVSSA
OG0033477	TCEA3
OG0033478	STAU2
OG0033479	ANO3
OG0033480	SMC2
OG0033481	DCAF13
OG0033482	MFNG
OG0033483	DAAM2
OG0033484	PGM2L1
OG0033485	VPS4A
OG0033486	DET1
OG0033487	BRINP1
OG0033488	ITPR1
OG0033489	FLT4
OG0033490	dock4
OG0033491	PTPN14
OG0033492	MCCC1
OG0033493	ITSN1
OG0033494	GABRA1
OG0033495	NFATC2
OG0033496	PLXNA2
OG0033497	CTBS
OG0033498	TDP1
OG0033499	ALDH1L1
OG0033501	GIPC3
OG0033502	IGF2BP1
OG0033503	TOM1L2
OG0033504	SDHB
OG0033505	YTHDC2
OG0033506	-
OG0033508	USP22
OG0033509	MAP2K3
OG0033511	ARHGAP44
OG0033512	HEATR3
OG0033514	SNX33
OG0033515	OAT
OG0033516	PDE6G
OG0033517	ITGA11
OG0033518	EFTUD1
OG0033519	SQRDL
OG0033520	asph
OG0033521	TLL2
OG0033522	CDC73
OG0033523	CELSR1
OG0033524	TLN2
OG0033525	STAMBPL1
OG0033526	PTPRZ1
OG0033528	LCMT1
OG0033529	KDM4A
OG0033530	MTMR7
OG0033531	BLVRA
OG0033532	RAD51
OG0033533	SIPA1L3
OG0033534	AGL
OG0033535	USP53
OG0033536	FBN2
OG0033537	SSH1
OG0033539	ITPR1
OG0033540	SHC4
OG0033541	FCN2
OG0033544	FOXC1
OG0033545	RPS18
OG0033546	RPL35A
OG0033547	REEP5
OG0033549	DUXA
OG0033550	CETN2
OG0033551	CETN2
OG0033553	SLC1A3
OG0033554	RPL27A
OG0033555	EXD2
OG0033556	RPL22L1
OG0033557	TMOD2
OG0033558	EIF4A1
OG0033559	S100A5
OG0033564	AP1S3
OG0033565	UBA52
OG0033566	RPL31
OG0033567	GAPDH
OG0033570	RARA
OG0033571	-
OG0033572	CCDC109B
OG0033574	LMX1B
OG0033575	ASAP2
OG0033576	SFXN3
OG0033577	DDX25
OG0033578	TMEM259
OG0033579	SIM2
OG0033582	CHST13
OG0033583	CCNYL1
OG0033584	TBX10
OG0033585	CYP2C18
OG0033586	RAB4B
OG0033587	RGS7
OG0033588	PSD4
OG0033592	ALKBH8
OG0033593	PSEN2
OG0033594	ERICH5
OG0033596	CAPN1
OG0033598	RALGDS
OG0033599	SEC11A
OG0033600	CASZ1
OG0033607	FBLN7
OG0033610	CAPZA1
OG0033611	TMPRSS2
OG0033612	DCAKD
OG0033614	PCNXL2
OG0033615	CKB
OG0033616	MKRN3
OG0033617	RPS10
OG0033618	FGD3
OG0033619	ALS2CL
OG0033620	UBE2D4
OG0033621	ABLIM2
OG0033622	HDGFL2
OG0033624	-
OG0033629	TBCD
OG0033630	TBC1D17
OG0033632	PTPRN2
OG0033634	-
OG0033635	CFL2
OG0033637	RARRES3
OG0033638	-
OG0033639	RRAS
OG0033640	ANGPT2
OG0033641	BEST1
OG0033643	SYNJ1
OG0033644	SDK2
OG0033645	FAM3C
OG0033646	ALDH4A1
OG0033647	DOCK4
OG0033648	TBC1D22A
OG0033649	CABLES1
OG0033650	SEC14L3
OG0033651	HIP1
OG0033652	ERO1LB
OG0033653	NCK2
OG0033654	AKR1B10
OG0033656	SYT2
OG0033657	VPS41
OG0033658	CACNA2D1
OG0033660	GSTA2
OG0033661	CPNE2
OG0033662	PPP2R2C
OG0033663	PARP8
OG0033664	CETN2
OG0033665	AP4S1
OG0033666	RPL6
OG0033668	myo10
OG0033669	FGFR2
OG0033670	BIN1
OG0033671	PDE9A
OG0033672	IFT52
OG0033673	RPGRIP1L
OG0033674	DHX40
OG0033675	FRMD6
OG0033677	ZNF277
OG0033678	PNLIPRP1
OG0033679	ARRB2
OG0033681	KCNAB2
OG0033682	CTNNBL1
OG0033684	IARS2
OG0033687	RSPRY1
OG0033688	OPN1LW
OG0033689	XPNPEP1
OG0033691	SLC41A2
OG0033694	CALCR
OG0033695	ENO1
OG0033696	RPL27A
OG0033698	RPL13A
OG0033699	RPL36
OG0033703	RAB27B
OG0033704	ORC1
OG0033705	SLC1A7
OG0033707	RAB3B
OG0033709	BLK
OG0033710	CD276
OG0033712	PRPS2
OG0033715	TAF6
OG0033716	TBC1D12
OG0033718	CARHSP1
OG0033719	CETN2
OG0033724	HNF4A
OG0033725	FKBP1B
OG0033726	-
OG0033727	ACE
OG0033728	VAT1
OG0033730	CASQ2
OG0033731	F11
OG0033733	DDX39A
OG0033736	USP28
OG0033738	MTRF1L
OG0033739	SLC1A1
OG0033752	FAM154B
OG0033753	HCN1
OG0033754	TEAD4
OG0033755	EXOSC3
OG0033758	PAPSS2
OG0033759	-
OG0033765	RPS20
OG0033767	FLI1
OG0033768	PPIE
OG0033769	PPIE
OG0033770	NF2
OG0033771	CDK2AP1
OG0033772	AP1M1
OG0033773	USP43
OG0033774	UCP3
OG0033775	-
OG0033776	CNGB3
OG0033777	PEBP4
OG0033780	ABCC6
OG0033781	LDHC
OG0033782	sdr16c5
OG0033783	CAPN9
OG0033784	GUCA1C
OG0033785	SLC17A4
OG0033788	RNF113A
OG0033791	-
OG0033797	KRTAP19-7
OG0033798	BOLA1
OG0033800	UGP2
OG0033801	PLSCR1
OG0033802	RPL15
OG0033803	RPS27L
OG0033804	RPL35A
OG0033806	RAB6B
OG0033811	ADI1
OG0033812	CFL1
OG0033815	CES2
OG0033817	FTL
OG0033820	CALML5
OG0033830	PPAPDC1B
OG0033836	Mgat4e
OG0033837	CT47B1
OG0033838	FAAH
OG0033839	PRKAB2
OG0033840	FSTL3
OG0033842	MED28
OG0033844	YWHAG
OG0033850	GPT
OG0033851	TMSB10
OG0033852	CARD6
OG0033857	UBE2B
OG0033858	-
OG0033860	SEC11C
OG0033863	CLIC5
OG0033865	C3orf49
OG0033867	PKN3
OG0033869	RPS2
OG0033870	FTL
OG0033875	CCL5
OG0033879	SPINT3
OG0033883	RAB3B
OG0033891	-
OG0033894	SLMO1
OG0033896	TNNT2
OG0033903	skp1
OG0033906	MRFAP1L1
OG0033910	KLHDC7B
OG0033912	TTLL10
OG0033913	SH3BGRL2
OG0033927	TLX2
OG0033936	FAHD1
OG0033940	FTL
OG0033945	-
OG0033946	NOS1
OG0033954	YPEL1
OG0033962	FOXC2
OG0033967	RPL32
OG0033974	SNRPD2
OG0033976	Calr4
OG0033978	ATP13A1
OG0033986	SMPD5
OG0033989	-
OG0033992	PBX3
OG0033994	PIGY
OG0033997	IGFN1
OG0033999	CORO6
OG0034008	SLC47A2
OG0034017	FAM71E1
OG0034019	CPNE7
OG0034020	Trhr2
OG0034022	-
OG0034034	UBE2D3
OG0034041	SLC6A8
OG0034042	NXF2B
OG0034043	CALML3
OG0034049	-
OG0034052	RAB2A
OG0034055	DAPK2
OG0034057	RPL12
OG0034060	PBX4
OG0034066	-
OG0034071	GRK4
OG0034072	-
OG0034073	OSBPL9
OG0034075	SLC26A1
OG0034077	ADH7
OG0034081	-
OG0034083	KRTAP19-5
OG0034085	-
OG0034093	CYP1A2
OG0034097	SEC11A
OG0034098	SLC34A3
OG0034099	-
OG0034102	RPL22
OG0034103	ABHD17B
OG0034105	BAAT
OG0034107	LIMS2
OG0034108	FTL
OG0034109	HOXD1
OG0034111	TAGLN2
OG0034114	SRP14
OG0034115	CFL1
OG0034116	PRAMEF12
OG0034117	RAB40C
OG0034122	OTUB1
OG0034132	CASP12
OG0034133	Hyal6
OG0034142	CAV1
OG0034144	GXYLT2
OG0034148	RPL32
OG0034151	FAM50B
OG0034156	RHOBTB2
OG0034157	-
OG0034158	TPX2
OG0034159	BTF3
OG0034162	RPS15
OG0034164	FAM32A
OG0034165	LCE3C
OG0034166	CBLN1
OG0034167	RAC3
OG0034169	RPL36A
OG0034170	RPL31
OG0034175	PNLIPRP1
OG0034177	RPL3L
OG0034178	CBR1
OG0034181	CYCS
OG0034184	KCNH7
OG0034185	-
OG0034189	RPS27A
OG0034190	RPS29
OG0034191	P4HA2
OG0034192	TIMM17B
OG0034195	CPNE6
OG0034204	KRTAP17-1
OG0034206	CSRP1
OG0034209	RPLP1
OG0034211	Scgb2b2
OG0034213	-
OG0034214	OR56A3
OG0034215	ANP32B
OG0034217	-
OG0034224	CHIT1
OG0034226	BRINP3
OG0034234	RBPJL
OG0034240	ZNF732
OG0034242	PDPR
OG0034243	CTRB1
OG0034245	TOMM5
OG0034247	BOLA3
OG0034248	ZNF665
OG0034251	AKT2
OG0034258	IFT22
OG0034259	ARHGEF12
OG0034261	RPL39
OG0034263	RPS15
OG0034282	GABRG3
OG0034289	-
OG0034290	PRL
OG0034297	Gm498
OG0034299	-
OG0034301	-
OG0034302	SUMO1
OG0034304	RPL39
OG0034309	IMPA2
OG0034310	SLMO1
OG0034314	DNASE1
OG0034315	MOGAT3
OG0034318	RPL10A
OG0034328	SYPL1
OG0034331	FAM209B
OG0034333	RPL31
OG0034335	IL1RAPL2
OG0034336	FTL
OG0034340	PPM1A
OG0034343	Cox5b
OG0034348	Calr4
OG0034351	CYP1A1
OG0034352	CARM1
OG0034359	RPL18A
OG0034360	TEAD2
OG0034361	CHCHD2
OG0034370	-
OG0034376	WDR5
OG0034378	AIF1L
OG0034379	NF2
OG0034398	-
OG0034399	FTL
OG0034409	SUMO1
OG0034411	SNX12
OG0034413	BHMT2
OG0034420	RPLP1
OG0034421	SH3BGRL2
OG0034422	HMGN2
OG0034428	snrpd2
OG0034438	CPSF4L
OG0034443	RPL6
OG0034457	DNAH8
OG0034462	MCM3
OG0034463	-
OG0034471	-
OG0034476	TRMT1L
OG0034483	EPHA6
OG0034486	-
OG0034488	ECE2
OG0034493	DDX46
OG0034496	LAMB4
OG0034519	SUZ12
OG0034527	SCCPDH
OG0034539	GRHPR
OG0034556	CCT6A
OG0034576	LARP4B
OG0034586	CD109
OG0034589	slc7a1
OG0034602	ARHGAP8
OG0034619	KPNA3
OG0034621	PAN3
OG0034622	FLT3
OG0034626	EDIL3
OG0034632	VIT
OG0034641	TAF1
OG0034642	ZFR2
OG0034644	TTC21B
OG0034645	NUP98
OG0034662	NCOA3
OG0034664	TCEA2
OG0034669	NECAB1
OG0034670	SPTBN4
OG0034681	CTDSPL2
OG0034685	PHF20L1
OG0034688	STAT4
OG0034690	KCNMA1
OG0034702	GLUL
OG0034703	ABCC8
OG0034704	-
OG0034707	SLC26A7
OG0034714	ANO9
OG0034716	INPP5B
OG0034718	ADAMTS17
OG0034719	-
OG0034721	MOCS1
OG0034729	SLC12A3
OG0034738	CBS
OG0034745	ENPP1
OG0034747	RPS27
OG0034752	TRPV6
OG0034753	ME1
OG0034756	EIF4G3
OG0034770	EXOC2
OG0034772	bgm
OG0034783	GRM8
OG0034791	SLC15A1
OG0034793	PAM
OG0034799	KMT2E
OG0034804	CDK13
OG0034805	acss1
OG0034813	VPS13D
OG0034814	PLCE1
OG0034816	EEA1
OG0034819	ST3GAL3
OG0034823	PTPRT
OG0034825	ADAMTS10
OG0034828	SLC25A1
OG0034836	PIWIL2
OG0034837	MFI2
OG0034841	PCYT2
OG0034849	PRUNE2
OG0034861	ABCC9
OG0034865	Pgr15l
OG0034866	ACSS2
OG0034870	STAB2
OG0034878	SND1
OG0034879	FERMT2
OG0034880	CCT5
OG0034882	C3
OG0034889	MUT
OG0034894	KCNU1
OG0034907	THSD7B
OG0034909	EYA1
OG0034910	RIMS2
OG0034917	CLCN1
OG0034920	HPS1
OG0034927	ASTN2
OG0034929	EIF3M
OG0034938	ASH2L
OG0034942	NXPE3
OG0034951	PRUNE2
OG0034957	-
OG0034959	stxbp3
OG0034964	RAPGEF5
OG0034967	KIF11
OG0034968	IRAK1
OG0034969	ITK
OG0034971	INTS10
OG0034973	LTN1
OG0034974	DMBT1
OG0034979	SMEK2
OG0034985	TRANK1
OG0034989	SIPA1L3
OG0034993	SNRNP200
OG0034994	SLC25A14
OG0035003	STXBP5
OG0035007	JMJD1C
OG0035012	smarca5
OG0035013	IGF1R
OG0035023	PLRG1
OG0035024	CDC7
OG0035030	ITGB7
OG0035045	FER1L4
OG0035048	-
OG0035053	PPP2R1A
OG0035060	RYR2
OG0035066	GNPTAB
OG0035067	DPF1
OG0035068	WDR62
OG0035070	TMEM87A
OG0035071	JMJD1C
OG0035086	SETX
OG0035087	TNPO2
OG0035088	ABCC8
OG0035104	API5
OG0035109	-
OG0035111	SLC27A5
OG0035121	SHCBP1L
OG0035122	PIAS4
OG0035123	PRC1
OG0035124	PRSS41
OG0035136	RNF39
OG0035139	-
OG0035141	PRCP
OG0035143	-
OG0035144	PSMA1
OG0035145	FBXL22
OG0035149	STK24
OG0035150	ADCY7
OG0035151	-
OG0035152	-
OG0035157	DCTN4
OG0035162	SF3B1
OG0035166	-
OG0035167	ABCA8
OG0035177	RPL21
OG0035178	-
OG0035188	ALS2
OG0035194	EML5
OG0035210	BMX
OG0035213	hamp
OG0035217	TMEM178B
OG0035218	HSPA2
OG0035220	ENTPD2
OG0035228	ANKHD1
OG0035248	foxd1
OG0035252	DIRAS3
OG0035261	PRPS2
OG0035263	PDCL2
OG0035273	PPP2R2D
OG0035282	NUDCD2
OG0035286	DNAJC18
OG0035287	SPEN
OG0035290	ALDOC
OG0035298	FAM131C
OG0035302	EXD2
OG0035306	RPL18
OG0035319	ITGB2
OG0035320	ARAP2
OG0035322	P4HB
OG0035323	P4HB
OG0035327	EBF4
OG0035328	LSR
OG0035332	-
OG0035344	CUL3
OG0035355	lit-1
OG0035356	RPL24
OG0035361	ZDHHC5
OG0035370	PSMA8
OG0035371	CELF1
OG0035375	ZNF777
OG0035378	EP300
OG0035383	-
OG0035390	CRISP2
OG0035392	RAB5C
OG0035410	EVC2
OG0035418	GOT1L1
OG0035419	TM2D3
OG0035421	RAP1GAP2
OG0035422	ZC3HAV1
OG0035423	ZC3HAV1
OG0035424	MLH1
OG0035427	NFKBIE
OG0035428	STK32C
OG0035434	OSBP2
OG0035436	VAMP2
OG0035438	BMP1
OG0035443	NCK1
OG0035445	CFAP61
OG0035447	-
OG0035449	STARD3NL
OG0035452	-
OG0035453	DOCK4
OG0035463	-
OG0035467	ST7L
OG0035469	ENO1
OG0035470	-
OG0035471	TRAPPC10
OG0035476	-
OG0035487	SLC22A20
OG0035492	RPL32
OG0035501	UBE2B
OG0035503	DCAF8
OG0035506	ENTPD4
OG0035516	GNA14
OG0035526	PHF20L1
OG0035532	GSS
OG0035534	MRPL13
OG0035538	TBX6
OG0035540	MKLN1
OG0035541	FOXP1
OG0035543	FRMD1
OG0035545	PIN1
OG0035550	DHX36
OG0035551	CNDP1
OG0035582	OPN1SW
OG0035606	KDELC1
OG0035607	CBX3
OG0035614	ADD1
OG0035622	KDM1A
OG0035623	RBM27
OG0035630	PURA
OG0035631	WDYHV1
OG0035633	DDR2
OG0035636	PKP4
OG0035640	KBTBD11
OG0035645	CXorf56
OG0035646	RBM18
OG0035648	CCT8L2
OG0035653	GRPEL2
OG0035659	VMP1
OG0035674	PLSCR1
OG0035675	BCKDK
OG0035678	CNOT6L
OG0035679	NPTN
OG0035680	-
OG0035711	PKD2
OG0035713	man2a1
OG0035716	ACSL3
OG0035725	-
OG0035726	PGK1
OG0035740	CYB561D2
OG0035744	SPTLC3
OG0035753	LAPTM5
OG0035762	NIPSNAP1
OG0035770	TBL2
OG0035771	TM4SF20
OG0035776	ZAP70
OG0035782	RCVRN
OG0035789	DSCC1
OG0035791	CAPN2
OG0035798	DNAJC3
OG0035799	TRAF3
OG0035802	VWA8
OG0035803	RPLP0
OG0035808	RAVER2
OG0035811	TARDBP
OG0035815	NKAIN2
OG0035819	MARK3
OG0035824	VASH2
OG0035825	EIF1B
OG0035826	FAR1
OG0035827	-
OG0035838	CIDEA
OG0035842	ERLIN1
OG0035847	ERP44
OG0035848	PSPC1
OG0035853	UGP2
OG0035855	SLC2A8
OG0035857	CLDN8
OG0035858	-
OG0035867	LHX9
OG0035871	USP9X
OG0035877	MCMDC2
OG0035887	Vapb
OG0035888	MAP1LC3C
OG0035892	SRMS
OG0035895	CDC42
OG0035901	XDH
OG0035907	GPT2
OG0035908	TBL2
OG0035911	SRI
OG0035912	PPAN
OG0035915	CPA2
OG0035918	MTMR2
OG0035921	CCBE1
OG0035931	SRSF5
OG0035938	-
OG0035940	-
OG0035943	MCCC1
OG0035944	CPEB3
OG0035946	SSTR5
OG0035947	SSTR5
OG0035948	PARD3
OG0035962	-
OG0035967	MED30
OG0035968	GALNT6
OG0035970	STK11
OG0035971	SKIV2L2
OG0035976	TEKT5
OG0035985	AGA
OG0035990	Prkrir
OG0035991	RHBDF1
OG0035995	-
OG0036001	BRWD3
OG0036005	DDX10
OG0036009	SLC30A4
OG0036024	RAB11B
OG0036030	ST6GALNAC5
OG0036036	-
OG0036038	DYNLT3
OG0036047	TMEM248
OG0036048	MAPK1
OG0036051	ARHGAP26
OG0036052	IRS1
OG0036055	alkbh7
OG0036061	NIPA2
OG0036071	DNAH17
OG0036073	PPIL4
OG0036077	LACE1
OG0036086	-
OG0036088	-
OG0036113	KAT2B
OG0036122	MAPK1
OG0036132	GZMA
OG0036135	MAPK12
OG0036145	ESR2
OG0036146	EEF1A1
OG0036147	Sep-05
OG0036150	OVGP1
OG0036151	OVGP1
OG0036156	SERPINB6
OG0036162	-
OG0036163	SH3BP5
OG0036174	TANC2
OG0036176	RPL21
OG0036179	RNF14
OG0036180	RNF14
OG0036181	SUPT16H
OG0036182	ACTL7A
OG0036186	MAPK1
OG0036187	VAPB
OG0036188	-
OG0036189	BTRC
OG0036192	LMNA
OG0036193	C3orf58
OG0036202	SGK3
OG0036211	SLC25A36
OG0036212	PRIMPOL
OG0036213	-
OG0036220	PCBD2
OG0036222	ARPC5L
OG0036233	RAE1
OG0036234	LGALS1
OG0036236	ENO1
OG0036244	SKAP1
OG0036252	atp1b3
OG0036261	ARSA
OG0036268	FRS2
OG0036269	COMMD2
OG0036272	WNT2B
OG0036274	SLC38A2
OG0036279	MAPK1
OG0036286	STMN1
OG0036293	CKS2
OG0036299	TRIM69
OG0036305	HOMER3
OG0036306	ELAVL2
OG0036307	NTF3
OG0036309	PTCD3
OG0036322	PDLIM4
OG0036324	DPYS
OG0036327	-
OG0036331	NDRG1
OG0036335	DCT
OG0036336	S100A11
OG0036338	-
OG0036343	GLT8D1
OG0036347	MAP3K6
OG0036349	PSMD4
OG0036351	SAP18
OG0036358	-
OG0036359	Dusp13
OG0036360	DUPD1
OG0036365	BNIP2
OG0036371	SPEN
OG0036372	SRSF3
OG0036378	svep1
OG0036389	NCK1
OG0036390	CRIP2
OG0036395	ST8SIA2
OG0036396	-
OG0036397	-
OG0036401	ATP9B
OG0036405	NDUFB9
OG0036407	RYK
OG0036412	RPS6KA6
OG0036413	LDB2
OG0036428	TBC1D20
OG0036441	PSPC1
OG0036446	ANXA3
OG0036450	ATP6V0D1
OG0036456	ap
OG0036462	CLK4
OG0036464	-
OG0036467	CRCP
OG0036469	MAPK1
OG0036473	RNF10
OG0036481	IGSF10
OG0036484	DSCAM
OG0036487	MYCBP2
OG0036488	CDK19
OG0036490	ATP6V1A
OG0036492	UBXN7
OG0036494	DEF6
OG0036506	UBTD1
OG0036508	LMNA
OG0036510	GPR50
OG0036512	cnk
OG0036515	TRIM75P
OG0036518	-
OG0036519	-
OG0036520	FLAD1
OG0036521	MAPK1
OG0036528	DCUN1D5
OG0036531	MMP28
OG0036533	PPIL4
OG0036541	AP1G1
OG0036547	ANP32B
OG0036562	DNAJC13
OG0036573	HSP90AB1
OG0036578	CACNA2D2
OG0036582	LRCH1
OG0036591	RASAL3
OG0036592	DDX5
OG0036596	NCKIPSD
OG0036600	CDH19
OG0036601	MAPK8
OG0036602	PCDHGA1
OG0036603	ABCC5
OG0036604	BMI1
OG0036607	SYTL3
OG0036611	ACLY
OG0036612	-
OG0036633	STAM2
OG0036641	RYK
OG0036642	EIF4ENIF1
OG0036644	VDAC3
OG0036645	YES1
OG0036646	TSR3
OG0036651	USP40
OG0036656	DNAH17
OG0036657	UBE2D3
OG0036662	FRYL
OG0036667	NDUFA12
OG0036668	USP8
OG0036675	USP14
OG0036678	NFYA
OG0036680	RNF39
OG0036682	CHST4
OG0036689	CKAP5
OG0036690	TAF4
OG0036692	ALDH1L2
OG0036696	CCNL1
OG0036700	-
OG0036706	CNDP1
OG0036710	CACNB4
OG0036712	THUMPD1
OG0036721	FBP2
OG0036737	MYL12B
OG0036741	ASMT
OG0036742	TDRD12
OG0036743	FAM118A
OG0036746	CCT8
OG0036747	DOHH
OG0036754	-
OG0036756	C21orf91
OG0036759	SENP3
OG0036765	KCTD5
OG0036769	WDR62
OG0036784	C9orf41
OG0036788	GLRA1
OG0036789	NCBP1
OG0036792	FGD6
OG0036800	ZDHHC3
OG0036801	IFT57
OG0036806	MRPL17
OG0036808	CSK
OG0036809	PHIP
OG0036814	ME1
OG0036815	-
OG0036827	RRM1
OG0036829	ZNF592
OG0036836	ELP3
OG0036839	CYTH4
OG0036849	ACER1
OG0036852	IFT57
OG0036857	ST5
OG0036869	CHMP3
OG0036870	CD81
OG0036874	PDK1
OG0036878	NIPBL
OG0036881	RFXANK
OG0036886	DOLPP1
OG0036895	PTGES3
OG0036897	PAM
OG0036901	ULK2
OG0036904	DNAH9
OG0036906	Vmn2r65
OG0036910	NIPSNAP1
OG0036911	AGR3
OG0036912	-
OG0036913	COMT
OG0036914	SAR1B
OG0036915	BTRC
OG0036917	ENPP2
OG0036923	FKBP14
OG0036931	BRMS1L
OG0036932	CUEDC1
OG0036936	PITPNA
OG0036944	RPL27A
OG0036947	TMEM243
OG0036948	HMGB2
OG0036956	-
OG0036962	MAP3K7CL
OG0036965	MCOLN1
OG0036970	IGSF3
OG0036975	USP28
OG0036976	-
OG0036985	FAAH
OG0036986	SAG
OG0036988	STAT1
OG0036989	KRT7
OG0036991	-
OG0036994	ACTL6A
OG0036998	E2F8
OG0037000	PIWIL2
OG0037003	HEXIM1
OG0037005	-
OG0037008	PNPLA8
OG0037012	ITPRIP
OG0037017	SEL1L
OG0037020	IPO13
OG0037023	ATP5G3
OG0037024	ITPRIP
OG0037031	GlcAT-I
OG0037035	MTHFD1L
OG0037039	KLHDC4
OG0037046	-
OG0037049	SEMA3G
OG0037054	-
OG0037055	-
OG0037056	HNRNPH3
OG0037062	BCKDK
OG0037063	SH3GLB1
OG0037067	USP6NL
OG0037068	MYBL1
OG0037072	RAF1
OG0037080	Mar-04
OG0037081	RCOR1
OG0037083	-
OG0037084	PLK5
OG0037091	FAM115C
OG0037092	TYR
OG0037094	-
OG0037106	TRMT2A
OG0037117	RBBP9
OG0037127	DDX10
OG0037129	SNX4
OG0037139	NOP16
OG0037143	SMARCA5
OG0037144	TOLLIP
OG0037146	FSTL5
OG0037149	PDLIM3
OG0037151	-
OG0037152	SLC6A11
OG0037163	PLIN2
OG0037172	PPP1R12C
OG0037175	COQ6
OG0037180	CXorf56
OG0037196	BCO1
OG0037199	DOLPP1
OG0037205	AP3B1
OG0037206	CYFIP2
OG0037207	-
OG0037212	-
OG0037220	KCNK3
OG0037224	MYO19
OG0037229	DYRK4
OG0037237	DCHS2
OG0037246	CNIH2
OG0037248	ATP10D
OG0037251	USP14
OG0037263	NSUN7
OG0037280	USP47
OG0037281	NPRL3
OG0037282	SLC26A2
OG0037288	DDX49
OG0037290	MCTS1
OG0037291	GDAP1
OG0037292	TCERG1
OG0037298	WDR37
OG0037300	PPP2R3C
OG0037302	SLC7A6
OG0037306	-
OG0037312	DNMT1
OG0037316	ABHD1
OG0037328	WNT9A
OG0037333	-
OG0037338	DDX6
OG0037339	WNK1
OG0037341	PRPF38A
OG0037351	PPM1H
OG0037352	PRKAR1B
OG0037363	CNDP1
OG0037367	RPL35A
OG0037370	RHOG
OG0037371	RHOG
OG0037378	SPEN
OG0037380	RAB5C
OG0037388	-
OG0037392	NCK1
OG0037396	RNF157
OG0037401	SERINC1
OG0037408	GSS
OG0037414	NTF3
OG0037415	PLSCR3
OG0037419	SDF2L1
OG0037422	COMMD2
OG0037425	MPP1
OG0037427	ARHGAP32
OG0037428	TMTC2
OG0037429	AKIRIN2
OG0037432	TGFB1I1
OG0037434	Sep-02
OG0037445	TMEM170A
OG0037450	CACNA2D1
OG0037457	TARDBP
OG0037458	IGSF3
OG0037464	GABBR2
OG0037471	SLC12A2
OG0037472	-
OG0037473	LMTK2
OG0037474	CC2D1A
OG0037479	AKAP1
OG0037486	nvd
OG0037489	-
OG0037492	HDGFL2
OG0037495	TRPC4AP
OG0037498	OR1L8
OG0037506	HOMER3
OG0037507	SLC19A3
OG0037511	JAK3
OG0037512	KCNN1
OG0037514	B4GALT3
OG0037520	SPTB
OG0037526	-
OG0037527	PTBP2
OG0037530	MAPK1
OG0037531	-
OG0037533	ATP6V0E1
OG0037537	GPI
OG0037547	-
OG0037555	CUL9
OG0037556	OLFM4
OG0037570	GABRE
OG0037577	CNOT1
OG0037580	CSNK2A1
OG0037581	MAP3K5
OG0037586	VPS13C
OG0037598	PDE4D
OG0037599	LPIN2
OG0037600	EEA1
OG0037606	GPR143
OG0037610	MTMR1
OG0037617	TARDBP
OG0037620	SHQ1
OG0037628	CCNC
OG0037629	CTRL
OG0037634	TDRD7
OG0037641	-
OG0037642	-
OG0037646	DNMT1
OG0037647	ITIH3
OG0037664	GNB4
OG0037670	KCNJ6
OG0037671	SMCHD1
OG0037675	EMC7
OG0037679	Cyp2g1
OG0037682	SLC22A16
OG0037684	-
OG0037687	MDN1
OG0037694	MBNL1
OG0037701	KCTD19
OG0037706	ARNT
OG0037707	SPEG
OG0037708	SAR1B
OG0037712	CYP27A1
OG0037715	-
OG0037716	KLHL32
OG0037717	TRPV6
OG0037721	SRL
OG0037722	KLHL13
OG0037729	TNKS
OG0037731	APEH
OG0037732	MEOX2
OG0037735	NDST2
OG0037737	XRN2
OG0037738	SCML4
OG0037746	TARDBP
OG0037757	SPIN4
OG0037758	MRPL10
OG0037760	UBAP2
OG0037769	-
OG0037775	MESP2
OG0037776	FXR2
OG0037780	BMI1
OG0037786	TSPAN4
OG0037787	CAD
OG0037789	SLC43A1
OG0037795	B4GALT6
OG0037803	CERS2
OG0037811	NDUFA9
OG0037815	SDHB
OG0037817	ITGBL1
OG0037820	-
OG0037821	NDUFA7
OG0037822	LHX8
OG0037825	SPATA6L
OG0037826	PRDM5
OG0037832	IQSEC3
OG0037839	SMARCD3
OG0037841	FERMT3
OG0037843	SMARCD1
OG0037847	STAU1
OG0037848	SLC6A14
OG0037851	INO80
OG0037857	MRRF
OG0037859	ATM
OG0037863	FAF2
OG0037864	ACSS3
OG0037870	STT3A
