Acbae,Ancor,Botau,Cacar,Capor,Chpic,Chsab,Cocri,Darer,Elmax,Ercal,Hegla,Hosap,Lacha,Modom,Myluc,Ororc,Ovari,Prang,Ranor,Rhtyp,Sasal,Scvul,Tagut,Tecar,nSp,og,selectionF,selectionB,allF,allB
1,1,1,1,1,1,1,0.00511516911864213,1,1,1,1,1,1,1,1,1,1,1,0.312055978194858,1,1,NA,1,0.664444784623274,hits_per_24_species,OG0006349,0,1,11,13
1,1,1,0.010616073404785,1,1,1,1,1,1.8421861118223e-06,1,0,1,1,1,9.76996261670138e-14,0.0277682897322495,1,1,1,1,NA,0.81805502752137,1,1,hits_per_24_species,OG0006351,5,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006371,0,0,11,13
1,1,1,1,1,1,1,1.60228278422991e-07,1,1,1,1,1,1,1,1,1,1,1,1,0.00198215646074412,NA,1,1,4.9960036108132e-15,hits_per_24_species,OG0006380,2,1,11,13
1,1,0,1,1,1,0.000383434382038916,0.000222733683581722,1,1,1,1,1,1,1,1,1,1,0.267134171200103,1,0.450407617340777,NA,1,0.0892264899368844,0,hits_per_24_species,OG0006389,1,3,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0144465810556246,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006400,1,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,9.49316350529195e-07,hits_per_24_species,OG0006423,1,0,11,13
1,1,1,1,1,1,1,1,0.983235050331852,1,0.527606960241854,1,1,1,1,1,1,1,0.257207636676441,1,1,NA,1,1,0,hits_per_24_species,OG0006424,1,0,11,13
1,1,1,1,1,1.03190730960101e-08,0.521630983418926,1,1,1,1,1,1,1,1,1,1,1,1,6.31106245041479e-08,1,NA,1,1,0.000106499964573237,hits_per_24_species,OG0006436,1,2,11,13
1,1,1,1,0.685794167503967,0.00574157346075726,1,1,1,1,1,1,1,0.0183687692001895,0.0123948198193805,0,9.67122885977556e-05,1,1,1,1,NA,0.013602803057855,1,0.0123631507917693,hits_per_24_species,OG0006438,4,3,11,13
1,1,1,1,1,1,1,0.597067096023255,1,1,0.0706574896756482,1,1,1,0.0673164734847547,1.42952150117282e-09,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006463,1,0,11,13
1,1,1,1,0.00515375107473348,0.0160555271654874,1,1,1,2.20159533170783e-06,1,1,1,3.21895500254854e-08,0.0170654938916599,1,1,1,0.00397966468618904,1,1,NA,1,0.0171240288083046,8.92627505244548e-09,hits_per_24_species,OG0006470,4,4,11,13
0.683330057660487,1,1,1,1,1,1,1,0.000418421342763653,1,0.921496010278847,1,1,0.00708464231731309,7.75044770229272e-06,0,1,1,0.00237966347088619,1,1,NA,1,1,1,hits_per_24_species,OG0006471,3,2,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.36138858467072e-09,1,1,0.00335142786893217,1,1,NA,1,1,1,hits_per_24_species,OG0006487,2,0,11,13
1,1,1,1,1,1,1,1,1,1,0.38543381098497,1,1,0.475145724066488,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006491,0,0,11,13
0.304157970519334,0.16572310852021,1,1,1,1,1,1,1,1,0.140316123502246,1,1,0.302634932492295,1,1,1,1,1.58102621744538e-05,1,1,NA,0.142276277568375,0.0685332990633341,1,hits_per_24_species,OG0006508,1,0,11,13
0.207582515442967,1,1,1,1.2304486318726e-09,1,1,1,0.0972634452271722,1,1,1,2.14078754723346e-12,1,1,1,1,1,1,0.000331134513556208,1,NA,1,1,1,hits_per_24_species,OG0006576,1,2,11,13
1,0.0415287776705358,1,1,1,1,1,1,0.271302087911902,1,1,1,1,1,1,1,1,2.36560770972005e-12,1.21442879241762e-06,1,1,NA,1,1,1,hits_per_24_species,OG0006619,1,2,11,13
NA,1,1,1,1,1,1,1,4.90107568724696e-05,1,1,1,1,1,1,0.100177411374917,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0006787,0,1,10,14
1,1,1,1,3.7470027081099e-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006805,0,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006806,0,0,11,13
1,1,1,1,1,1,1,0.439636538615321,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006811,0,0,11,13
1,1,1,1,1,0.0680721669468609,1,1,1,1,1,0.00155930143698579,1,1,1,1,1,1,1,1,1,1,NA,1,1,hits_per_24_species,OG0006812,1,0,11,13
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006818,0,1,11,13
1,1,1,1,1,1,0,1,1,0.0636367218249319,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0006821,0,1,10,14
1,1,1,1,1,1,3.0785924934329e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006827,0,1,11,13
1,1,1,1,1,1,NA,1,1,1,1,1,9.84556661998148e-06,1,1,1,1,1,1,0.00557360237417803,1,1,1,1,0,hits_per_24_species,OG0006848,2,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006869,0,0,11,13
1,1,1,1,1,1,1,1,1,0.466177855338407,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,hits_per_24_species,OG0006878,0,0,10,14
0.355033990541537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006906,0,0,11,13
1,1,1,1,1,1,1,1.73528172831006e-07,1,1,1,0.0545878731201739,0,1,1,1,3.65580912209396e-08,1,NA,1,1,1,1,1,1,hits_per_24_species,OG0006965,2,1,10,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.782066389774451,0.0762677071579656,1,1,0.193337426632213,1,1,NA,0.17644921812334,1,1,hits_per_24_species,OG0006972,0,0,11,13
1,1,1,1,1,1,1,1,NA,6.09760544554305e-05,1,1,1,0.748994356000296,1,1,1,1,1,1,1,1,1,1,7.49400541621981e-15,hits_per_24_species,OG0006974,2,0,11,13
1,1,1,1,1,1,1,0.828915908231541,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0006983,0,0,11,13
NA,1,1,1,1,1,1,1,0.0130229893649509,1,1,1,1,8.21880810171205e-05,1,1,1,1,0.469013831907293,1,1,4.07531131765837e-05,1,1,1,hits_per_24_species,OG0006994,1,2,10,14
1,1,1,0.00279893611291559,1,1,1,1,NA,1,1,1,2.24820162486594e-14,1,1,1,1.87671012064072e-09,1,1,1,1,1,1,1,1,hits_per_24_species,OG0006996,3,0,11,13
1,1,0,1,1,1,NA,0.252369229437689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007047,0,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,hits_per_24_species,OG0007083,1,0,11,13
0.00106251588343276,1,1,0.412421477467873,1,1,0.00229837181837889,1,1,1,1,1,1,0.655049085811007,0.418161490585549,0.396138000269515,0,1,1,1,1,NA,1,9.64455354822702e-05,1,hits_per_24_species,OG0007099,2,2,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.440149456105405,1,1,NA,1,0.561563540048533,1,hits_per_24_species,OG0007122,0,0,11,13
0.288969626649039,1,1,1,1,1,0.104882669104895,1,0.383003448415445,0.104748138784896,1,0,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007133,1,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,8.57981186097589e-10,1,1,1,1,1,1,1,1,1,1,1,NA,hits_per_24_species,OG0007138,1,0,10,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00840416857109361,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007141,1,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007171,0,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007201,0,0,10,14
1,1,1,1,1,1,1,0.483991746674742,NA,1,1,1,1,1,1,1,1,1,0.573913897611102,1,1,1,1,1,1,hits_per_24_species,OG0007204,0,0,11,13
1,1,1,1,1,1,1,0.0517769203774305,1,0.674196814283973,1,1,1,0.00121105196188603,0.567129406318826,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007205,1,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007216,0,0,11,13
1,1,1,1,8.51818615643651e-13,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007231,0,1,11,13
1,1,1,1,1,1,1,0.022432589238921,1,0.239250206316976,1,1,1,1,1,1,1,1,0.0298458106921564,0.981311662636604,1,NA,1,1,1,hits_per_24_species,OG0007253,1,1,11,13
1,1,1.40882305821322e-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0564154570724122,NA,1,1,0.00737894837549957,hits_per_24_species,OG0007260,1,1,11,13
1,1,1,0.492809741779596,1,1,1,1,NA,1,1,1,1,1,0.886748051108475,1,1,1,1,0.553371369853949,1,1,1,1,1,hits_per_24_species,OG0007271,0,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007300,0,0,11,13
1,7.94683425429099e-05,1,1,1,1,1,1,0.163087463772436,0.078670335633967,1,1,1,1,1,1,1,1,0.824589021948202,1,7.77811681113016e-05,NA,1,1,1,hits_per_24_species,OG0007323,1,1,11,13
0.27113568829589,1,1.2263945858848e-07,1,1,1,1,0.434714581277799,0.197318232296967,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007337,1,1,11,13
1,1,1,1,1.71926917147402e-11,1,1,1,1,0.77546306153366,1,2.84868514277559e-07,1,0.759263499378467,1,1,1,1,1,1,1,NA,1,1,0,hits_per_24_species,OG0007375,2,1,11,13
1,1,1,0.0025464689408925,1,1,1,1,1,1,1,0.340050604132245,1,1,1,1,1,1,1,1,1,NA,1,0.149367246076441,1,hits_per_24_species,OG0007416,1,0,11,13
1,1,1,1,1,1,0.577602465819158,1,1,1,1,1,1,1,1,6.63968879877075e-12,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007425,1,0,11,13
0.105975333081343,1,1,1,1,0.0717659033952008,1,1,1,1,0.445807238610337,1,1,0.0320022174116068,1,1,1,1,1,0.000934831164845773,0.0393663052586645,NA,1,1,1,hits_per_24_species,OG0007432,2,1,11,13
1,1,1,1,1,1,2.26418883642054e-11,1,NA,1,1,1,1,0.183860838915349,1,0.574342481041901,1,0.992814795566466,0.0212510541776722,1,1,1,1,1,1,hits_per_24_species,OG0007440,1,1,11,13
1,1,1,1,1,0,1,1,1,1.593480902784e-11,1,1,1,1,1,1,1,1,1,1,0.000215763782685618,NA,1,1,1,hits_per_24_species,OG0007472,2,1,11,13
0.0423304021085191,1,1,1,1,1,0,1,NA,0.986224801786076,1,1,1,1,1,1,1.9128512364075e-05,1,0.0843668050964248,1,1,0.00254974005613162,1,0.184404336911739,1,hits_per_24_species,OG0007476,2,2,11,13
1,1,1,1,1,1,1,1,1,0.374615994772596,1,0,1,1,0.00310295928125925,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007491,1,1,11,13
0.378909515688426,0.777993938659122,1,1,1,0.169684835111882,1,1,NA,1,1,1,1,1,1,1,1,1,0.755314869478585,1,2.9931122835225e-05,1,1,1,0.483994462627457,hits_per_24_species,OG0007501,1,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059774457633128,NA,1,1,1,hits_per_24_species,OG0007516,0,0,11,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0.0468664322509203,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007517,1,0,11,13
1,1,1,1,1,1,1,1,0.170255908315613,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007522,0,0,11,13
1,0.967289299454041,1,1,1,1.74269265684757e-10,1,0.899177693317305,0.303058678094203,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007532,0,1,11,13
1,1,1,0.748409526840596,1,0,1,1,0.250233596890205,1.07819444779556e-05,1,1,1,1,0.0879480711821312,7.84039499990286e-12,1,1,0.32787252804118,1,0.000428547396423062,NA,1,1,1,hits_per_24_species,OG0007552,3,1,11,13
1,1,1,1,1,1,1,1,1,0.000206388609342856,1,1,1,1,1,0.0900262525061321,1,1,1,1,1,NA,0.000847544064501271,1,1,hits_per_24_species,OG0007566,1,1,11,13
1,1,1,1,5.31543579818106e-07,1,1,1,1,1,1,1.15040026005264e-07,1,1,1,1,0.000631572765912303,1,0.935979309073914,1,2.00552798640397e-05,NA,1,0.460962073230656,1,hits_per_24_species,OG0007570,3,1,11,13
0.400922322848883,1,1,1,1,1,0.00047750559925952,1,1,1,1,5.81482416606161e-06,0.00631717117305142,1,0.000487711533276203,1,1.31335140540756e-08,0,1,1,1,NA,1,1,1,hits_per_24_species,OG0007572,3,3,11,13
1,1,1,1,1,0.368817037242687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007576,0,0,11,13
0.306586810472193,1,1,1,1,1,1,1,6.42797045666277e-05,1,1,1,1,1,1,1,1,1,0.957940585223589,1,1,NA,1,1,0.883557046885479,hits_per_24_species,OG0007607,0,1,11,13
1,1,1,1,1,1,1,1,1,0.371817632843208,1,1,1,0.0661176272499742,1,0,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007608,1,0,11,13
1,1,1,1,1,1,NA,9.43301542566388e-06,1,1,1,7.49400541621981e-15,1,1,1,1,2.13734541176791e-09,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007630,2,1,11,13
1,1,1,1,1,0.0345503040888798,1,0.00450860567756256,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0.407230488938365,hits_per_24_species,OG0007641,0,2,11,13
1,1,0,1,0.756531766566445,0.181482610597462,0.00167252462262768,1,NA,1.94950628806811e-07,1,1,1,1,1,1,1,1,0.0623447462666985,1,0.0033368981903536,1,1,1.86106308142087e-09,1,hits_per_24_species,OG0007650,2,3,11,13
1,1,1,1,1,1,1,0.610521465906443,1,1,1,1,1,0.0799650688076856,1,1,1,1,1,1,0.0314112950267872,NA,1,1,1,hits_per_24_species,OG0007657,1,0,11,13
1,1,1,1,1,1,1,1,0.16184722941488,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,hits_per_24_species,OG0007690,0,0,10,14
0.181388964664174,1,1,1,1,1,1,1,0.624831314153129,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007720,0,0,11,13
1,1,1,1,1,0.00218989854845475,1,0.392635341236684,1,1,1,1,1,0.531536820893942,1,0.172021615003334,1,1,0.0058778567327662,1,1,0.85213177948552,1,2.70975741845092e-10,NA,hits_per_24_species,OG0007722,1,2,10,14
1,1,1,1,1,1,1,1,1,1,1,1,1,0.767040480086687,0.0459249228932523,1,1.03597037046654e-05,1,1,1,0.104263060277397,NA,1,0.214284330012598,1,hits_per_24_species,OG0007742,1,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0.000625239456793492,1,hits_per_24_species,OG0007762,0,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,8.06509359296825e-09,hits_per_24_species,OG0007788,1,0,11,13
1,1,1,1,0.325667510639285,1,1,1,1,0.019698710741804,1,1,1,1,0.136157894018642,1,0,0.0222579149962083,1,5.4843002361693e-10,1,NA,1,1,1,hits_per_24_species,OG0007792,2,2,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,0.00196218264897741,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007797,1,0,11,13
1,1,1,1,1,1,1,1,NA,1,0.709343417135012,1,1,1,1,1,1,1,0.00734500272832883,1,0.0016694979770962,0.129696073683398,1,1,1,hits_per_24_species,OG0007807,2,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,0.556530564920779,0.309870484560618,1,1,1,0.196567161704589,1,1,NA,1,1,1,hits_per_24_species,OG0007825,0,0,11,13
0.0751423086217706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007831,0,0,11,13
1,1,1,0.0516748829698048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007839,0,0,11,13
1,1,1,1,1,1,1,1,0.100721463313283,1,1,1,0,1,1,1.3920148367319e-07,1,1,6.45422439937704e-08,1,1,NA,1,1,1,hits_per_24_species,OG0007847,3,0,11,13
1,1,1,1,1,1,1,1,NA,0.587141205263378,1,0.852057504151997,1,0.0653697494701937,1,2.33812968986058e-11,1,1,1,1,1,0.0133621663724225,1,1,1,hits_per_24_species,OG0007848,1,1,11,13
1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007866,0,0,11,13
1,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007870,0,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.91231161900033,1,1,1,1,1,1,NA,0.798174842122463,1,1,hits_per_24_species,OG0007881,0,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.593573356579526,1,1,NA,1,1,1,hits_per_24_species,OG0007898,0,0,11,13
1,1,1,1,0.00894942773335661,1,1,1,1,1,1,1,1,1,1,1,1.97591942807662e-12,1,0.0027007664151335,1,1,NA,1,1,1,hits_per_24_species,OG0007912,2,1,11,13
1,1,0.0209748860706862,1,1,1,1,1,NA,0.70808107197986,1,1,0.00896854306623368,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0007916,1,1,11,13
0.214209507822893,1,1,1,0.00722890113862684,0,1,1,0.0405829856194261,1,1,1,1,0.593029874218046,0.320240707101613,1,1,1,NA,1,1,1,1,1,1,hits_per_24_species,OG0007925,0,3,10,14
1,0.943673207190621,1,1,1,1,1,3.32629501192949e-06,1,1,0.00854900793409197,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0007933,0,2,11,13
1,1,1,1,1,0.420065234941155,1,1,1,1,1,1,1,0.933260370447644,1,1,1,1,1,1,1,NA,1,0.065050382617685,1,hits_per_24_species,OG0007953,0,0,11,13
1,1,1,1,7.91555757190254e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0.0328077401275519,hits_per_24_species,OG0007974,1,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.03060101855846e-10,NA,0.00306172878413835,1,1,hits_per_24_species,OG0007983,1,1,11,13
1,1,1,0.864141172126676,1,1,1,1,0.229474403052481,1,1,1,1,1,1,1,1,1,0.234683848422926,1,1,NA,1,1,6.05529816510852e-07,hits_per_24_species,OG0007991,1,0,11,13
1,1,1,1,0.318821813535428,1,1,1,1,1,1,0.758906384017263,0.927686218090102,1,1,1,1,1,NA,1,1,1,1,1,1,hits_per_24_species,OG0008113,0,0,10,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008114,0,0,10,14
1,1,1,1,1,0.0776540237630647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0.0212074080590752,hits_per_24_species,OG0008115,1,0,11,13
1,1,1,1,1,4.84628961960887e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.372440840068794,NA,1,1,1,hits_per_24_species,OG0008116,0,1,11,13
1,0.54234367108067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594847352597443,1,NA,1,1,0,hits_per_24_species,OG0008119,1,0,11,13
1,1,1,1,0.103241658219717,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,1,0.549837659645755,1,hits_per_24_species,OG0008120,1,0,10,14
1,0.551033362501756,1,1,1,1,1,0.197926005154848,1,1,1,0.450523953201503,1,1,1,0.0307601297938478,0.0467131870801347,1,1,1,1,1,1,0.200619655742925,NA,hits_per_24_species,OG0008121,2,0,10,14
1,1,1,1,1,1,0,1,1,0.0134256791084908,1,1,0,1,1,1,1,1,0.0244364099433529,1,1,NA,1,0.264234858637621,0.0439799108038819,hits_per_24_species,OG0008125,4,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008126,0,0,11,13
1,1,1,0.0021803739958195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008128,1,0,11,13
1,1,1,1,1,1,1,1,1,0.980806216641202,1,0.262606624947597,0.361519949208088,1,0.00636328018687915,0.44721185888984,1,NA,1,1,1,1,0.190737927471128,1,1,hits_per_24_species,OG0008130,0,1,11,13
1,1,1,0.0439800186171024,1,1,1,1,1,0.464985495767705,0.0404988749341886,1,0,0.0130362519123343,3.28358362655656e-06,1,1,1,0.467556945119271,1,1,NA,0.180548919747475,0.822025793263236,1,hits_per_24_species,OG0008132,3,2,11,13
1,0.294803121216564,1,1,1,NA,1,1,1,1,0.738229594159264,1,1,0.00341300125318167,1,0.000112298217300189,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008137,2,0,11,13
1,1,1,1,1,0.805076817438823,1,1,1,0.487802695151376,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008138,0,0,11,13
1,1,1,0.633271084287277,0.000719296762139776,0.00735849867276706,1,0.000132907988427189,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,0.00227752975664497,0.000110198176357601,1,hits_per_24_species,OG0008139,1,5,11,13
NA,1,1,1,1,1,1,1,1,1,1,0.292943079965643,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008140,0,0,10,14
1,1,1,0.897483684162946,1,1,0,1,1,1,1,1,1,1,1,5.37347943918576e-14,1,1,1,0.21346420719626,1,NA,1,1,1,hits_per_24_species,OG0008142,1,1,11,13
1,0.11719467716498,1,1,1,1,1,0.0965526202161943,1,0.156991538193452,0.31680138045761,1.35712328319659e-07,0,1,3.95891257543024e-06,1,0.0946984204981006,1,NA,0.507706682151082,1,0.282851281026475,1,2.64757605251686e-05,1,hits_per_24_species,OG0008146,2,2,10,14
1,1,1,1,1,1,1,1,1,1,1,1,1,0.627499636818508,1,1,1,1,1,NA,1,1,1.45883305435746e-10,1,1,hits_per_24_species,OG0008147,0,1,11,13
1,1,1,1,0.514726734268931,0,1,1,1,1,1,0.00313291187918963,1,0.000873861766215178,1,0.0310515359699878,1,1,0.0104506020619111,0.841904096762503,1,NA,0.0067284885458645,0.153949116867343,1,hits_per_24_species,OG0008148,4,2,11,13
1,1,0.19507039640337,1,0.202290135659043,1,1,1,1,0.215885161808486,1,1,1,1,0.333008443088555,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008154,0,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.59035284941211e-09,1,1,1,NA,1,1,1,hits_per_24_species,OG0008156,0,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.269205683114809,NA,1,1,1,hits_per_24_species,OG0008160,0,0,11,13
1,0.0376350683387141,1,1,1,1,1,1,1,1,1,1,1,1,0.000226722703993432,NA,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008161,0,2,10,14
1,1,1,1,1,1,1,1,1,1,1,1,1,0.2317319549948,1,1,1,1,1,0.627679383649333,1,NA,1,1,1,hits_per_24_species,OG0008162,0,0,11,13
1,1,0.361768647034732,1,0.985126838953578,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0151572104240795,1,1,NA,1,1,1,hits_per_24_species,OG0008163,1,0,11,13
1,1,1,1,0,1,1,1,1,0.00315536417926265,1,1,1,1,0.154634006079738,1,1,0,NA,1,1,1,1,1,1,hits_per_24_species,OG0008164,1,2,10,14
1,1,1,1,0.0336137847749324,1,1,0.257374555200432,1,1,1,1,1,1,1,1,1,1,0.0200057994212701,1,1,NA,1,1,1,hits_per_24_species,OG0008166,1,1,11,13
1,1,5.6271762249871e-09,1,1,1,1,1,NA,0.858134066349959,1,0.856665684425383,0.831597141502752,1,0.64709279178674,1,0.000152240821229332,1,1,1,0.000498601385333808,1,1,1,1,hits_per_24_species,OG0008168,2,1,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008173,0,0,11,13
1,1,1,1,6.08475769769967e-06,1,1,1,1,1,1,1,1,1,0.569342947687126,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008174,0,1,11,13
1,0.801734706427382,1,1,1,1,1,1,NA,1,1,1,1,1,0.187680889672288,1,1,1,1,1,1,0.355948076786274,1,1,1,hits_per_24_species,OG0008175,0,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,0.0662988777838073,1,0.931965395444486,1,1,1,0.845156004528979,1,NA,1,1,1,hits_per_24_species,OG0008176,0,0,11,13
1,1,1,1,1,1,1,1,1,1,1,0.443235676065604,1,1,1,0.0603083391243314,1,1,1,1,NA,1,1,1,1,hits_per_24_species,OG0008177,0,0,10,14
0.405070156659971,0.00258947265772563,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0.0498287436661945,1,1,1,0.178672903170401,1,1,hits_per_24_species,OG0008178,1,1,11,13
1,0.411146978141092,1,1,0.000487516298633139,1,1,1,1,1,1,1,0.00560548064983624,NA,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008181,1,1,10,14
1,NA,1,1,2.34155673600744e-06,1,1,0.000682775440953187,1,0.000297772662239626,1,1,1,1,1,0.107376778098635,0.429453136618866,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008182,1,2,11,13
0.0293085774661519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008184,1,0,11,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,hits_per_24_species,OG0008185,0,0,11,13
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,hits_per_24_species,OG0008186,0,0,10,14
0.371504337057289,1,1,0.37827496700547,1,1,1,1,0.00763387543510435,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,hits_per_24_species,OG0008187,0,1,11,13
1,1,1,0.000286334975254654,1,1,1,1,1,1,1,1,1,0.000192473584742781,1,1,1,1,1,1,1,NA,1,0.508563961179874,1,hits_per_24_species,OG0008190,2,0,11,13
