OG_ID,analysis_absrel,gene_symbol.x,analysis_relaxed_intensified,analysis_paml,analysis_cafe_expanded,gene_symbol.y,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol,qname,query,chr,seqStart,seqEnd
OG0011203,NA,NA,NA,NA,NA,DAPP1,relaxed,NA,DAPP1,longevity_candidate_gene_selection_analysis-OG0011203-evm.model.ptg006783l.3_Prang,evm.model.ptg006783l.3_Prang,chr1,2494558442,2494559270
OG0011204,NA,HTR3B,intensified,NA,NA,NA,NA,NA,HTR3B,longevity_candidate_gene_selection_analysis-OG0011204-evm.model.ptg002030l.2_Prang,evm.model.ptg002030l.2_Prang,chr5,1369159659,1369160997
OG0011205,NA,NA,NA,NA,NA,DECR2,relaxed,NA,DECR2,longevity_candidate_gene_selection_analysis-OG0011205-evm.model.ptg000020l.5_Prang,evm.model.ptg000020l.5_Prang,chr10,493564811,493565735
OG0011206,NA,NA,NA,paml_selected,NA,NA,NA,NA,ATP5SL,longevity_candidate_gene_selection_analysis-OG0011206-evm.model.ptg024324l.2_Prang,evm.model.ptg024324l.2_Prang,chr17,43005521,43006286
OG0011208,NA,CCDC148,intensified,paml_selected,NA,NA,NA,NA,CCDC148,longevity_candidate_gene_selection_analysis-OG0011208-evm.model.ptg012175l.3_Prang,evm.model.ptg012175l.3_Prang,chr19,421034933,421036760
OG0011209,NA,NA,NA,paml_selected,NA,NA,NA,NA,NSL1,longevity_candidate_gene_selection_analysis-OG0011209-evm.model.ptg001348l.1_Prang,evm.model.ptg001348l.1_Prang,chr3,2641035932,2641036844
OG0011210,NA,NA,NA,NA,NA,CREG2,relaxed,NA,CREG2,longevity_candidate_gene_selection_analysis-OG0011210-evm.model.ptg019361l.1_Prang,evm.model.ptg019361l.1_Prang,chr3,2523728970,2523729864
OG0011211,NA,NA,NA,NA,NA,INTS7,relaxed,NA,INTS7,longevity_candidate_gene_selection_analysis-OG0011211-evm.model.ptg004387l.5_Prang,evm.model.ptg004387l.5_Prang,chr4,542481609,542484486
OG0011214,NA,NA,NA,NA,NA,FLRT1,relaxed,NA,FLRT1,longevity_candidate_gene_selection_analysis-OG0011214-evm.model.ptg011578l.2_Prang,evm.model.ptg011578l.2_Prang,chr12,1180128283,1180130248
OG0011215,NA,NA,NA,paml_selected,NA,PEX10,relaxed,NA,PEX10,longevity_candidate_gene_selection_analysis-OG0011215-evm.model.ptg000175l.3_Prang,evm.model.ptg000175l.3_Prang,chr10,178035999,178036977
OG0011216,NA,MAPK15,intensified,paml_selected,NA,NA,NA,NA,MAPK15,longevity_candidate_gene_selection_analysis-OG0011216-evm.model.ptg021631l.1_Prang,evm.model.ptg021631l.1_Prang,chr2,3531521901,3531523761
OG0011218,NA,NA,NA,NA,NA,TRPT1,relaxed,NA,TRPT1,longevity_candidate_gene_selection_analysis-OG0011218-evm.model.ptg034097l.2_Prang,evm.model.ptg034097l.2_Prang,chr12,1177993709,1177994399
OG0011219,NA,NA,NA,paml_selected,NA,ABHD14A,relaxed,NA,ABHD14A,longevity_candidate_gene_selection_analysis-OG0011219-evm.model.ptg002221l.16_Prang,evm.model.ptg002221l.16_Prang,chr17,151368034,151368943
OG0011220,NA,NA,NA,paml_selected,NA,NA,NA,NA,PPRC1,longevity_candidate_gene_selection_analysis-OG0011220-evm.model.ptg015458l.1_Prang,evm.model.ptg015458l.1_Prang,chr15,403560972,403562739
OG0011223,NA,MRPS9,intensified,paml_selected,NA,NA,NA,NA,MRPS9,longevity_candidate_gene_selection_analysis-OG0011223-evm.model.ptg001923l.6_Prang,evm.model.ptg001923l.6_Prang,chr3,2493251307,2493252507
OG0011224,NA,NA,NA,NA,NA,HAUS4,relaxed,NA,HAUS4,longevity_candidate_gene_selection_analysis-OG0011224-evm.model.ptg000212l.5_Prang,evm.model.ptg000212l.5_Prang,chr16,707816660,707817803
OG0011225,NA,NA,NA,NA,NA,EMC6,relaxed,NA,EMC6,longevity_candidate_gene_selection_analysis-OG0011225-evm.model.ptg018872l.7_Prang,evm.model.ptg018872l.7_Prang,chr5,346032519,346032852
OG0011227,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRRCC1,longevity_candidate_gene_selection_analysis-OG0011227-evm.model.ptg001261l.3_Prang,evm.model.ptg001261l.3_Prang,chr3,1279420163,1279423265
OG0011228,NA,SEC16B,intensified,paml_selected,NA,NA,NA,NA,SEC16B,longevity_candidate_gene_selection_analysis-OG0011228-evm.model.ptg006420l.4_Prang,evm.model.ptg006420l.4_Prang,chr12,1060584507,1060587663
OG0011230,NA,NA,NA,NA,NA,FAM221A,relaxed,NA,FAM221A,longevity_candidate_gene_selection_analysis-OG0011230-evm.model.ptg004442l.1_Prang,evm.model.ptg004442l.1_Prang,chr12,129768398,129769121
OG0011231,NA,NA,NA,NA,NA,KXD1,relaxed,NA,KXD1,longevity_candidate_gene_selection_analysis-OG0011231-evm.model.ptg012508l.5_Prang,evm.model.ptg012508l.5_Prang,chr13,519434383,519435040
OG0011233,NA,NA,NA,NA,NA,TRMT44,relaxed,NA,TRMT44,longevity_candidate_gene_selection_analysis-OG0011233-evm.model.ptg001344l.7_Prang,evm.model.ptg001344l.7_Prang,chr1,496205209,496207213
OG0011234,NA,EIF2B4,intensified,NA,NA,NA,NA,NA,EIF2B4,longevity_candidate_gene_selection_analysis-OG0011234-evm.model.ptg004962l.1_Prang,evm.model.ptg004962l.1_Prang,chr4,2951531628,2951532828
OG0011235,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZBTB7B,longevity_candidate_gene_selection_analysis-OG0011235-evm.model.ptg004851l.5_Prang,evm.model.ptg004851l.5_Prang,chr9,560431644,560433195
OG0011236,NA,ALDH16A1,intensified,paml_selected,NA,NA,NA,NA,ALDH16A1,longevity_candidate_gene_selection_analysis-OG0011236-evm.model.ptg007442l.5_Prang,evm.model.ptg007442l.5_Prang,chr8,1175716531,1175719027
OG0011237,NA,NA,NA,paml_selected,NA,R3HDM4,relaxed,NA,R3HDM4,longevity_candidate_gene_selection_analysis-OG0011237-evm.model.ptg009262l.3_Prang,evm.model.ptg009262l.3_Prang,chr13,255866947,255867718
OG0011238,NA,NA,NA,paml_selected,NA,NA,NA,NA,CCDC112,longevity_candidate_gene_selection_analysis-OG0011238-evm.model.ptg004569l.2_Prang,evm.model.ptg004569l.2_Prang,chr1,3126466636,3126468151
OG0011239,NA,NA,NA,NA,NA,INTS8,relaxed,NA,INTS8,longevity_candidate_gene_selection_analysis-OG0011239-evm.model.ptg001232l.14_Prang,evm.model.ptg001232l.14_Prang,chr2,591847974,591850983
OG0011240,NA,NA,NA,paml_selected,NA,NA,NA,NA,DYNC2H1,longevity_candidate_gene_selection_analysis-OG0011240-evm.model.ptg003329l.1_Prang,evm.model.ptg003329l.1_Prang,chr3,1093522187,1093533551
OG0011241,NA,NA,NA,paml_selected,NA,NA,NA,NA,C21orf2,longevity_candidate_gene_selection_analysis-OG0011241-evm.model.ptg013444l.4_Prang,evm.model.ptg013444l.4_Prang,chr16,442209176,442209947
OG0011245,NA,NA,NA,NA,NA,AGPS,relaxed,NA,AGPS,longevity_candidate_gene_selection_analysis-OG0011245-evm.model.ptg003024l.3_Prang,evm.model.ptg003024l.3_Prang,chr19,721683033,721684893
OG0011248,NA,NA,NA,NA,NA,ZFYVE19,relaxed,NA,ZFYVE19,longevity_candidate_gene_selection_analysis-OG0011248-evm.model.ptg001481l.2_Prang,evm.model.ptg001481l.2_Prang,chr4,1145666506,1145667772
OG0011251,NA,NA,NA,NA,NA,PEX3,relaxed,NA,PEX3,longevity_candidate_gene_selection_analysis-OG0011251-evm.model.ptg018314l.1_Prang,evm.model.ptg018314l.1_Prang,chr4,2013852260,2013853361
OG0011253,NA,NA,NA,NA,NA,BLOC1S3,relaxed,NA,BLOC1S3,longevity_candidate_gene_selection_analysis-OG0011253-evm.model.ptg007758l.4_Prang,evm.model.ptg007758l.4_Prang,chr17,135208544,135209114
OG0011254,NA,NA,NA,NA,NA,NCMAP,relaxed,NA,NCMAP,longevity_candidate_gene_selection_analysis-OG0011254-evm.model.ptg014003l.2_Prang,evm.model.ptg014003l.2_Prang,chr3,3105108793,3105109141
OG0011257,NA,NA,NA,NA,NA,WDR91,relaxed,NA,WDR91,longevity_candidate_gene_selection_analysis-OG0011257-evm.model.ptg023019l.4_Prang,evm.model.ptg023019l.4_Prang,chr7,352820042,352822271
OG0011259,NA,NA,NA,NA,NA,PAGR1,relaxed,NA,PAGR1,longevity_candidate_gene_selection_analysis-OG0011259-evm.model.ptg014580l.2_Prang,evm.model.ptg014580l.2_Prang,chr11,623625587,623626322
OG0011261,NA,NA,NA,paml_selected,NA,GAL3ST3,relaxed,NA,GAL3ST3,longevity_candidate_gene_selection_analysis-OG0011261-evm.model.ptg024365l.1_Prang,evm.model.ptg024365l.1_Prang,chr12,1023954832,1023956059
OG0011265,NA,NA,NA,NA,NA,PLCXD2,relaxed,NA,PLCXD2,longevity_candidate_gene_selection_analysis-OG0011265-evm.model.ptg001671l.5_Prang,evm.model.ptg001671l.5_Prang,chr3,2153567325,2153568324
OG0011266,NA,NA,NA,NA,NA,GABRD,relaxed,NA,GABRD,longevity_candidate_gene_selection_analysis-OG0011266-evm.model.ptg003353l.1_Prang,evm.model.ptg003353l.1_Prang,chr10,184418688,184420038
OG0011267,NA,NA,NA,paml_selected,NA,GALNT12,relaxed,NA,GALNT12,longevity_candidate_gene_selection_analysis-OG0011267-evm.model.ptg021923l.1_Prang,evm.model.ptg021923l.1_Prang,chr2,1947673255,1947675046
OG0011268,NA,STAC3,intensified,paml_selected,NA,NA,NA,NA,STAC3,longevity_candidate_gene_selection_analysis-OG0011268-evm.model.ptg015621l.2_Prang,evm.model.ptg015621l.2_Prang,chr5,557208615,557209647
OG0011270,NA,NA,NA,paml_selected,NA,NA,NA,NA,TAPBP,longevity_candidate_gene_selection_analysis-OG0011270-evm.model.ptg019264l.2_Prang,evm.model.ptg019264l.2_Prang,chr9,1365777154,1365778522
OG0011272,absrel_selected,SUMF2,intensified,paml_selected,NA,NA,NA,NA,SUMF2,longevity_candidate_gene_selection_analysis-OG0011272-evm.model.ptg015293l.2_Prang,evm.model.ptg015293l.2_Prang,chr5,173148861,173149809
OG0011273,NA,NA,NA,paml_selected,NA,NA,NA,NA,POLD1,longevity_candidate_gene_selection_analysis-OG0011273-evm.model.ptg001381l.8_Prang,evm.model.ptg001381l.8_Prang,chr8,1140166840,1140170182
OG0011274,NA,TEKT1,intensified,NA,NA,NA,NA,NA,TEKT1,longevity_candidate_gene_selection_analysis-OG0011274-evm.model.ptg027798l.2_Prang,evm.model.ptg027798l.2_Prang,chr5,2594544988,2594546197
OG0011275,NA,NA,NA,paml_selected,NA,NA,NA,NA,HPS4,longevity_candidate_gene_selection_analysis-OG0011275-evm.model.ptg000257l.1_Prang,evm.model.ptg000257l.1_Prang,chr6,869395838,869398184
OG0011279,NA,NA,NA,paml_selected,NA,NA,NA,NA,SCML4,longevity_candidate_gene_selection_analysis-OG0011279-evm.model.ptg025853l.1_Prang,evm.model.ptg025853l.1_Prang,chr4,2469516666,2469517626
OG0011280,NA,PDE7B,intensified,paml_selected,NA,NA,NA,NA,PDE7B,longevity_candidate_gene_selection_analysis-OG0011280-evm.model.ptg008220l.3_Prang,evm.model.ptg008220l.3_Prang,chr17,619171113,619171263
OG0011281,NA,NA,NA,NA,NA,GPR153,relaxed,NA,GPR153,longevity_candidate_gene_selection_analysis-OG0011281-evm.model.ptg000074l.3_Prang,evm.model.ptg000074l.3_Prang,chr10,157157460,157159407
OG0011282,NA,NA,NA,paml_selected,NA,NA,NA,NA,DHX37,longevity_candidate_gene_selection_analysis-OG0011282-evm.model.ptg008727l.6_Prang,evm.model.ptg008727l.6_Prang,chr6,1344024771,1344028221
OG0011285,NA,NA,NA,NA,NA,NME7,relaxed,NA,NME7,longevity_candidate_gene_selection_analysis-OG0011285-evm.model.ptg003850l.5_Prang,evm.model.ptg003850l.5_Prang,chr3,2744821769,2744822900
OG0011287,NA,NA,NA,paml_selected,NA,NOX4,relaxed,NA,NOX4,longevity_candidate_gene_selection_analysis-OG0011287-evm.model.ptg000697l.4_Prang,evm.model.ptg000697l.4_Prang,chr3,988449192,988451001
OG0011288,NA,KATNAL2,intensified,paml_selected,NA,NA,NA,NA,KATNAL2,longevity_candidate_gene_selection_analysis-OG0011288-evm.model.ptg018676l.5_Prang,evm.model.ptg018676l.5_Prang,chr1,3884969498,3884971121
OG0011290,NA,NA,NA,paml_selected,NA,NA,NA,NA,CMTM7,longevity_candidate_gene_selection_analysis-OG0011290-evm.model.ptg015468l.6_Prang,evm.model.ptg015468l.6_Prang,chr16,482513336,482513810
OG0011291,NA,NA,NA,NA,NA,SP7,relaxed,NA,SP7,longevity_candidate_gene_selection_analysis-OG0011291-evm.model.ptg007768l.4_Prang,evm.model.ptg007768l.4_Prang,chr5,513525285,513526539
OG0011295,NA,NA,NA,NA,NA,IL15,relaxed,NA,IL15,longevity_candidate_gene_selection_analysis-OG0011295-evm.model.ptg022012l.1_Prang,evm.model.ptg022012l.1_Prang,chr1,959857090,959857561
OG0011297,NA,NA,NA,paml_selected,NA,NA,NA,NA,STARD4,longevity_candidate_gene_selection_analysis-OG0011297-evm.model.ptg000273l.2_Prang,evm.model.ptg000273l.2_Prang,chr1,3141602675,3141603299
OG0011298,NA,NA,NA,NA,NA,WDR55,relaxed,NA,WDR55,longevity_candidate_gene_selection_analysis-OG0011298-evm.model.ptg028577l.3_Prang,evm.model.ptg028577l.3_Prang,chr3,173704989,173706249
OG0011299,NA,NA,NA,NA,NA,HECTD3,relaxed,NA,HECTD3,longevity_candidate_gene_selection_analysis-OG0011299-evm.model.ptg008276l.2_Prang,evm.model.ptg008276l.2_Prang,chr12,130673770,130676371
OG0011300,NA,NA,NA,paml_selected,NA,NA,NA,NA,TTC26,longevity_candidate_gene_selection_analysis-OG0011300-evm.model.ptg005944l.1_Prang,evm.model.ptg005944l.1_Prang,chr5,807726517,807728182
OG0011302,NA,NA,NA,paml_selected,NA,NA,NA,NA,C20orf96,longevity_candidate_gene_selection_analysis-OG0011302-evm.model.ptg020554l.1_Prang,evm.model.ptg020554l.1_Prang,chr5,2244608668,2244609568
OG0011303,NA,NA,NA,paml_selected,NA,NA,NA,NA,CHID1,longevity_candidate_gene_selection_analysis-OG0011303-evm.model.ptg007953l.3_Prang,evm.model.ptg007953l.3_Prang,chr6,1404126385,1404127567
OG0011304,NA,NA,NA,NA,NA,CDC40,relaxed,NA,CDC40,longevity_candidate_gene_selection_analysis-OG0011304-evm.model.ptg005471l.1_Prang,evm.model.ptg005471l.1_Prang,chr4,1173199508,1173201251
OG0011305,NA,NA,NA,paml_selected,NA,VRK3,relaxed,NA,VRK3,longevity_candidate_gene_selection_analysis-OG0011305-evm.model.ptg003283l.4_Prang,evm.model.ptg003283l.4_Prang,chr10,374962432,374964040
OG0011306,NA,NA,NA,NA,NA,MAD2L2,relaxed,NA,MAD2L2,longevity_candidate_gene_selection_analysis-OG0011306-evm.model.ptg017881l.3_Prang,evm.model.ptg017881l.3_Prang,chr10,266341603,266342239
OG0011307,NA,PROSER3,intensified,paml_selected,NA,NA,NA,NA,PROSER3,longevity_candidate_gene_selection_analysis-OG0011307-evm.model.ptg022027l.1_Prang,evm.model.ptg022027l.1_Prang,chr8,1248671793,1248674226
OG0011308,NA,NA,NA,NA,NA,RFC5,relaxed,NA,RFC5,longevity_candidate_gene_selection_analysis-OG0011308-evm.model.ptg005721l.3_Prang,evm.model.ptg005721l.3_Prang,chr6,1026517819,1026518842
OG0011309,NA,NA,NA,NA,NA,ABCB7,relaxed,NA,ABCB7,longevity_candidate_gene_selection_analysis-OG0011309-evm.model.ptg006592l.1_Prang,evm.model.ptg006592l.1_Prang,chr2,3263855020,3263857177
OG0011310,NA,CD3EAP,intensified,paml_selected,NA,NA,NA,NA,CD3EAP,longevity_candidate_gene_selection_analysis-OG0011310-evm.model.ptg019914l.1_Prang,evm.model.ptg019914l.1_Prang,chr9,33440074,33441037
OG0011312,NA,NA,NA,paml_selected,NA,NA,NA,NA,FAM173B,longevity_candidate_gene_selection_analysis-OG0011312-evm.model.ptg015188l.2_Prang,evm.model.ptg015188l.2_Prang,chr2,2054994757,2054995453
OG0011313,NA,NA,NA,NA,NA,RAD50,relaxed,NA,RAD50,longevity_candidate_gene_selection_analysis-OG0011313-evm.model.ptg000512l.2_Prang,evm.model.ptg000512l.2_Prang,chr3,576893275,576897247
OG0011314,NA,HSD17B4,intensified,NA,NA,NA,NA,NA,HSD17B4,longevity_candidate_gene_selection_analysis-OG0011314-evm.model.ptg001137l.1_Prang,evm.model.ptg001137l.1_Prang,chr1,3071792464,3071794549
OG0011316,NA,TTC12,intensified,paml_selected,NA,NA,NA,NA,TTC12,longevity_candidate_gene_selection_analysis-OG0011316-evm.model.ptg006183l.1_Prang,evm.model.ptg006183l.1_Prang,chr5,1396891021,1396893190
OG0011317,NA,RPUSD3,intensified,paml_selected,NA,NA,NA,NA,RPUSD3,longevity_candidate_gene_selection_analysis-OG0011317-evm.model.ptg005913l.1_Prang,evm.model.ptg005913l.1_Prang,chr17,554526714,554527803
OG0011319,NA,PARP3,intensified,paml_selected,NA,NA,NA,NA,PARP3,longevity_candidate_gene_selection_analysis-OG0011319-evm.model.ptg019761l.3_Prang,evm.model.ptg019761l.3_Prang,chr17,150007032,150007986
OG0011321,NA,NA,NA,paml_selected,NA,NA,NA,NA,AVPI1,longevity_candidate_gene_selection_analysis-OG0011321-evm.model.ptg003117l.6_Prang,evm.model.ptg003117l.6_Prang,chr15,383048236,383048881
OG0011323,NA,NA,NA,paml_selected,NA,TMEM181,relaxed,NA,TMEM181,longevity_candidate_gene_selection_analysis-OG0011323-evm.model.ptg004968l.15_Prang,evm.model.ptg004968l.15_Prang,chr4,2619743871,2619745305
OG0011325,NA,NA,NA,NA,NA,MRPL4,relaxed,NA,MRPL4,longevity_candidate_gene_selection_analysis-OG0011325-evm.model.ptg004522l.3_Prang,evm.model.ptg004522l.3_Prang,chr5,1186398582,1186399488
OG0011326,NA,NA,NA,paml_selected,NA,NA,NA,NA,RASSF3,longevity_candidate_gene_selection_analysis-OG0011326-evm.model.ptg040246l.1_Prang,evm.model.ptg040246l.1_Prang,chr7,82102502,82103645
OG0011327,NA,NA,NA,paml_selected,NA,NA,NA,NA,MRE11A,longevity_candidate_gene_selection_analysis-OG0011327-evm.model.ptg008534l.1_Prang,evm.model.ptg008534l.1_Prang,chr13,460673951,460676186
OG0011328,NA,NA,NA,paml_selected,NA,SCARA3,relaxed,NA,SCARA3,longevity_candidate_gene_selection_analysis-OG0011328-evm.model.ptg000869l.8_Prang,evm.model.ptg000869l.8_Prang,chr4,2891960849,2891962787
OG0011329,NA,NA,NA,paml_selected,NA,NUBPL,relaxed,NA,NUBPL,longevity_candidate_gene_selection_analysis-OG0011329-evm.model.ptg016826l.3_Prang,evm.model.ptg016826l.3_Prang,chr8,244964360,244965329
OG0011330,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZNF511,longevity_candidate_gene_selection_analysis-OG0011330-evm.model.ptg002446l.5_Prang,evm.model.ptg002446l.5_Prang,chr15,219387090,219387915
OG0011331,NA,NA,NA,paml_selected,NA,SF1,relaxed,NA,SF1,longevity_candidate_gene_selection_analysis-OG0011331-evm.model.ptg008887l.1_Prang,evm.model.ptg008887l.1_Prang,chr12,1164162388,1164164674
OG0011332,NA,NA,NA,paml_selected,NA,NA,NA,NA,PIK3IP1,longevity_candidate_gene_selection_analysis-OG0011332-evm.model.ptg001606l.1_Prang,evm.model.ptg001606l.1_Prang,chr6,1143801721,1143802540
OG0011334,NA,NA,NA,NA,NA,RPUSD1,relaxed,NA,RPUSD1,longevity_candidate_gene_selection_analysis-OG0011334-evm.model.ptg000122l.4_Prang,evm.model.ptg000122l.4_Prang,chr8,465775018,465775924
OG0011335,NA,NA,NA,paml_selected,NA,NA,NA,NA,CKAP2L,longevity_candidate_gene_selection_analysis-OG0011335-evm.model.ptg016531l.1_Prang,evm.model.ptg016531l.1_Prang,chr13,87562978,87565483
OG0011337,NA,NA,NA,NA,NA,GALNT4,relaxed,NA,GALNT4,longevity_candidate_gene_selection_analysis-OG0011337-evm.model.ptg009225l.3_Prang,evm.model.ptg009225l.3_Prang,chr2,1945539300,1945541049
OG0011338,NA,NA,NA,paml_selected,NA,NA,NA,NA,PMS1,longevity_candidate_gene_selection_analysis-OG0011338-evm.model.ptg003156l.1_Prang,evm.model.ptg003156l.1_Prang,chr19,544321127,544324025
OG0011339,NA,NA,NA,paml_selected,NA,PLEKHH3,relaxed,NA,PLEKHH3,longevity_candidate_gene_selection_analysis-OG0011339-evm.model.ptg016840l.4_Prang,evm.model.ptg016840l.4_Prang,chr9,1126363723,1126366051
OG0011340,NA,NA,NA,paml_selected,NA,NA,NA,NA,RBM41,longevity_candidate_gene_selection_analysis-OG0011340-evm.model.ptg005311l.3_Prang,evm.model.ptg005311l.3_Prang,chr2,485178239,485179445
OG0011341,NA,NA,NA,NA,NA,MED18,relaxed,NA,MED18,longevity_candidate_gene_selection_analysis-OG0011341-evm.model.ptg002830l.4_Prang,evm.model.ptg002830l.4_Prang,chr14,225969945,225970572
OG0011344,NA,NA,NA,NA,NA,PODXL2,relaxed,NA,PODXL2,longevity_candidate_gene_selection_analysis-OG0011344-evm.model.ptg000442l.5_Prang,evm.model.ptg000442l.5_Prang,chr17,562405959,562407717
OG0011345,NA,NA,NA,paml_selected,NA,ERCC6,relaxed,NA,ERCC6,longevity_candidate_gene_selection_analysis-OG0011345-evm.model.ptg004923l.6_Prang,evm.model.ptg004923l.6_Prang,chr15,207495830,207501254
OG0011347,NA,NA,NA,paml_selected,NA,NEURL1B,relaxed,NA,NEURL1B,longevity_candidate_gene_selection_analysis-OG0011347-evm.model.ptg001133l.3_Prang,evm.model.ptg001133l.3_Prang,chr3,484563726,484565397
OG0011348,NA,NA,NA,NA,NA,PRRC1,relaxed,NA,PRRC1,longevity_candidate_gene_selection_analysis-OG0011348-evm.model.ptg003050l.3_Prang,evm.model.ptg003050l.3_Prang,chr1,2996942970,2996944383
OG0011349,NA,NA,NA,paml_selected,NA,FUT11,relaxed,NA,FUT11,longevity_candidate_gene_selection_analysis-OG0011349-evm.model.ptg013890l.2_Prang,evm.model.ptg013890l.2_Prang,chr15,128317762,128320225
OG0011350,NA,NA,NA,paml_selected,NA,ARL6IP4,relaxed,NA,ARL6IP4,longevity_candidate_gene_selection_analysis-OG0011350-evm.model.ptg002517l.10_Prang,evm.model.ptg002517l.10_Prang,chr6,630050668,630051460
OG0011355,NA,NA,NA,paml_selected,NA,NA,NA,NA,LRRC45,longevity_candidate_gene_selection_analysis-OG0011355-evm.model.ptg002767l.3_Prang,evm.model.ptg002767l.3_Prang,chr9,633448457,633450485
OG0011356,NA,NA,NA,paml_selected,NA,NA,NA,NA,TMEM44,longevity_candidate_gene_selection_analysis-OG0011356-evm.model.ptg001649l.3_Prang,evm.model.ptg001649l.3_Prang,chr10,683050614,683051841
OG0011357,NA,NA,NA,NA,NA,CCDC93,relaxed,NA,CCDC93,longevity_candidate_gene_selection_analysis-OG0011357-evm.model.ptg003194l.3_Prang,evm.model.ptg003194l.3_Prang,chr19,277890614,277892462
OG0011359,NA,GINS1,intensified,NA,NA,NA,NA,NA,GINS1,longevity_candidate_gene_selection_analysis-OG0011359-evm.model.ptg005421l.1_Prang,evm.model.ptg005421l.1_Prang,chr4,1823291027,1823291618
OG0011360,NA,NA,NA,paml_selected,NA,ARFGAP1,relaxed,NA,ARFGAP1,longevity_candidate_gene_selection_analysis-OG0011360-evm.model.ptg000821l.1_Prang,evm.model.ptg000821l.1_Prang,chr5,2172937545,2172938871
OG0011361,NA,NA,NA,paml_selected,NA,TNFRSF11A,relaxed,NA,TNFRSF11A,longevity_candidate_gene_selection_analysis-OG0011361-evm.model.ptg011279l.2_Prang,evm.model.ptg011279l.2_Prang,chr2,1721534419,1721536390
OG0011362,NA,NA,NA,NA,NA,FERMT1,relaxed,NA,FERMT1,longevity_candidate_gene_selection_analysis-OG0011362-evm.model.ptg010711l.1_Prang,evm.model.ptg010711l.1_Prang,chr4,793666375,793668403
OG0011364,NA,NA,NA,NA,NA,RNF103,relaxed,NA,RNF103,longevity_candidate_gene_selection_analysis-OG0011364-evm.model.ptg008439l.1_Prang,evm.model.ptg008439l.1_Prang,chr1,351959107,351961165
OG0011365,NA,NA,NA,paml_selected,NA,NA,NA,NA,NTRK1,longevity_candidate_gene_selection_analysis-OG0011365-evm.model.ptg010973l.3_Prang,evm.model.ptg010973l.3_Prang,chr9,370066152,370068564
OG0011366,NA,NA,NA,paml_selected,NA,FBLIM1,relaxed,NA,FBLIM1,longevity_candidate_gene_selection_analysis-OG0011366-evm.model.ptg001004l.3_Prang,evm.model.ptg001004l.3_Prang,chr10,61594829,61596014
OG0011368,NA,NA,NA,paml_selected,NA,INPP5E,relaxed,NA,INPP5E,longevity_candidate_gene_selection_analysis-OG0011368-evm.model.ptg000748l.10_Prang,evm.model.ptg000748l.10_Prang,chr11,216408761,216410420
OG0011369,absrel_selected,SLCO4A1,intensified,paml_selected,NA,NA,NA,NA,SLCO4A1,longevity_candidate_gene_selection_analysis-OG0011369-evm.model.ptg002075l.5_Prang,evm.model.ptg002075l.5_Prang,chr5,2149690791,2149692825
OG0011370,NA,NA,NA,paml_selected,NA,NA,NA,NA,ZNF592,longevity_candidate_gene_selection_analysis-OG0011370-evm.model.ptg017457l.1_Prang,evm.model.ptg017457l.1_Prang,chr14,672638963,672642503
OG0011371,NA,NA,NA,NA,NA,CPSF7,relaxed,NA,CPSF7,longevity_candidate_gene_selection_analysis-OG0011371-evm.model.ptg007666l.6_Prang,evm.model.ptg007666l.6_Prang,chr6,1487259601,1487261143
OG0011372,NA,NA,NA,NA,NA,MYNN,relaxed,NA,MYNN,longevity_candidate_gene_selection_analysis-OG0011372-evm.model.ptg003959l.5_Prang,evm.model.ptg003959l.5_Prang,chr18,333030692,333032642
OG0011374,NA,NA,NA,NA,NA,SLC35A4,relaxed,NA,SLC35A4,longevity_candidate_gene_selection_analysis-OG0011374-evm.model.ptg003137l.13_Prang,evm.model.ptg003137l.13_Prang,chr3,175737671,175738640
OG0011382,NA,NA,NA,NA,NA,PIGO,relaxed,NA,PIGO,longevity_candidate_gene_selection_analysis-OG0011382-evm.model.ptg000569l.2_Prang,evm.model.ptg000569l.2_Prang,chr1,3973845477,3973848789
OG0011386,NA,NA,NA,paml_selected,NA,NA,NA,NA,CARS2,longevity_candidate_gene_selection_analysis-OG0011386-evm.model.ptg008915l.3_Prang,evm.model.ptg008915l.3_Prang,chr3,1329473878,1329475405
OG0011387,NA,CEP104,intensified,paml_selected,NA,NA,NA,NA,CEP104,longevity_candidate_gene_selection_analysis-OG0011387-evm.model.ptg008176l.2_Prang,evm.model.ptg008176l.2_Prang,chr3,264552453,264555297
OG0011388,NA,NA,NA,paml_selected,NA,RASSF6,relaxed,NA,RASSF6,longevity_candidate_gene_selection_analysis-OG0011388-evm.model.ptg005658l.1_Prang,evm.model.ptg005658l.1_Prang,chr1,2359857503,2359858421
OG0011389,NA,NA,NA,paml_selected,NA,NA,NA,NA,RNF151,longevity_candidate_gene_selection_analysis-OG0011389-evm.model.ptg019442l.2_Prang,evm.model.ptg019442l.2_Prang,chr10,1071498568,1071499234
OG0011390,NA,NA,NA,NA,NA,NPLOC4,relaxed,NA,NPLOC4,longevity_candidate_gene_selection_analysis-OG0011390-evm.model.ptg004399l.2_Prang,evm.model.ptg004399l.2_Prang,chr13,805227406,805229248
